e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.240981824,0.693960413,0.146704067,0.655901142,0.710718556,40.92814553,0.369112823,0.698693477,0.424314824,0.575383123,0.615137418,2.261813467,1.044855255,0.108441821,0.554258196,1.044855255,1.044855255,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,0.249396914,2.261813467,1.20229885,0.388617831
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,50,50,0.15,0.281410387,0.400423709,0.117452847,0.39626671,0.465477347,31.20925504,0.375511251,0.410908639,0.305872401,0.479348322,0.383864825,2.685472635,1.264350179,0.126634674,0.647243891,1.264350179,1.264350179,1.407513974,1.407513974,1.407513974,1.407513974,1.407513974,1.407513974,0.19966984,2.685472635,1.008174295,1.121186385
1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.094292975,0.56150715,0.135560419,0.542126171,0.607599072,22.44911294,0.290680457,0.570488373,0.376590983,0.454400504,0.515748387,3.164070732,0.952900457,0.042431839,1.084369218,0.952900457,0.952900457,1.59135691,1.59135691,1.59135691,1.59135691,1.59135691,1.59135691,0.230452712,3.164070732,1.130451486,0.314444004
1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,50,50,0.15,0.205898248,0.499096353,0.152120085,0.250331789,0.765781927,36.87778692,0.299492304,0.406364869,0.448761992,0.443579299,0.669388959,2.426919753,1.016516754,0.463271058,0.47356597,1.016516754,1.016516754,1.753539551,1.753539551,1.753539551,1.753539551,1.753539551,1.753539551,0.258604144,2.426919753,1.236331264,0.279493957
1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.094292975,0.56150715,0.135560419,0.542126171,0.607599072,22.44911294,0.290680457,0.570488373,0.376590983,0.454400504,0.515748387,3.164070732,0.952900457,0.042431839,1.084369218,0.952900457,0.952900457,1.59135691,1.59135691,1.59135691,1.59135691,1.59135691,1.59135691,0.230452712,3.164070732,1.130451486,0.314444004
1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,50,50,0.15,0.217082637,0.750872013,0.192843936,1.444494797,1.312243011,38.18612378,0.241339797,0.540630101,0.662843289,0.739759664,1.245859401,2.371938586,1.27567127,0.097687187,0.499290065,1.27567127,1.27567127,2.130854212,2.130854212,2.130854212,2.130854212,2.130854212,2.130854212,0.327834692,2.371938586,1.475184828,0.420488327
1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,50,50,0.15,0.224688121,0.937045753,0.035502883,0.809094154,0.757472193,39.06630228,0.279922908,0.907765643,0.371027257,0.326355369,0.709552562,2.335854018,1.201179005,0.101109655,0.516782679,1.201179005,1.201179005,1.877612388,1.877612388,1.877612388,1.877612388,1.877612388,1.877612388,0.060354901,2.335854018,1.756902586,0.524745622
1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,50,50,0.15,0.229875014,0.349206951,0.190102279,0.677126655,0.293522552,39.66241549,0.307318408,0.916841524,0.646559895,0.399813993,0.439042192,2.311815392,1.150946571,0.103443756,0.528712532,1.150946571,1.150946571,2.106337249,2.106337249,2.106337249,2.106337249,2.106337249,2.106337249,0.323173875,2.311815392,1.459989499,0.195555893
1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,50,50,0.15,0.217082637,0.750872013,0.192843936,1.444494797,1.312243011,38.18612378,0.241339797,0.540630101,0.662843289,0.739759664,1.245859401,2.371938586,1.27567127,0.097687187,0.499290065,1.27567127,1.27567127,2.130854212,2.130854212,2.130854212,2.130854212,2.130854212,2.130854212,0.327834692,2.371938586,1.475184828,0.420488327
1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,50,50,0.15,0.205898248,0.499096353,0.152120085,0.250331789,0.765781927,36.87778692,0.299492304,0.406364869,0.448761992,0.443579299,0.669388959,2.426919753,1.016516754,0.463271058,0.47356597,1.016516754,1.016516754,1.753539551,1.753539551,1.753539551,1.753539551,1.753539551,1.753539551,0.258604144,2.426919753,1.236331264,0.279493957
1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,50,50,0.15,0.425767536,0.999444753,0.185174282,0.641256986,1.18834754,112.9632864,0.646298277,0.859576032,0.618029381,0.947007744,0.419519109,3.460952307,1.310826252,0.191595391,0.979265332,1.310826252,1.310826252,2.061963442,2.061963442,2.061963442,2.061963442,2.061963442,2.061963442,0.314796279,3.460952307,1.432370885,0.559689062
1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,50,50,0.15,0.229875014,0.349206951,0.190102279,0.677126655,0.293522552,39.66241549,0.307318408,0.916841524,0.646559895,0.399813993,0.439042192,2.311815392,1.150946571,0.103443756,0.528712532,1.150946571,1.150946571,2.106337249,2.106337249,2.106337249,2.106337249,2.106337249,2.106337249,0.323173875,2.311815392,1.459989499,0.195555893
