e_v2,e_v3,e_v13,e_v4,e_v5,e_v6,e_v7,e_v8,e_v9,e_v10,e_v11,e_v12,e_v14,e_v15,e_v16,e_v17,e_v18,e_v19,e_v21,e_v1,e_v20,e_v22,A,J,P,Q,D,B,O,F,H,M,E,R,I,C,N,G,L,v_v1,v_v2,v_v3,v_v4,v_v5,v_v6,v_v7,v_v8,v_v9,v_v10,v_v11,v_v12,v_v13,v_v14,v_v15,v_v16,v_v17,v_v18,v_v19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7031845545428707,2.8238978649718387,0.09571445836710794,0.1458234953278161,1.1027973646311313,0.01744420352289328,1.1431679951507936,4.820768865930121,2.7663243750566213,2.9734023327925887,0.07734343301161636,0.3386790212995642,0.01810750880332944,3.1656298888532004,0.8300707151527561,0.8300707151527563,2.335559173700444,2.335559173700444,1.370010187075739,1.370010187075738,0.06790180383443392,0.8976471827902726,0.8976471827902727,0.8976471827902722,0.8976471827902724,0.030816589497594492,0.03708521433683943,0.037085214336839444,0.03708521433683943,0.037085214336839464,0.055457689444636235,-0.018372475107796823
7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,2.6126621657953892,14.730624066815125,0.11002697546737099,0.48343712138852984,2.3549629137629604,0.023130190808950374,4.087853192291643,26.408074780608082,4.982380711797742,11.116046464954486,0.09326708464484709,0.8239834263869179,0.026296447118468166,4.0280963916972485,0.8603653781928621,0.8603653781929962,3.167731013504387,3.1677310135043864,1.6202572682397443,1.620257268239744,0.14531316034804415,1.4021605849165981,1.4021605849165975,1.4021605849165983,1.402160584916598,0.0720776441151484,0.07323551623289574,0.07323551623289576,0.07323551623289576,0.0732355162328956,0.09071938056379923,-0.017483864330903504
1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6950328634521729,2.7809602947589154,0.09560822584403486,0.14423921204458215,1.095538952653765,0.017402569207452895,1.1304720161455517,17.747546360146803,2.752280713815826,2.9377545575741215,0.07722599420423937,0.3360888902638951,0.018047549712048198,3.1844103434034716,0.8569571076995351,0.8569571076995349,2.327453235703938,2.3274532357039375,1.3667191927592413,1.3667191927592413,0.067355083982821,0.8933789589618749,0.8933789589618747,0.8933789589618755,0.8933789589618751,0.03054160944691158,0.036813474535909496,0.03681347453590946,0.036813474535909496,0.036813474535909586,0.055192554205032794,-0.018379079669123315
1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.4050066462650135,1.346425289860599,0.09120768981229847,0.08651617398745619,0.8089887588880843,0.015685303230495225,0.6758017398647252,0.10346852256859139,2.1789012973059734,1.6615287507952967,0.07237109165018932,0.23654801036300485,0.015574403042130527,3.901089413756664,1.960459750878969,1.9604597508789694,1.9406296628776953,1.9406296628776951,1.1930987546727343,1.1930987546727345,0.04524199988180351,0.7022889083231574,0.7022889083231575,0.7022889083231575,0.7022889083231574,0.019730001767936555,0.02551199811386693,0.02551199811386697,0.025511998113866965,0.025511998113866816,0.04416477912463816,-0.018652781010771214
1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.6400402762157873,1.7195396400414829,0.10451384093290396,0.31809739170157975,1.7926372862290656,0.020921955872496796,2.5916288838732418,2.828693645751566,4.0273471228194735,7.005469336879643,0.08710964092838823,0.5976428397889508,0.02311598134886512,3.696302026473762,0.8056320189577688,0.8056320189580468,2.890670007515871,2.8906700075163343,1.556533876991525,1.5565338769917143,0.1148369950869567,1.2192991354379654,1.2192991354380012,1.2192991354380778,1.219299135438199,0.0554190165658159,0.05941797852115257,0.05941797852114838,0.05941797852114873,0.05941797852114925,0.07724384862030764,-0.017825870099157703
1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.6770991143740277,1.6953535449124735,0.10477032391319337,0.32459913043766797,1.8160802269445842,0.02102418753373677,2.6487089197917872,2.7852315261289027,4.068201128115989,1.2699668736279948,0.08739544299026927,0.6068354029487169,0.023263215610038728,3.709145456663159,0.8047373193252856,0.8047373193252857,2.9044081373378736,2.9044081373378723,1.560146551922112,1.560146551922112,0.11624321185231408,1.2280183735634473,1.2280183735634471,1.228018373563447,1.2280183735634476,0.05617944973185193,0.060063762120462036,0.06006376212046202,0.06006376212046205,0.0600637621204621,0.07787371347805942,-0.017809951357597404
1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6597907178063195,2.776455952839722,0.09513973373415478,0.13736791363107917,1.063754744338842,0.017219059400796696,1.3554688147160163,4.7350045851256795,2.690536504689748,2.8882721540121947,0.07670821496043231,0.324784642705671,0.0177832701310428,3.1863884044098647,0.8294235964846751,0.8294235964846752,2.356964807925189,2.3569648079251895,1.4176162518984785,1.417616251898472,0.06495085154492196,0.8743977044817949,0.8743977044817959,0.874397704481795,0.8743977044817949,0.02933637580224173,0.03561447574268021,0.03561447574268024,0.03561447574268018,0.035614475742680216,0.05402268352356942,-0.018408207780889224
1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.09752467085071712,1.7136523822169007,0.08434816121796752,0.021690815758139984,0.3766143409519678,0.013037197162976471,0.08444628634551851,2.81811324832298,1.2072192166823612,1.2925817212741404,0.06484185544607296,0.09840175549538983,0.011760303219113625,3.699422991504393,0.8054165733633677,0.8054165733633677,2.894006418141026,2.8940064181410254,2.600285984778481,2.600285984778481,0.013133060742434845,0.2805873726201104,0.2805873726201105,0.2805873726201107,0.2805873726201105,0.005414922071792432,0.0077181386706424125,0.007718138670642421,0.007718138670642449,0.007718138670642267,0.026798017788489517,-0.019079879117847094
1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6967576132358806,2.8170044490026025,0.0974576373401654,0.1732679146293471,1.0970775541433833,0.018128583579763106,1.133158518433175,4.808306483386124,2.7552593500866096,2.960953585786082,0.07927209074600092,0.3366376669236899,0.019093105827100828,3.1686358353582884,0.82997805414032,0.8299780541403197,2.3386577812179694,2.338657781217969,1.367420399041819,1.3674203990418174,0.0769516363543017,0.8942857458218499,0.8942857458218492,0.8942857458218506,0.8942857458218499,0.0354146979380654,0.04153693841623627,0.04153693841623626,0.041536938416236235,0.04153693841623628,0.05980105760996199,-0.018264119193725715
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.34397999036692184,2.978247984436732,0.09008259192443108,0.07398868882318321,1.4869649215168936,0.01524855861192948,0.5789516867167648,5.099866633999752,3.484149322154829,3.25928312943719,0.07113291814211167,0.4799865487189052,0.014945395266880698,3.099226675296875,0.8320320832783046,0.8320320832783167,2.2671945920185617,2.267194592018562,1.133222119065221,1.1332221190652219,0.039768252193299776,1.0942042207600393,1.0942042207600402,1.09420422076004,1.0942042207600402,0.01715992307058749,0.022608329122712306,0.022608329122712274,0.02260832912271232,0.02260832912271235,0.04133112468714756,-0.018722795564435284
