e_v2,e_v3,e_v13,e_v4,e_v5,e_v6,e_v7,e_v8,e_v9,e_v10,e_v11,e_v12,e_v14,e_v15,e_v16,e_v17,e_v18,e_v19,e_v21,e_v1,e_v20,e_v22,A,J,P,Q,D,B,O,F,H,M,E,R,I,C,N,G,L,v_v2,v_v3,v_v13,v_v4,v_v5,v_v6,v_v7,v_v8,v_v9,v_v10,v_v11,v_v12,v_v14,v_v15,v_v16,v_v17,v_v18,v_v19,v_v21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7031845545428703,2.8238978649718383,0.09571445836710794,0.14582349532781605,1.1027973646311309,0.01744420352289328,1.1431679951507931,4.820768865930119,2.766324375056621,2.9734023327925887,0.07734343301161635,0.3386790212995641,0.018107508803329436,3.165629888853201,0.8300707151527563,0.8300707151527564,2.335559173700444,2.3355591737004446,1.3700101870757377,1.3700101870757377,0.06790180383443387,0.8976471827902723,0.8976471827902733,0.8976471827902716,0.8976471827902723,0.030816589497594485,0.03708521433683943,0.03708521433683941,0.03708521433683945,0.03708521433683936,0.055457689444636235,-0.018372475107796823
0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.15457780527876094,0.3452246163486427,0.08589558705707834,0.03406816129361164,0.47867998473372236,0.013631515053788876,0.272098043372435,0.43348631906089746,1.4533280327877829,0.5607357049636723,0.0665362339233982,0.12946506574279304,0.012616366437629917,1.812419684222555,0.5780617714230409,0.5780617714230408,1.2343579127995146,1.2343579127995146,0.8123936891019204,0.812393689101921,0.020105043497768597,0.4018591801998251,0.40185918019982436,0.40185918019982475,0.401859180199825,0.008353803891890338,0.011751239605878266,0.011751239605878283,0.011751239605878242,0.011751239605878348,0.030734722233955087,-0.018983482628076826
1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7317375060253432,2.9752116048547395,0.09608050761415346,0.15135804619647572,1.1279579391557364,0.017587728683853044,1.187614180199182,1.2303032505489,2.814846909401889,3.098167632109453,0.0777481816913046,0.34768197623049135,0.018314204360982436,3.10051651462209,0.7373771148098898,0.7373771148098899,2.3631393998122,2.3631393998122,1.3810923182141424,1.381092318214141,0.0697899773334267,0.9122571042646324,0.9122571042646327,0.912257104264632,0.9122571042646322,0.031768810134563494,0.038021167198863226,0.03802116719886323,0.03802116719886319,0.038021167198863386,0.056370885745717476,-0.018349718546854254
1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.861964615333436,3.681984796878703,0.09764127016741035,0.1763244740735927,1.2380332931350508,0.018200810227231388,1.3899243591120216,14.189798109071193,3.0244011075462116,3.6653370591451786,0.07947543731586056,0.38750397377919826,0.019197121437681312,2.81688649876848,0.3417478242884646,0.3417478242884646,2.475138674480015,2.475138674480015,1.4242223133471383,1.4242223133471377,0.0779132938169082,0.9730030673159691,0.9730030673159683,0.973003067315969,0.9730030673159688,0.03590819194315631,0.042005101873751866,0.042005101873751866,0.04200510187375189,0.04200510187375179,0.06025780853701006,-0.01825270666325819
1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.3629928891696937,3.994670198753134,0.09044261662180515,0.0779076824642296,0.7612537988672162,0.015388211766715504,0.609193516989461,6.939571066683664,2.079139894458939,1.4756660086815474,0.07152898891906713,0.2205220389470565,0.015146527713705516,2.7012166983724106,0.8411329772416046,0.8411329772416046,1.8600837211308057,1.8600837211308054,1.1532707403443156,1.153270740344315,0.04151138419252515,0.6653015965939657,0.6653015965939665,0.6653015965939656,0.6653015965939658,0.017973266560001564,0.023538117632523625,0.023538117632523607,0.02353811763252363,0.02353811763252366,0.04223850733274505,-0.01870038970022144
1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.3383179827962573,4.137669228807478,0.08997361644535402,0.07281873794281264,0.7321653252149496,0.015206306182451878,0.5699324191167919,7.198567719647235,2.0176323199135617,5.885531518248771,0.07101305743687492,0.2108411685945167,0.014884541849329474,2.6501467462196193,0.8420516091211154,0.8420516091211155,1.8080951370985048,1.8080951370985046,1.126976675639886,1.1269766756398865,0.03924220865938529,0.6418762527992324,0.6418762527992332,0.6418762527992329,0.6418762527992327,0.016915433510424648,0.022326775148960646,0.022326775148960632,0.022326775148960636,0.0223267751489606,0.041056353020277124,-0.01872957787131648
1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.8032089480867547,2.9258468262987543,0.09695796572712859,0.16511455109379225,1.189262103552865,0.01793217917707746,0.8340216433243993,5.005103221865949,2.9320825179832872,3.160683871256481,0.07871894581781361,0.3697741652669459,0.018810258235570105,3.121578241136193,0.8313896378754517,0.831389637875452,2.2901886032607406,2.290188603260741,1.2691453852583723,1.2691453852583716,0.07434276450299093,0.9467004534993784,0.9467004534993771,0.9467004534993788,0.9467004534993779,0.03408048449313109,0.04026228000985977,0.04026228000985978,0.04026228000985977,0.04026228000985982,0.05855745511827151,-0.01829517510841175
1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.760971250520258,3.6139862558526996,0.10533380110465321,0.33924527405574495,1.868412227613041,0.021248955632680727,3.3442686387414,6.250254561757998,4.1590306430667505,4.588904009945109,0.08802355761696562,0.6274379583169919,0.023586929211860945,2.842797340043997,0.838329542262385,0.838329542262385,2.0044677977816123,2.004467797781612,0.6380429639392937,0.6380429639392922,0.11933778415382448,1.247087049688496,1.2470870496884954,1.2470870496884958,1.2470870496884954,0.05785629476477396,0.061481489389050376,0.06148148938905037,0.06148148938905042,0.061481489389050265,0.07925647096471329,-0.017774981575662926
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7117164212882804,2.832980459828134,0.09337976194057943,0.11316333347395305,1.1103580230482744,0.016531131975437995,1.1564527502672297,4.83718931977533,2.780930900639864,2.989845732341993,0.07476503145315738,0.341380387740571,0.01679255079827857,3.161674655709094,0.8301921077419542,0.8301921077399036,2.33148254796895,2.3314825479689034,1.3733928748175874,1.3733928748175606,0.056022220493287714,0.9020674526580281,0.9020674526580276,0.9020674526580409,0.9020674526580608,0.024920883641595733,0.031101336851694958,0.031101336851695697,0.031101336851695707,0.031101336851695603,0.0496189924636921,-0.01851765561199637
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.1999748162670356,2.822055701577862,0.1010417996286644,0.239287784217201,0.8614761018256925,0.019542839816734287,1.9129801492896297,4.817438457654572,2.2870265437536457,2.970072946817805,0.08324702916922329,0.2543630294421166,0.02112982202064209,3.166432841589492,0.8300459976291668,0.8300459976291664,2.3363868439603244,2.336386843960325,1.4993782145405032,1.4993782145405028,0.09597731813056315,0.7410313112892586,0.7410313112892583,0.7410313112892583,0.7410313112892586,0.045330058382341595,0.050647259748221526,0.05064725974822151,0.050647259748221554,0.05064725974822154,0.06868869962234767,-0.018041439874126104
