e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.92814553,0.240981824,0.369112823,0.575383123,0.693960413,0.698693477,0.655901142,0.615137418,0.710718556,0.424314824,0.146704067,50,50,0.15,2.2494839908639435,1.032141663062215,0.01,0.6036711639008643,1.032141663062215,1.032141663062215,1.7055440724644795,1.7055440724644795,1.7055440724644795,1.7055440724644795,1.7055440724644795,1.7055440724644795,0.01,2.2494839908639435,1.6855440724644795,0.3587392536599505
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.88273444,0.286015245,0.44199904,0.685071576,0.808089906,0.807162426,0.750056992,0.695379514,0.791882926,0.460121816,0.154574231,50,50,0.15,2.545251209587833,1.0997537532990334,0.01,0.7177487281443998,1.0997537532990334,1.0997537532990334,1.7817695997134038,1.7817695997134038,1.7817695997134038,1.7817695997134038,1.7817695997134038,1.7817695997134038,0.01,2.545251209587833,1.7617695997134037,0.41773790688466295
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38.63371046,0.220942158,0.603535815,0.919339022,1.03536481,1.018290244,0.928513186,0.843152481,0.937209481,0.520959199,0.167095466,50,50,0.15,2.3406706028392357,1.2179333701065442,0.01,0.5563686163663458,1.2179333701065442,1.2179333701065442,1.900640245833176,1.900640245833176,1.900640245833176,1.900640245833176,1.900640245833176,1.900640245833176,0.01,2.3406706028392357,1.880640245833176,0.5352264943799124
1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,38.90792668,0.223314911,0.340375012,0.531409859,0.646652496,0.653200611,0.615852222,0.580471389,0.675096979,0.408129318,0.143012493,50,50,0.15,2.3295263139560225,1.0018284162986237,0.01,0.6588489488286993,1.0018284162986237,1.0018284162986237,1.6693731619907062,1.6693731619907062,1.6693731619907062,1.6693731619907062,1.6693731619907062,1.6693731619907062,0.01,2.329526313956022,1.6493731619907062,0.33428367060654124
1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,28.71473691,0.139799261,0.204613734,0.318363706,0.403469323,0.413964419,0.399107252,0.386485944,0.468369478,0.307377933,0.117860649,50,50,0.15,2.79565443644782,0.8119993935552341,0.01,0.986827521446293,0.8119993935552341,0.8119993935552341,1.4154274028103901,1.4154274028103901,1.4154274028103901,1.4154274028103901,1.4154274028103901,1.4154274028103901,0.01,2.79565443644782,1.3954274028103901,0.20857138430007804
1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,39.34564762,0.227115187,0.292629948,0.797799721,0.920067969,0.911947468,0.839370165,0.769995486,0.865886958,0.491589445,0.16117697,50,50,0.15,2.311878071400124,1.1602184396165032,0.01,0.5708298158918106,1.1602184396165032,1.1602184396165032,1.8448124908661778,1.8448124908661778,1.8448124908661778,1.8448124908661778,1.8448124908661778,1.8448124908661778,0.01,2.311878071400124,1.8248124908661778,0.4756243883668285
1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,39.46958066,0.228193988,0.298341017,0.375444405,0.900839209,0.894063048,0.824234038,0.757446549,0.853533364,0.486409561,0.160109223,50,50,0.15,2.3069124739597404,1.1501783944905015,0.01,0.5733670397346196,1.1501783944905015,1.1501783944905015,1.8346726092243433,1.8346726092243433,1.8346726092243433,1.8346726092243433,1.8346726092243433,1.8346726092243433,0.01,2.3069124739597404,1.8146726092243433,0.46568417975665993
1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,40.22476247,0.234794134,0.334146497,0.474362481,0.491031532,1.096560082,0.993239069,0.895513876,0.987570918,0.541178134,0.171041666,50,50,0.15,2.2769479631677942,1.095675283451742,0.01,0.5856363398580262,1.095675283451742,1.095675283451742,1.9375143506129324,1.9375143506129324,1.9375143506129324,1.9375143506129324,1.9375143506129324,1.9375143506129324,0.01,2.2769479631677942,1.9175143506129324,0.2538362162905518
1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,40.41383769,0.236453661,0.343388812,0.500640633,0.542648558,0.412853771,0.889137744,0.810992564,0.905998846,0.508216864,0.164555489,50,50,0.15,2.2695236549804543,1.0786392009426342,0.01,0.5904422270189101,1.0786392009426342,1.0786392009426342,1.876759030920318,1.876759030920318,1.876759030920318,1.876759030920318,1.876759030920318,1.876759030920318,0.01,2.2695236549804543,1.856759030920318,0.2805193709649505
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,40.58528935,0.237960913,0.351868534,0.525018585,0.591274574,0.500377789,0.345076765,0.740475901,0.83676869,0.479334259,0.15863878,50,50,0.15,2.2628180087893393,1.0631651857452522,0.01,0.5948264115220436,1.0631651857452522,1.0631651857452522,1.8206740315568424,1.8206740315568424,1.8206740315568424,1.8206740315568424,1.8206740315568424,1.8206740315568424,0.01,2.2628180087893393,1.8006740315568424,0.30565633993366215
