e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_EX_GLCo,v_EX_ETOH,v_EX_GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.19363181,0.270191757,0.554582448,0.282233962,0.359790484,0.369998478,0.358053294,0.348386797,0.426030436,0.285025912,0.111696184,50,50,0.15,-2.0710203665935834,1.3534838940985952,0.0,2.0710203665935834,0.6867419470492976,0.17899923315844724,0.6026395931929194,0.6867419470492976,0.6867419470492976,1.3734838940985952,1.3734838940985952,1.3734838940985952,1.3734838940985952,1.3734838940985952,1.3734838940985952,0.01,2.0710203665935834,1.3534838940985952,0.0
0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.63433119,0.100115848,0.200985988,0.121656408,0.157603515,0.163006717,0.159636321,0.157564424,0.202483492,0.15310064,0.069479382,50,50,0.15,-0.9596495501431196,0.8798469641553246,0.0,0.9596495501431196,0.4499234820776623,0.06312640380762956,0.22329983212891383,0.4499234820776623,0.4499234820776623,0.8998469641553246,0.8998469641553246,0.8998469641553246,0.8998469641553246,0.8998469641553246,0.8998469641553246,0.01,0.9596495501431196,0.8798469641553246,0.0
1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.40059587,0.308899236,0.160222424,0.102232129,0.13245634,0.136989721,0.134208509,0.132400564,0.171293853,0.132242768,0.061647731,50,50,0.15,-1.9293833438093835,0.7865712790695547,0.0,1.9293833438093835,0.40328563953477736,0.14815108215443862,0.6889733110600837,0.40328563953477736,0.40328563953477736,0.8065712790695547,0.8065712790695547,0.8065712790695547,0.8065712790695547,0.8065712790695547,0.8065712790695547,0.01,1.9293833438093835,0.7865712790695547,0.0
1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.28339586,0.280107454,0.574365591,0.291345104,0.370873206,0.381182652,0.368534479,0.358158171,0.436951892,0.290857115,0.113327501,50,50,0.15,-2.033136948931089,1.3708816079900628,0.0,2.033136948931089,0.6954408039950314,0.08818473343884269,0.6247557057486076,0.6954408039950314,0.6954408039950314,1.3908816079900628,1.3908816079900628,1.3908816079900628,1.3908816079900628,1.3908816079900628,1.3908816079900628,0.01,2.033136948931089,1.3708816079900628,0.0
1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.08388548,0.451648674,0.904129465,0.448966966,0.55538518,0.564498759,0.536739704,0.510971425,0.602563076,0.374189437,0.134978272,50,50,0.15,-1.5172522276784353,1.596068112815333,0.0,1.5172522276784353,0.8080340564076665,0.3062726843455075,0.20147274346263064,0.8080340564076665,0.8080340564076665,1.616068112815333,1.616068112815333,1.616068112815333,1.616068112815333,1.616068112815333,1.616068112815333,0.01,1.5172522276784353,1.596068112815333,0.0
1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.5841531,0.310613576,0.880045019,0.097184763,0.125909103,0.130212646,0.127574738,0.125819602,0.163061924,0.126606893,0.059463424,50,50,0.15,-1.9234773076984468,0.7602257506403697,0.0,1.9234773076984468,0.39011287532018485,0.14777043098800585,0.6927970006951281,0.39011287532018485,0.39011287532018485,0.7802257506403697,0.7802257506403697,0.7802257506403697,0.7802257506403697,0.7802257506403697,0.7802257506403697,0.01,1.9234773076984468,0.7602257506403697,0.0
1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.60473769,0.292236293,0.720660565,1.337495289,0.208946007,0.216008292,0.211174357,0.208156294,0.263869762,0.192109606,0.08316517,50,50,0.15,-1.9883437375561848,1.0385816213217096,0.0,1.9883437375561848,0.5292908106608548,0.1554368398888476,0.6518080435032412,0.5292908106608548,0.5292908106608548,1.0585816213217096,1.0585816213217096,1.0585816213217096,1.0585816213217096,1.0585816213217096,1.0585816213217096,0.01,1.9883437375561848,1.0385816213217096,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.22155397,0.270444808,0.556350967,0.75952327,1.311590058,0.142019626,0.139129622,0.137278717,0.177375537,0.136370349,0.063228554,50,50,0.15,-2.070038828802697,0.8055471778195078,0.0,2.070038828802697,0.4127735889097539,0.4508572368876469,0.6032040015026482,0.4127735889097539,0.4127735889097539,0.8255471778195078,0.8255471778195078,0.8255471778195078,0.8255471778195078,0.8255471778195078,0.8255471778195078,0.01,2.070038828802697,0.8055471778195078,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.18856113,0.270145809,0.554261647,0.684451115,1.158796058,2.321582199,0.165049964,0.162906789,0.209047551,0.157395721,0.0710452,50,50,0.15,-2.07119867599868,0.8982783947502334,0.0,2.07119867599868,0.4591391973751167,0.40698525956541637,0.6025371095290736,0.4591391973751167,0.4591391973751167,0.9182783947502334,0.9182783947502334,0.9182783947502334,0.9182783947502334,0.9182783947502334,0.9182783947502334,0.01,2.07119867599868,0.8982783947502334,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.16624685,0.269943628,0.552851235,0.608962688,1.006778483,1.870557467,3.525764118,0.19111184,0.243378801,0.179366068,0.07882225,50,50,0.15,-2.0719835826503745,0.9887803752558939,0.0,2.0719835826503745,0.504390187627947,0.3634210721596328,0.6020861614313975,0.504390187627947,0.504390187627947,1.008780375255894,1.008780375255894,1.008780375255894,1.008780375255894,1.008780375255894,1.008780375255894,0.01,2.0719835826503745,0.9887803752558939,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,44.15305457,0.269824113,0.552018408,0.484404885,0.758641547,1.223577404,2.022363552,3.528034344,0.30600625,0.21752867,0.091490106,50,50,0.15,-2.0724477965048544,1.1326188777076656,0.0,2.0724477965048544,0.5763094388538328,0.29249916783899077,0.6018195949060156,0.5763094388538328,0.5763094388538328,1.1526188777076656,1.1526188777076656,1.1526188777076656,1.1526188777076656,1.1526188777076656,1.1526188777076656,0.01,2.0724477965048544,1.1326188777076656,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,44.19095822,0.27016753,0.554413287,0.690865246,1.171783179,2.362279168,4.805460661,10.06718576,23.250096,0.155567661,0.070380646,50,50,0.15,-2.071114380336588,0.8904645661081152,0.0,2.071114380336588,0.4552322830540576,0.41071098320329047,0.6025855570396201,0.4552322830540576,0.4552322830540576,0.9104645661081152,0.9104645661081152,0.9104645661081152,0.9104645661081152,0.9104645661081152,0.9104645661081152,0.01,2.071114380336588,0.8904645661081152,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,49.14194987,0.315835564,0.929317912,0.088105093,0.121966743,0.150078318,0.20648831,0.348833215,0.774945857,1.476963359,0.052172616,50,50,0.15,-1.9056634805772514,0.6712139014457873,0.0,1.9056634805772514,0.34560695072289366,0.15116813257599143,0.7044441986391832,0.34560695072289366,0.34560695072289366,0.6912139014457873,0.6912139014457873,0.6912139014457873,0.6912139014457873,0.6912139014457873,0.6912139014457873,0.01,1.9056634805772514,0.6712139014457873,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,44.38476378,0.271925006,0.566756268,0.271334879,0.347239425,0.359109772,0.350922201,0.346971549,0.433400297,0.306704843,0.149732869,50,50,0.15,-2.06431312762493,1.3286837176063802,0.0,2.06431312762493,0.6743418588031901,0.17696035471073268,0.6065054570555037,0.6743418588031901,0.6743418588031901,1.3486837176063802,1.3486837176063802,1.3486837176063802,1.3486837176063802,1.3486837176063802,1.3486837176063802,0.01,2.06431312762493,1.3286837176063802,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,9.401985265,0.079274748,0.156095002,0.100222632,0.129850234,0.134292247,0.131568505,0.129782238,0.168022437,0.130009857,0.060785922,50,50,0.15,-0.8009899942740738,0.77619423205749,0.0,0.8009899942740738,0.39809711602874503,0.0492617941318868,0.17681554205672098,0.39809711602874503,0.39809711602874503,0.7961942320574901,0.7961942320574901,0.7961942320574901,0.7961942320574901,0.7961942320574901,0.7961942320574901,0.01,0.8009899942740738,0.77619423205749,0.0
