e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_EX_GLCo,v_EX_ETOH,v_EX_GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.19363181,0.270191757,0.554582448,0.282233962,0.359790484,0.369998478,0.358053294,0.348386797,0.426030436,0.285025912,0.111696184,50,50,0.15,-2.1405131513619953,1.2743863858390998,0.16533221786148022,2.1405131513619953,0.72985930185029,0.19979517397915736,0.6054293377662741,0.72985930185029,0.72985930185029,1.2943863858390998,1.2943863858390998,1.2943863858390998,1.2943863858390998,1.2943863858390998,1.2943863858390998,0.01,2.1405131513619953,1.2743863858390998,0.16533221786148022
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35.19220946,0.328947316,0.670575491,0.33617742,0.424739442,0.435264003,0.418853677,0.404646596,0.488327089,0.317685693,0.12062498,50,50,0.15,-2.5020147521282046,1.3634142778618616,0.19791911190194678,2.5020147521282046,0.7906666948819042,0.23717758366768205,0.7370852367893093,0.7906666948819042,0.7906666948819042,1.3834142778618617,1.3834142778618617,1.3834142778618617,1.3834142778618617,1.3834142778618617,1.3834142778618617,0.01,2.5020147521282046,1.3634142778618616,0.19791911190194678
1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.143444,0.251761724,0.893314539,0.443617327,0.549342668,0.558581173,0.531411521,0.506239468,0.597566854,0.371799899,0.134396899,50,50,0.15,-2.2166718266723717,1.497428083175937,0.26113358894451966,2.2166718266723717,0.8892808360602283,0.19912612231846027,0.5641324341468417,0.8892808360602283,0.8892808360602283,1.517428083175937,1.517428083175937,1.517428083175937,1.517428083175937,1.517428083175937,1.517428083175937,0.01,2.2166718266723717,1.497428083175937,0.26113358894451966
1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,38.05300438,0.215937986,0.444750043,0.232209711,0.298140108,0.307440159,0.298951566,0.29270269,0.362910398,0.25035773,0.101637307,50,50,0.15,-2.3791567961060394,1.171962050977936,0.13473993114581972,2.3791567961060394,0.6633509910618779,0.7480842620875251,0.4838607714783183,0.6633509910618779,0.6633509910618779,1.191962050977936,1.191962050977936,1.191962050977936,1.191962050977936,1.191962050977936,1.191962050977936,0.01,2.3791567961060394,1.171962050977936,0.13473993114581972
1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,21.1705901,0.08568637,0.169909749,0.106913484,0.138524597,0.143270007,0.140352613,0.138490488,0.178883612,0.137389201,0.063616348,50,50,0.15,-3.2460218035528476,0.7623808099946163,0.058272067013742435,3.2460218035528476,0.4203264385041794,0.13768370206098335,1.3440058314938426,0.4203264385041794,0.4203264385041794,0.7823808099946163,0.7823808099946163,0.7823808099946163,0.7823808099946163,0.7823808099946163,0.7823808099946163,0.01,3.2460218035528476,0.7623808099946163,0.058272067013742435
1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,39.98828177,0.232722475,0.322745485,0.6999189,0.823134647,0.821331906,0.762225207,0.705627818,0.802127393,0.464542097,0.155518829,50,50,0.15,-2.300450626352386,1.6956954982750907,0.40185880491289794,2.300450626352386,1.0587771515939943,0.1987325988815627,0.5214704379384146,1.0587771515939943,1.0587771515939943,1.7156954982750907,1.7156954982750907,1.7156954982750907,1.7156954982750907,1.7156954982750907,1.7156954982750907,0.01,2.300450626352386,1.6956954982750907,0.40185880491289794
1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,43.81532,0.266768549,0.530950847,0.122839726,0.389999687,0.400438588,0.386519623,0.374853877,0.455511824,0.300661315,0.116033208,50,50,0.15,-2.154317250954479,1.3178470606014638,0.18045021668810457,2.154317250954479,0.7591486386447842,0.1996509745175611,0.5977588188960669,0.7591486386447842,0.7591486386447842,1.3378470606014639,1.3378470606014639,1.3378470606014639,1.3378470606014639,1.3378470606014639,1.3378470606014639,0.01,2.154317250954479,1.3178470606014638,0.18045021668810457
1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,44.2459181,0.270665657,0.557896896,0.175233343,0.148936247,0.448385557,0.430972624,0.415740576,0.500450815,0.323879641,0.122263255,50,50,0.15,-2.138613963690715,1.3795627739860308,0.05206860664409785,2.138613963690715,0.7258156903150643,0.1998158249646289,0.606491224205511,0.7258156903150643,0.7258156903150643,1.3995627739860308,1.3995627739860308,1.3995627739860308,1.3995627739860308,1.3995627739860308,1.3995627739860308,0.01,2.138613963690715,1.3795627739860308,0.05206860664409785
1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,44.2228352,0.270456421,0.556432199,0.217277352,0.231854199,0.135730655,0.400914595,0.388152531,0.470206836,0.30833282,0.118118757,50,50,0.15,-2.1394521419961237,1.3385996555224071,0.09660173657663429,2.1394521419961237,0.7276006960495207,0.19980668660512269,0.6060223796707402,0.7276006960495207,0.7276006960495207,1.3585996555224071,1.3585996555224071,1.3585996555224071,1.3585996555224071,1.3585996555224071,1.3585996555224071,0.01,2.1394521419961237,1.3385996555224071,0.09660173657663429
1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,44.20947748,0.270335356,0.555585658,0.24485773,0.286192155,0.233161051,0.12560199,0.3708594,0.451082726,0.298333491,0.115394935,50,50,0.15,-2.139937369359367,1.3114769381003366,0.12579055640946013,2.139937369359367,0.7286337472548984,0.1998014139873442,0.6057511040585623,0.7286337472548984,0.7286337472548984,1.3314769381003366,1.3314769381003366,1.3314769381003366,1.3314769381003366,1.3314769381003366,1.3314769381003366,0.01,2.139937369359367,1.3114769381003366,0.12579055640946013
