e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.240981824,0.693960413,0.146704067,0.655901142,0.710718556,40.92814553,0.369112823,0.698693477,0.424314824,0.575383123,0.615137418,2.261813467,1.044855255,0.108441821,0.554258196,1.044855255,1.044855255,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,0.249396914,2.261813467,1.20229885,0.388617831
7.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.299534927,0.84063689,0.156593809,0.776313348,0.81392245,32.02140639,0.463751105,0.837779549,0.469605255,0.717307025,0.717459868,2.646248789,1.133597409,0.134790717,0.688930331,1.133597409,1.133597409,1.796438159,1.796438159,1.796438159,1.796438159,1.796438159,1.796438159,0.266209475,2.646248789,1.264019209,0.470756659
1,7.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.213450042,1.187149306,0.173846182,1.042023682,1.024801984,37.76306164,0.724812261,1.156119789,0.555867018,1.088107189,0.934585831,2.389538907,1.311616196,0.096052519,0.490935096,1.311616196,1.311616196,1.95842878,1.95842878,1.95842878,1.95842878,1.95842878,1.95842878,0.295538509,2.389538907,1.367351762,0.664803612
1,1,7.5,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.193060661,0.562192698,0.135625184,0.542728621,0.608161399,35.35385498,0.291070616,0.571158737,0.376858709,0.455009812,0.516282246,2.493073708,0.953414935,0.651579731,0.444039521,0.953414935,0.953414935,1.592001959,1.592001959,1.592001959,1.592001959,1.592001959,1.592001959,0.230562813,2.493073708,1.130876332,0.314827911
1,1,1,7.5,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.078244571,0.21175302,0.083838078,0.213973595,0.267133495,20.03283662,0.108028683,0.2188997,0.194115361,0.16377882,0.210885482,3.316998488,0.58235072,0.035210057,1.349718855,0.58235072,0.58235072,1.046119749,1.046119749,1.046119749,1.046119749,1.046119749,1.046119749,0.142524732,3.316998488,0.761070285,0.118581691
1,1,1,1,7.5,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.221900863,1.016873854,0.166197599,0.914395847,0.926071093,38.74459296,0.265568216,1.001335274,0.516430844,0.899465841,0.831649494,2.348960561,1.228361204,0.099855388,0.510371984,1.228361204,1.228361204,1.88727305,1.88727305,1.88727305,1.88727305,1.88727305,1.88727305,0.282535918,2.348960561,1.322201214,0.569449358
1,1,1,1,1,7.5,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.223476091,0.986956835,0.164705357,0.891413307,0.907814896,38.92652823,0.27364981,0.973823925,0.508962898,0.309915285,0.81285766,2.341536873,1.212982614,0.100564241,0.513995009,1.212982614,1.212982614,1.8732694,1.8732694,1.8732694,1.8732694,1.8732694,1.8732694,0.279999107,2.341536873,1.313271186,0.552695828
1,1,1,1,1,1,7.5,1,1,1,1,1,1,1,1,1,50,50,0.15,0.232465033,0.421855434,0.180096502,1.159787944,1.112327301,39.95885939,0.321339184,1.301826288,0.589591006,0.438452695,1.027608884,2.299979065,1.12603065,0.104609265,0.534669575,1.12603065,1.12603065,2.015822256,2.015822256,2.015822256,2.015822256,2.015822256,2.015822256,0.306164054,2.299979065,1.403494149,0.236239043
1,1,1,1,1,1,1,7.5,1,1,1,1,1,1,1,1,50,50,0.15,0.234842986,0.492522852,0.170851147,0.990010908,0.985085791,40.23033287,0.334417167,0.326771434,0.540189998,0.475127725,0.892916728,2.289207597,1.103250517,0.105679344,0.540138868,1.103250517,1.103250517,1.930688236,1.930688236,1.930688236,1.930688236,1.930688236,1.930688236,0.29044695,2.289207597,1.349794337,0.275812797
1,1,1,1,1,1,1,1,7.5,1,1,1,1,1,1,1,50,50,0.15,0.236980037,0.559438455,0.162492015,0.260061244,0.881313319,40.47374314,0.346340882,0.442622152,0.498018306,0.509098314,0.785717154,2.279604277,1.082855089,0.106641017,0.545054085,1.082855089,1.082855089,1.852424644,1.852424644,1.852424644,1.852424644,1.852424644,1.852424644,0.276236426,2.279604277,1.299951791,0.313285535
1,1,1,1,1,1,1,1,1,7.5,1,1,1,1,1,1,50,50,0.15,0.238667391,0.614654281,0.155856904,0.410812322,0.805821122,40.66556284,0.355871419,0.543899374,0.466130664,0.536615307,0.253866585,2.2720725,1.066802175,0.107400326,0.548935,1.066802175,1.066802175,1.789397953,1.789397953,1.789397953,1.789397953,1.789397953,1.789397953,0.264956737,2.2720725,1.259484479,0.344206398
1,1,1,1,1,1,1,1,1,1,7.5,1,1,1,1,1,50,50,0.15,0.238885406,0.621946178,0.154997312,0.431902533,0.174189047,40.69032331,0.357110351,0.55766738,0.462098324,0.540216167,0.283903317,2.271102593,1.064731294,0.107498433,0.549436433,1.064731294,1.064731294,1.781172728,1.781172728,1.781172728,1.781172728,1.781172728,1.781172728,0.26349543,2.271102593,1.254181868,0.34828986
1,1,1,1,1,1,1,1,1,1,1,7.5,1,1,1,1,50,50,0.15,0.239771918,0.651976473,0.151496446,0.521784828,0.381317324,40.79095147,0.362166116,0.615352086,0.073832511,0.554966985,0.4141949,2.267166239,1.056318051,0.107897363,0.551475412,1.056318051,1.056318051,1.747529278,1.747529278,1.747529278,1.747529278,1.747529278,1.747529278,0.257543959,2.267166239,1.23244136,0.365106825
1,1,1,1,1,1,1,1,1,1,1,1,7.5,1,1,1,50,50,0.15,0.240694127,0.683871449,0.048698164,0.622747335,0.62707903,40.89553774,0.367456102,0.678375734,0.333587363,0.5704985,0.564763485,2.263084239,1.047578896,0.108312357,0.553596493,1.047578896,1.047578896,1.712189781,1.712189781,1.712189781,1.712189781,1.712189781,1.712189781,0.620901587,2.263084239,0.470386607,0.382968011
1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1,1,50,50,0.15,0.459371579,1.175954696,0.173382357,1.033789344,1.018559741,132.0915686,0.715476534,1.146033151,0.553419082,1.07531174,0.928013812,3.626165279,1.306338803,0.206717211,1.056554633,1.306338803,1.306338803,1.954142976,1.954142976,1.954142976,1.954142976,1.954142976,1.954142976,0.294750008,3.626165279,1.364642961,0.65853463
1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1,50,50,0.15,0.240610888,0.680964798,0.02154592,0.613305634,0.60352244,40.8861016,0.366977334,0.672556434,0.308239423,0.569088734,0.550500477,2.263452147,1.048367164,0.1082749,0.553405042,1.048367164,1.048367164,1.715394041,1.715394041,1.715394041,1.715394041,1.715394041,1.715394041,0.036628064,2.263452147,1.642137912,0.381340287
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,50,50,0.15,0.227093299,0.275932452,0.097536026,0.27733685,0.339136446,39.34313166,0.292514479,0.284769632,0.236837395,0.359783031,0.272086809,2.324651033,1.177829873,0.102191985,0.522314588,1.177829873,1.177829873,1.196743449,1.196743449,1.196743449,1.196743449,1.196743449,1.196743449,0.165811245,2.324651033,0.865120959,1.158916297
