e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.240981824,0.693960413,0.146704067,0.655901142,0.710718556,40.92814553,0.369112823,0.698693477,0.424314824,0.575383123,0.615137418,2.261813467,1.044855255,0.108441821,0.554258196,1.044855255,1.044855255,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,0.249396914,2.261813467,1.20229885,0.388617831
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.295042251,0.829905389,0.15593768,0.767683773,0.806705792,32.62865032,0.456530056,0.827699288,0.466510728,0.706630725,0.710216451,2.617421957,1.12745859,0.132769013,0.678597177,1.12745859,1.12745859,1.790170162,1.790170162,1.790170162,1.790170162,1.790170162,1.790170162,0.265094056,2.617421957,1.259982051,0.464747018
1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.21605889,1.13284341,0.171548539,1.001880006,0.994209612,38.06707336,0.680115659,1.10707448,0.543813045,1.026558047,0.902458524,2.376874347,1.28577695,0.097226501,0.496935448,1.28577695,1.28577695,1.937161591,1.937161591,1.937161591,1.937161591,1.937161591,1.937161591,0.291632516,2.376874347,1.353896559,0.634392309
1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.208531325,0.605926874,0.139589951,0.580860728,0.643385491,37.18735886,0.31628972,0.613775185,0.393459243,0.49423794,0.54990371,2.413762214,0.985322641,0.46919548,0.479622047,0.985322641,0.985322641,1.631326232,1.631326232,1.631326232,1.631326232,1.631326232,1.631326232,0.237302917,2.413762214,1.156720397,0.339319049
1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.102468453,0.287039334,0.099622888,0.288168187,0.351097934,23.63110283,0.145282165,0.296116554,0.243673597,0.223314627,0.282434479,3.092892963,0.690007737,0.046110804,1.178387211,0.690007737,0.690007737,1.219273447,1.219273447,1.219273447,1.219273447,1.219273447,1.219273447,0.16935891,3.092892963,0.880555627,0.160742027
1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.223717197,0.982428887,0.164475086,0.887919363,0.905025864,38.95434784,0.274893884,0.9696514,0.507816925,0.862836472,0.809993621,2.340404384,1.210632537,0.100672739,0.514549554,1.210632537,1.210632537,1.871104896,1.871104896,1.871104896,1.871104896,1.871104896,1.871104896,0.279607647,2.340404384,1.311889603,0.550160177
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.225114595,0.956454461,0.163130713,0.867795977,0.888891001,39.11544052,0.282141644,0.945671069,0.501160478,0.332204092,0.793460629,2.333860394,1.197031689,0.101301568,0.517763569,1.197031689,1.197031689,1.85844888,1.85844888,1.85844888,1.85844888,1.85844888,1.85844888,0.277322212,2.333860394,1.303804456,0.535614498
1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,50,50,0.15,0.23327964,0.445625712,0.176935847,1.098618515,1.067262612,40.0519318,0.325796954,1.225808034,0.572364533,0.450885048,0.979511827,2.296278881,1.118216699,0.104975838,0.536543172,1.118216699,1.118216699,1.986883,1.986883,1.986883,1.986883,1.986883,1.986883,0.300790939,2.296278881,1.385301121,0.249550399
1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,50,50,0.15,0.235399464,0.509630267,0.168679149,0.953956302,0.957142107,40.29376651,0.337506375,0.355684638,0.529011104,0.483880154,0.863808307,2.286699974,1.097932682,0.105929759,0.541418767,1.097932682,1.097932682,1.910472415,1.910472415,1.910472415,1.910472415,1.910472415,1.910472415,0.286754553,2.286699974,1.33696331,0.285392949
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,50,50,0.15,0.237312603,0.570151946,0.161186756,0.288103013,0.866000881,40.51157522,0.348211143,0.461865575,0.491637081,0.514472692,0.77011138,2.278116291,1.079687645,0.106790671,0.545818988,1.079687645,1.079687645,1.840090199,1.840090199,1.840090199,1.840090199,1.840090199,1.840090199,0.274017485,2.278116292,1.29205523,0.31928509
