e_vKIL,e_vLIM,e_vMIK,e_vNOV,e_vOSC,e_vPAP,e_vQUE,e_vROM,e_vSIE,e_vTAN,e_vUNI,e_vVIC,e_vWHI,e_vXRA,e_vYAN,e_vZUL,Ao__,L__,M__,B__,E__,K__,G__,I__,Ai__,C__,F__,J__,D__,H__,v_vKIL,v_vLIM,v_vMIK,v_vNOV,v_vOSC,v_vPAP,v_vQUE,v_vROM,v_vSIE,v_vTAN,v_vUNI,v_vVIC,v_vWHI,v_vXRA,v_vYAN,v_vZUL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27019175746820273,0.35979048436808486,0.1116961835838191,0.3580532939435152,0.42603043646095695,44.19363180724073,0.5545824479862137,0.3699984777088564,0.285025911502213,0.28223396203157564,0.3483867971738795,2.1389852177482878,0.7745168425338652,0.12158629086069123,0.6214410421768662,0.7745168425338648,0.7745168425338651,1.3475510138216025,1.3475510138216023,1.3475510138216027,1.3475510138216023,1.3475510138216023,1.3475510138216023,0.18988351209249246,2.138985217748288,0.9677839896366174,0.20148267124612754
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.04591006040526957,0.0819502339650454,0.04294419807426297,0.08296455576412694,0.10678146090710514,126.73424249589398,0.0848102271686321,0.08470301734920309,0.08642263863964723,0.06335145415869324,0.08148675310890864,0.5373988877390005,0.30555308268832115,0.020659527182371306,0.10559313893212001,0.3055530826883106,0.30555308268832226,0.5652140343562189,0.5652140343562189,0.5652140343562191,0.5652140343562175,0.565214034356218,0.5652140343562223,0.07300513672624705,0.53739888756285,0.41920376090373546,0.04589213102042543
1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.3279642986631124,0.07003873888769697,0.03782282009339526,0.07087419476370892,0.09129363690702218,50.43002784306518,0.0688536581831959,0.07237563123975461,0.07480108069264936,0.05418601143429797,0.06948001595485609,1.9264927193555217,0.27027301110680496,0.1475839343984006,0.7543178869251584,0.270273011106805,0.270273011106805,0.5013243284364997,0.5013243284364995,0.5013243284364995,0.5013243284364995,0.5013243284364997,0.5013243284364997,0.06429879415877193,1.9264927193555228,0.37272674011895585,0.03922169377711031
1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.28140998868247324,0.3723251816678765,0.11353767869662779,0.3699043932584824,0.4383735592201169,45.425898084665306,0.5769578787766133,0.3826464881276745,0.2916127520364417,0.2925415645241458,0.3594330358644302,2.0948079351060915,0.7876585376760034,0.012663449490711298,0.6472429739696884,0.7876585376760038,0.7876585376760035,1.3668149736179962,1.366814973617996,1.3668149736179962,1.3668149736179964,1.3668149736179962,1.3668149736179962,0.19301405378426723,2.0948079351060915,0.9807868660494619,0.20850210173401085
1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.5030470151311864,0.6082756763709706,0.13979405456470018,0.5828921646681018,0.6452421357175558,68.14421215188666,0.9989046688633437,0.6160557291255144,0.3943251770864797,0.4963648284706728,0.551685651389829,1.444760946139601,0.9869881623702225,0.2263711568090339,0.11570081348017287,0.9869881623702219,0.9869881623702219,1.6333419459727003,1.6333419459727,1.6333419459727005,1.6333419459727003,1.6333419459727005,1.6333419459726999,0.2376498927599903,1.4447609461396012,1.15804216045272,0.34063437876774355
1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.3261531859288922,0.07510150052774474,0.04003749473547882,0.07601233959115883,0.0978854075363721,50.23833304320371,1.0324396319650115,0.07761468367896965,0.07977980653407812,0.05808215239284302,0.07458056030794982,1.9326324067754654,0.2855588178345599,0.1467689336680015,0.750152327636452,0.28555881783456,0.2855588178345601,0.5290607953735831,0.5290607953735831,0.529060795373583,0.529060795373583,0.529060795373583,0.5290607953735831,0.06806374105031399,1.9326324067754654,0.3929333132729551,0.04205684029553706
1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.31628220881669067,0.1056986022438528,0.05229477822191517,0.10707416340708212,0.13738748990280295,49.18956729792426,0.9336204798288373,0.10928867264570495,0.10864895975398536,2.6043087374474734,0.10545464205667858,1.966640721057485,0.3694155665331981,0.1423269939675108,0.7274490802783885,0.369415566533198,0.3694155665331979,0.6796399158098382,0.6796399158098382,0.6796399158098381,0.6796399158098381,0.6796399158098384,0.6796399158098383,0.08890112297725578,1.9666407210574848,0.5018376698553267,0.05919121725655757
1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27224775316185335,1.8589013502188645,0.03540534495164534,0.06541584878230737,0.08427706519228355,44.42032374949747,0.5690388708889089,0.06680953045207186,0.06944686843233207,1.019978906542861,0.0640660258589625,2.130772116405935,0.7559209629385757,0.122511488922834,0.6261698322722626,0.7559209629385759,0.755920962938576,0.4708571697545876,0.47085716975458763,0.4708571697545877,0.4708571697545873,0.47085716975458775,0.4708571697545876,0.06018908641779707,2.1307721164059354,0.3504789969189933,1.0409847561225642
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27190273766046325,1.7751673958752803,0.03963096493324243,0.07505906808280208,0.0966634852177478,44.382309875433116,0.5665989572780689,4.731908005953491,0.0788605828015631,0.9811032695905719,0.07363400204249325,2.132146629097649,0.7590378039125573,0.12235623194720846,0.6253762966190655,0.7590378039125569,0.7590378039125502,0.5239818661349903,0.5239818661349641,0.523981866134966,0.523981866134966,0.5239818661349661,0.5239818661349659,0.06737264038651214,2.1321466290980036,0.38923658536194145,0.9940937416901571
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27162360336251196,1.702781350593341,0.04329543111002967,11.303214406414552,0.10787560528563567,44.35154680744051,0.5646290939533651,4.3889319171062615,0.08723374354465235,0.9471948320066972,0.08233799101574688,2.1332597723588704,0.7615605753781852,0.12223062151313038,0.6247342877337775,0.761560575378185,0.7615605753781854,0.569563594424099,0.5695635944240993,0.5695635944240991,0.569563594424099,0.5695635944240992,0.569563594424099,0.07360223288705044,2.133259772358871,0.42235912864999814,0.953557556332271
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27098127827283547,1.5134008502170795,0.05292359180849317,8.461168494487568,0.13955994092047255,44.28072966420493,0.5601102095178219,3.5755778708853394,0.11019170113484497,0.8572267779955373,20.394970817847295,2.1358249947403145,0.7673695394624949,0.12194157522277596,0.6232569400275215,0.7673695394624946,0.767369539462495,0.6872346028034253,0.6872346028034256,0.6872346028034253,0.6872346028034251,0.6872346028034252,0.6872346028034252,0.08997010607443838,2.135824994740314,0.5072943906545484,0.8475044761215645
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27233545028214234,1.8793337947134645,0.03437660157995514,14.693753208224253,123.28432214775164,44.429984495511455,0.5696599604733721,5.260670297516797,0.06719361466318542,1.0294071380621865,41.47771136437134,2.130422976792939,0.7551289528681204,0.12255095262696405,0.6263715356489273,0.7551289528681199,0.7551289528681192,0.457830980696682,0.45783098069666445,0.4578309806966785,0.45783098069664663,0.45783098069670247,0.4578309806967021,0.058440222685923734,2.1304229767929392,0.34095053532485453,1.0524269250395402
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.3339340505996202,0.0679097681524513,0.0300135293226846,0.18189237796637753,1.2291591304547431,51.06033011115465,1.1156783957237528,0.09868088861329016,3.1946875608719267,0.04636958058590494,0.4295691624900399,1.906468506390211,0.22010155086204494,0.1502703227698291,0.7680483163791264,0.22010155086201302,0.22010155086205238,0.4021736315587317,0.4021736315587294,0.4021736315587189,0.4021736315586989,0.4021736315586932,0.4021736315587468,0.051022999848563816,1.9064685063901043,0.3001276318616044,0.03802947016537273
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,50.0,50.0,0.15,0.2722370502060404,0.34501485506103585,0.1568352795155641,0.34964650208466447,0.43474702504034707,44.419144659827154,0.5689630954205342,0.3571716822591437,0.3107009010797832,0.26941154036268483,0.34671951678449076,2.1308147336037435,0.7560176300632385,0.12250667259271818,0.6261452154738928,0.7560176300632383,0.7560176300632385,1.3188269412922964,1.318826941292297,1.3188269412922973,1.3188269412922968,1.3188269412922966,1.3188269412922968,0.0266619975176459,2.1308147336037426,1.2655029462570049,0.1932083188341801
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,50.0,50.0,0.15,0.03840183565510039,0.07027966507675587,0.03792952008919175,0.07111868146527014,0.09160759379423873,4.236630450989558,0.06916750233222921,0.0726249291741353,0.07503932619608357,0.05437144419493285,0.06972262971987984,0.4649398004898798,0.2710105304316228,0.017280826044795177,0.0883242220067309,0.27101053043162276,0.27101053043162265,0.5026644484202623,0.5026644484202623,0.5026644484202623,0.5026644484202623,0.5026644484202623,0.5026644484202624,0.06448018415162597,0.4649398004898797,0.37370408011701045,0.03935661244298329
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,50.0,50.0,0.15,0.27803443898071256,0.3055770174532322,0.3046847476309041,0.32643528726572435,0.4610539869446395,45.05629357147041,0.6108214179832239,0.3223977223635667,0.39068131295547875,0.23572871856777303,0.34226196820768306,2.1079387953283604,0.703864878475762,0.12511549754132065,0.6394792096556389,0.703864878475762,0.7038648784757622,1.2366066271777139,1.2366066271777143,1.236606627177714,1.236606627177714,1.236606627177714,1.2366066271777143,0.5179640709725369,2.1079387953283604,0.20067848523264017,0.17112312977381003
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,50.0,50.0,0.15,0.2742978032785148,0.4328067600170383,0.12163684770972939,0.42630142303877455,0.4957888216013794,44.64597446367235,0.5836543196622758,0.44332344948870106,0.3215037968315975,0.30694837125570573,0.4114690626695941,2.1226356062763667,0.7374316997732919,0.12343401147533165,0.6308849475405839,0.7374316997733047,0.7374316997729145,1.4506262209846685,1.4506262209846714,1.4506262209848937,1.4506262209852283,1.4506262209858678,1.4506262209863086,0.20678264110653996,2.1226356063475524,1.0370609387727192,0.024237178560954146
