e_vKIL,e_vLIM,e_vMIK,e_vNOV,e_vOSC,e_vPAP,e_vQUE,e_vROM,e_vSIE,e_vTAN,e_vUNI,e_vVIC,e_vWHI,e_vXRA,e_vYAN,e_vZUL,Ao__,L__,M__,B__,E__,K__,G__,I__,Ai__,C__,F__,J__,D__,H__,v_vKIL,v_vLIM,v_vMIK,v_vNOV,v_vOSC,v_vPAP,v_vQUE,v_vROM,v_vSIE,v_vTAN,v_vUNI,v_vVIC,v_vWHI,v_vXRA,v_vYAN,v_vZUL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27019175746820273,0.35979048436808486,0.1116961835838191,0.3580532939435152,0.42603043646095695,44.19363180724073,0.5545824479862137,0.3699984777088564,0.285025911502213,0.28223396203157564,0.3483867971738795,2.1389852177482878,0.7745168425338652,0.12158629086069123,0.6214410421768662,0.7745168425338648,0.7745168425338651,1.3475510138216025,1.3475510138216023,1.3475510138216027,1.3475510138216023,1.3475510138216023,1.3475510138216023,0.18988351209249246,2.138985217748288,0.9677839896366174,0.20148267124612754
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.3158062141064499,0.4103588640088317,0.11877184057480908,0.40552076245417085,0.4748796781550398,37.033370843293234,0.6448850077585324,0.42087146674695664,0.3107558625011055,0.3241176066804646,0.3923959567968683,2.4202954354744977,0.8254740542369223,0.14211279634790244,0.7263542924448346,0.8254740542369224,0.8254740542369221,1.4211471446288995,1.421147144628899,1.4211471446288992,1.4211471446288992,1.421147144628899,1.421147144628899,0.20191212897717542,2.4202954354744945,1.0173228866745483,0.22980096384494578
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.25673523767250706,0.491388030367784,0.12844865719098025,0.47970818864876247,0.5482949867176071,42.70001984638328,0.7896707244382446,0.5015331667017585,0.3478496989056807,0.39297358218643735,0.4599679265573019,2.194097968399062,0.8975850181529017,0.11553085695262817,0.5904910466467662,0.8975850181529011,0.897585018152901,1.5199927392998436,1.5199927392998434,1.519992739299843,1.5199927392998434,1.5199927392998434,1.5199927392998434,0.21836271722466644,2.1940979683990616,1.0832673048505101,0.27517729700595905
1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.24873151299313873,0.3356188476453344,0.10796247302536148,0.3350414348067077,0.4017707471031432,41.80308352017093,0.5114641637189562,0.3455392712706935,0.2719019572735878,0.26249036843788404,0.32682446014437977,2.2280511504129326,0.748098648103757,0.3357875425407373,0.572082479884219,0.7480986481037568,0.7480986481037569,1.3082507415261266,1.3082507415261264,1.3082507415261266,1.3082507415261266,1.3082507415261266,1.3082507415261264,0.1835362041431145,2.228051150412932,0.9411783332398975,0.18794655468138727
1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.15046125623935497,0.22076383648647258,0.08595187955318849,0.22294475404957984,0.27754505702080584,30.09193045678961,0.30844286949705724,0.22817613206599793,0.2004713152514088,0.17083840453963572,0.2196181269168339,2.740727131788975,0.596654230378166,0.06770756530770974,1.0381826680515491,0.5966542303781662,0.5966542303781661,1.0696807123239076,1.0696807123239078,1.0696807123239076,1.0696807123239078,1.0696807123239076,1.0696807123239078,0.14611819524042044,2.740727131788975,0.7774443218430668,0.12362774843242465
1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.24581327506123477,0.6258461538612843,0.14129423916879272,0.5980363626051617,0.6590219391120985,41.47438009873434,0.39739906490426835,0.63308934027106,0.40072446486295366,0.5123408879306832,0.5649412082434735,2.2406599060566132,0.9993028669973777,0.11061597377755565,0.5653705326408399,0.9993028669973778,0.9993028669973775,1.6481318878324362,1.6481318878324365,1.648131887832436,1.648131887832436,1.648131887832436,1.6481318878324362,0.2402002065869476,2.2406599060566137,1.167731474658541,0.35047384616231925
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2674838226678428,0.3835129811088295,0.11513057702047197,0.3804346306260988,0.44925754975587995,43.89445858735236,0.5358439806108981,0.3939144865916774,0.29737208642581825,0.15607581629260947,0.36921518969867956,2.1498847164703467,0.7990914119977407,0.12036772020052927,0.6152127921360384,0.7990914119977405,0.7990914119977408,1.383415554574537,1.3834155545745366,1.3834155545745366,1.3834155545745366,1.3834155545745366,1.3834155545745364,0.19572198093480234,2.149884716470347,0.991971592704932,0.21476726942094454
1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2705475808541715,0.19427938801183273,0.11999868730133052,0.4143036678547042,0.4837510093693181,44.23289244796661,0.5570700843286108,0.43034727828639924,0.3153346307357479,0.19821721634865302,0.40047129728427755,2.137559981385219,0.7712946980716529,0.12174641138437718,0.6222594359645944,0.7712946980716531,0.7712946980716527,1.4337929388566795,1.4337929388566795,1.4337929388566792,1.4337929388566797,1.4337929388566795,1.4337929388566795,0.2039977684122619,2.137559981385219,1.0257974020321556,0.10879645728662633
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2703956814720999,0.2584010653117944,0.11678878963512689,0.39168019351614286,0.4607960729066846,44.21613369448,0.5560073962130697,0.18295828218882929,0.30342905457911107,0.23074963388383568,0.37962794661811566,2.1381682116631673,0.7726700202290645,0.12167805666244497,0.6219100673858298,0.7726700202290643,0.7726700202290641,1.4006354438835233,1.4006354438835231,1.4006354438835233,1.4006354438835238,1.4006354438835231,1.4006354438835231,0.1985409423797157,2.13816821166317,1.003553559124092,0.14470459657460488
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.27030447240732425,0.3010510258730286,0.11464905143045952,0.17098730366938045,0.44594687161456253,44.20606975461262,0.555369818505215,0.2603278332276161,0.29562499247237406,0.25240230405567565,0.36623554863010743,2.1385335685851268,0.7734959829281401,0.12163701258329591,0.6217002865368457,0.7734959829281397,0.7734959829281398,1.378403391367383,1.3784033913673834,1.3784033913673834,1.3784033913673837,1.3784033913673834,1.3784033913673832,0.19490338743178118,2.138533568585126,0.9885966165038211,0.16858857448889605
