,r,p-value,lower,upper
0.1x,0.10714285714285714,0.7039010016261615,-0.4103653705847032,0.5724516179753919
0.2x,0.0035714285714285704,0.9899214068809781,-0.49301426958254424,0.4984019204427534
0.3x,0.2785714285714285,0.3147094732307908,-0.2519309423991848,0.6803357489819026
0.4x,-0.22499999999999998,0.420104686907635,-0.6483939852709881,0.3046974099753884
0.5x,0.38214285714285706,0.1598236299869673,-0.14011182946539877,0.7380454596367536
1.01x,0.10357142857142855,0.7133796306287292,-0.4133642548208378,0.5700185760008034
1.5x,0.18214285714285713,0.5158816817070392,-0.34469248349367504,0.621720253110696
3x,-0.12142857142857141,0.6664011137233894,-0.582102527797964,0.3982568479337476
5x,0.4428571428571427,0.0982940655468714,-0.06772293636014336,0.769616180281098
7x,0.21428571428571427,0.44314093482351424,-0.3148744296020239,0.6418216017761511
10x,0.23928571428571427,0.3903793119202358,-0.29093725639970225,0.6570600786489977
