,r,p-value,lower,upper
0.1x,0.47142857142857136,0.07607042915033121,-0.03169003977943987,0.7839399858907147
0.2x,0.48214285714285704,0.06874953772064366,-0.0178319129882023,0.7892269859326109
0.3x,0.22499999999999998,0.420104686907635,-0.3046974099753884,0.6483939852709881
0.4x,0.08214285714285713,0.7710285652881772,-0.43112510709086915,0.555246489060636
0.5x,0.049999999999999996,0.859540943467457,-0.4570409172768013,0.5325141582399084
1.01x,0.7749999999999999,0.0006896453939514363,0.4535188663991636,0.9180274148055002
1.5x,0.5392857142857141,0.03802165626355798,0.05947138769223469,0.8166759022400645
3x,0.11785714285714284,0.6757115292213043,-0.4013010539175258,0.5797019075024519
5x,0.7285714285714285,0.0020652097446907914,0.3645034392056688,0.8994403944726155
7x,0.7035714285714285,0.0034243370890839537,0.3191781328410189,0.8891692572675189
10x,0.12142857142857141,0.6664011137233894,-0.3982568479337476,0.582102527797964
