e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.293665895,0.201337001,0.081305291,0.203575848,0.254974076,46.75967399,0.274840281,0.208166755,0.186609609,0.155637886,0.200737638,2.048253049,0.565240282,0.132149653,0.675431557,0.565240282,0.565240282,1.017731843,1.017731843,1.017731843,1.017731843,1.017731843,1.017731843,0.138218994,2.048253049,0.741293855,0.11274872
0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.118197962,0.107573164,0.052988361,0.108976703,0.139784556,92.89319484,0.121742664,0.111229519,0.110350957,0.083064434,0.107345826,0.971028276,0.374128568,0.053189083,0.271855312,0.374128568,0.374128568,0.688016165,0.688016165,0.688016165,0.688016165,0.688016165,0.688016165,0.090080213,0.971028276,0.507855738,0.060240972
1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.32596979,0.075622973,0.040262374,0.076541638,0.098563661,50.21890927,0.076224953,0.078154357,0.080289324,0.058483409,0.075106178,1.933255824,0.287108387,0.146686405,0.749730516,0.287108387,0.287108387,0.531867909,0.531867909,0.531867909,0.531867909,0.531867909,0.531867909,0.068446036,1.933255824,0.394975836,0.042348865
1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.305229544,0.206823212,0.082651608,0.209056031,0.261395148,48.00693679,0.284291316,0.21382117,0.190584497,0.159923243,0.206089612,2.005858558,0.574331998,0.027470659,0.70202795,0.574331998,0.574331998,1.032842998,1.032842998,1.032842998,1.032842998,1.032842998,1.032842998,0.140507733,2.005858558,0.751827532,0.115820999
1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.516794136,0.299926148,0.10195503,0.300682576,0.364797796,69.48232665,0.447923456,0.309260424,0.251419697,0.233643929,0.294347873,1.414149734,0.706141768,0.232557361,0.237725303,0.706141768,0.706141768,1.244324892,1.244324892,1.244324892,1.244324892,1.244324892,1.244324892,0.173323552,1.414149734,0.897677789,0.167958643
1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.314432011,0.112063063,0.054624994,0.113532902,0.1455134,48.99222149,0.72859648,0.115878156,0.114396975,0.08652039,0.111874069,1.973120201,0.385238545,0.141494405,0.723193625,0.385238545,0.385238545,0.707721774,0.707721774,0.707721774,0.707721774,0.707721774,0.707721774,0.09286249,1.973120201,0.521996794,0.062755315
1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.301671258,0.162563945,0.070927844,0.164640199,0.208551658,47.62425087,0.466393211,0.168135373,0.157072341,0.860784791,0.162502626,2.018751452,0.4953116,0.135752066,0.693843893,0.4953116,0.4953116,0.899587392,0.899587392,0.899587392,0.899587392,0.899587392,0.899587392,0.120577335,2.018751452,0.658432721,0.091035809
1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,1,50,50,0.15,0.285581803,0.967634711,0.056590864,0.119132849,0.152531584,45.88132425,0.374656895,0.121593273,0.119312799,0.51648421,0.117437737,2.078766608,0.636578502,0.128511811,0.656838147,0.636578502,0.636578502,0.731281565,0.731281565,0.731281565,0.731281565,0.731281565,0.731281565,0.096204469,2.078766608,0.538872626,0.541875438
1,1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,1,50,50,0.15,0.287650154,0.753009999,0.063642709,0.140435976,0.178986359,46.10657144,0.345934905,1.542472465,0.13745855,0.412040925,0.138573078,2.0708887,0.61825542,0.129442569,0.661595355,0.61825542,0.61825542,0.814825241,0.814825241,0.814825241,0.814825241,0.814825241,0.814825241,0.108192606,2.0708887,0.598440029,0.421685599
1,1,1,1,1,1,1,1,0.2,1,1,1,1,1,1,1,50,50,0.15,0.320249098,0.159409985,0.044296428,0.591757036,0.11101692,49.6118591,0.103564596,0.283594953,0.089555383,0.094883704,0.084784173,1.952861379,0.335603436,0.144112094,0.736572924,0.335603436,0.335603436,0.58193728,0.58193728,0.58193728,0.58193728,0.58193728,0.58193728,0.075303927,1.952861379,0.431329427,0.089269592
