e_v2,e_v3,e_v13,e_v4,e_v5,e_v6,e_v7,e_v8,e_v9,e_v10,e_v11,e_v12,e_v14,e_v15,e_v16,e_v17,e_v18,e_v19,e_v21,e_v1,e_v20,e_v22,A,J,P,Q,D,B,O,F,H,M,E,R,I,C,N,G,L,v_v2,v_v3,v_v13,v_v4,v_v5,v_v6,v_v7,v_v8,v_v9,v_v10,v_v11,v_v12,v_v14,v_v15,v_v16,v_v17,v_v18,v_v19,v_v21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7121834890920231,2.8334754474950423,0.09028481567892067,0.15415772102706599,1.1107708645515348,0.01532698908586437,1.157179913068022,4.838084220565256,2.7817278340097698,2.9907432214665257,0.07135537283508844,0.341527991905242,0.015058353231044281,3.161459275319665,0.8301987008237461,0.8301987008715096,2.3312605744633492,2.3312605744600945,1.3735762658792308,1.3735762658782815,0.05537624113939236,0.9023080674418119,0.9023080674407501,0.9023080674394994,0.9023080674390235,0.032245582054205545,0.023130659085012082,0.02313065908500014,0.023130659085000258,0.023130659085000175,0.04184086921968918,-0.018710210134689178
1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.721740920967911,2.8832916704537097,0.09037317704461617,0.1560974797406922,1.119194853956839,0.015361268723844091,1.1720574071628669,4.928153687325813,2.797974805708616,3.0321213766928388,0.07145258689903385,0.3445420712837749,0.015107723680202809,3.1712732894813676,0.8308505507649426,0.8308505507649426,2.340422738716425,2.3404227387164256,1.3772889292325359,1.377288929232536,0.05593283425870733,0.9072009752251825,0.9072009752251823,0.9072009752251821,0.9072009752251818,0.032574002804919386,0.023358831453787858,0.023358831453787886,0.023358831453787844,0.02335883145378785,0.042063542554831995,-0.018704711101044127
1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7120627509317784,2.8328471050475956,0.09028369586954932,0.15413319952627275,1.1106641544911984,0.015326554695076424,1.1569919406738398,4.891594863051509,2.781521851341506,2.9902203808493693,0.07135414088491715,0.3414898386329034,0.015057727609330003,3.1617326844765286,0.8305887390041897,0.8305887389984515,2.3311439454774767,2.3311439454773786,1.3735288764853562,1.373528876485322,0.05536918754783305,0.902245881444161,0.9022458814441826,0.9022458814441983,0.9022458814442388,0.032241420336112034,0.023127767211728264,0.023127767211729433,0.023127767211729447,0.02312776721172943,0.041838047036621105,-0.018710279824891672
1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7097950031853257,2.8210499277591383,0.0902626466683757,0.15367255011429354,1.1086585298101108,0.015318389569157874,1.1534612514889495,4.761494110041646,2.777649567962094,2.9803996688970433,0.07133098399164306,0.3407728718786571,0.015045967965115653,3.1668713383590705,0.8379221065331472,0.8379221065289626,2.3289492318297045,2.32894923182967,1.3726365018816258,1.3726365018816156,0.0552366010327783,0.9010761289152499,0.90107612891526,0.9010761289152734,0.9010761289152878,0.032163193806656706,0.02307340722612491,0.023073407226125307,0.02307340722612532,0.023073407226125178,0.04178499702948491,-0.01871158980335957
1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7165484349444937,2.824114020965495,0.09032523961644386,0.15504394598268845,1.1146237784980175,0.015342670760542047,1.1639750777276465,4.821159650784653,2.789162171390226,3.009643126306687,0.07139984577566325,0.34290602610308896,0.01508093840717586,3.165535688228298,0.8300736133258139,0.8300736133258138,2.335462074902485,2.335462074902484,1.3752812779033021,1.3752812779033017,0.055630870942278386,0.904549926056905,0.9045499260569049,0.9045499260569049,0.9045499260569047,0.03239582213487843,0.023235048807399926,0.023235048807399915,0.023235048807399978,0.023235048807399787,0.04194274320913807,-0.018707694401738154
1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7168987002888813,2.823366296649657,0.09032847842179108,0.15511503754207015,1.1149325450213134,0.015343927244282895,1.1645203188351818,4.819807853224649,2.7897576994966724,2.9724414187166377,0.07140340906168853,0.34301649813243695,0.015082748028650188,3.1658615605386045,0.8300635860928762,0.8300635860928761,2.3357979744457302,2.3357979744457293,1.375417407201887,1.375417407201886,0.05565127234246365,0.9047292949013797,0.90472929490138,0.9047292949013794,0.9047292949013798,0.032407860053038334,0.02324341228942536,0.023243412289425374,0.023243412289425325,0.02324341228942546,0.041950905129014414,-0.018707492839589054
1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7116238285309124,2.8328823048655805,0.09027962424963919,0.15404405238863156,1.1102761672790233,0.01532497526074318,1.1595123713016846,4.837011863130926,2.7807728815607162,2.989667778797546,0.07134966153230914,0.3413511228765928,0.015055452863894026,3.1617173672983565,0.8301908000605794,0.8301908000605798,2.331526567237778,2.331526567237777,1.3741632906709305,1.374163290670931,0.05534354076722222,0.9020197357996241,0.9020197357996241,0.9020197357996241,0.9020197357996238,0.03222628843722248,0.023117252329999734,0.023117252329999737,0.02311725232999972,0.02311725232999978,0.04182778554815856,-0.018710533218158822
1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7033080524794777,2.824029889269707,0.09020226079963493,0.15235403350587412,1.1029070675211796,0.015294967317755965,1.1401756881684801,4.82100755045497,2.7665364708253444,2.97364101751811,0.07126455403904562,0.3387181926957762,0.015012234553893857,3.1655723523522643,0.8300724853593943,0.830072485359394,2.3354998669928704,2.33549986699287,1.3829321149910152,1.382932114991017,0.054856245681874166,0.8977115063199796,0.8977115063199802,0.8977115063199795,0.8977115063199795,0.0319387974617756,0.022917448220098537,0.022917448220098537,0.022917448220098544,0.02291744822009847,0.0416327961136481,-0.018715347893549544
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7121351322599948,2.833424210692733,0.09029543004214168,0.15439022950061382,1.1107281269900777,0.015331106602337203,1.1571046283376218,4.837991587907511,2.781645338129291,2.9906503147725583,0.07136705021210954,0.3415127113723012,0.015064283392337128,3.1614815687844326,0.830198018515128,0.8301980185138883,2.331283550270211,2.331283550269967,1.3735572874318929,1.3735572874318556,0.05544310037628863,0.9022831624616804,0.9022831624617237,0.9022831624617415,0.902283162461836,0.03228503031044239,0.02315807006586198,0.023158070065864504,0.023158070065864483,0.023158070065864542,0.04186761962713732,-0.01870954956127277
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7084807708467188,2.8340069820667693,0.09025043358656992,0.1534055214223419,1.1132394587254049,0.015313652184295196,1.1514149962263396,4.839045195980032,2.7864917364256843,2.9917071311558434,0.07131754819613167,0.34241080747270475,0.015039145047977551,3.161228012530293,0.830205778205459,0.830205778205459,2.331022234324834,2.3310222343248337,1.372117344018465,1.3721173440184662,0.05515967289342029,0.9037452174129473,0.9037452174129478,0.9037452174129476,0.9037452174129476,0.03211780712901931,0.023041865764401023,0.023041865764401013,0.023041865764401034,0.023041865764401013,0.04175421564052239,-0.018712349876121383
