e_v2,e_v3,e_v13,e_v4,e_v5,e_v6,e_v7,e_v8,e_v9,e_v10,e_v11,e_v12,e_v14,e_v15,e_v16,e_v17,e_v18,e_v19,e_v21,e_v1,e_v20,e_v22,A,J,P,Q,D,B,O,F,H,M,E,R,I,C,N,G,L,v_v2,v_v3,v_v13,v_v4,v_v5,v_v6,v_v7,v_v8,v_v9,v_v10,v_v11,v_v12,v_v14,v_v15,v_v16,v_v17,v_v18,v_v19,v_v21
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.3267861617370549,1.9605774461419119,0.10213336533645449,0.2623250708184746,1.585508255074591,0.019975451463358447,2.108735266951532,3.2623906492494554,3.661550210532014,1.6130131207470562,0.08446011378825284,0.5174526588279632,0.021752847738843024,3.5713899661702135,0.8133356197113794,0.8133356197113897,2.758054346458823,2.7580543464588247,1.5191534268281992,1.5191534268282039,0.10186740498177935,1.1370335146488473,1.1370335146488477,1.1370335146488484,1.1370335146488484,0.04845697481481679,0.05341043016696251,0.05341043016696237,0.05341043016696236,0.0534104301669623,0.07138408241530879,-0.017973652248346426
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.008613207307987848,0.00038817037558038143,0.0815326546978767,0.002023391352281427,0.14404584295990272,0.011960428430000712,0.0166402750428189,0.00033290336528863057,0.5772571541653824,0.0033510322317291895,0.061765169385091065,0.032161630292850574,0.010209194819409042,0.0,0.0013287085340660282,0.0013287085340660276,-0.0013287085340660263,-0.0013287085340660085,0.08830119654128503,0.08830119654128508,0.0008713829920815862,-0.09050128806743268,-0.09050128806743298,-0.09050128806743277,-0.09050128806743268,0.00052006041243429,0.0003513225796472969,0.0003513225796473181,0.0003513225796472578,0.00035132257964731446,0.01960666529985278,-0.01925534272020549
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.9293222122369502,3.2422607562444377,0.10639957911530164,0.3683716497557726,1.9706546596837002,0.021674733280178986,3.0370015937333554,4.059429525320656e-58,4.335084643028221,2.4978241889809283,0.08921243846786614,0.6680074703490977,0.02420014766194961,2.989513175805964,0.0,1.622715158397213e-57,2.989513175805964,2.9895131758059645,1.581453909683542,1.581453909683543,0.12520865959201957,1.2828506065304017,1.2828506065304022,1.2828506065304015,1.2828506065304017,0.06104946150430644,0.06415919808771318,0.06415919808771317,0.06415919808771321,0.06415919808771316,0.0818680469131125,-0.01770884882539933
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.9293222122369524,3.2422607562444425,0.10639957911530164,0.36837164975577286,1.9706546596837013,0.021674733280178986,3.0370015937333585,30.717178404661148,4.335084643028223,2.4978241889809314,0.08921243846786617,0.6680074703490981,0.02420014766194962,2.9895131758059623,-1.1250888761000148e-14,0.0,2.9895131758059645,2.989513175805965,1.581453909683543,1.5814539096835427,0.12520865959201974,1.2828506065304022,1.2828506065304024,1.2828506065304022,1.2828506065304022,0.06104946150430647,0.0641591980877132,0.06415919808771325,0.06415919808771316,0.06415919808771335,0.0818680469131125,-0.01770884882539933
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.008687289824886705,12.377637955511,0.0815352568698883,0.0020399841525062263,0.14434456024685763,0.011961420881164182,0.01678194375995137,22.139807354005033,0.5781566999070579,0.0034215399073992533,0.06176800924492932,0.03224199741687577,0.010210624543630309,0.8590156455354677,0.8590156455354674,0.8590156455354676,0.0,0.0,0.08901458599511396,0.089014585995114,0.000882460440885744,-0.08989704643599977,-0.08989704643599987,-0.08989704643599952,-0.08989704643599973,0.0005243120806078557,0.0003581483602778881,0.00035814836027787624,0.0003581483602779098,0.0003581483602778526,0.019613328868847837,-0.019255180508569947
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.008687289824886705,12.377637955519047,0.0815352568698883,0.002039984152506226,0.1443445602468576,0.011961420881164182,0.01678194375995137,22.13980735400623,0.5781566999070579,90.46815581699624,0.061768009244929326,0.032241997416875764,0.01021062454363031,0.8590156455343916,0.859015645535947,0.8590156455354679,-6.646589925124925e-13,0.0,0.08901458599511396,0.089014585995114,0.000882460440885746,-0.08989704643599974,-0.08989704643599988,-0.08989704643599977,-0.08989704643599973,0.0005243120806078555,0.00035814836027788785,0.0003581483602778965,0.0003581483602778831,0.00035814836027790704,0.019613328868847837,-0.019255180508569947
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,6.00395183029247,3.8083064474063417,0.12022179953954425,1.0109675109452043,3.8849115069225197,0.027272973189336518,-1.5818463584942278e-69,6.6020828064362655,7.409596231367355,5.047566450666894,0.104730578374392,1.4876903608994254,0.03226461180730146,2.769479461597924,0.8398312365755852,0.8398312365755851,1.9296482250223388,1.929648225022339,0.0,-8.841716358964671e-69,0.20166858024525625,1.727979644777082,1.7279796447770825,1.7279796447770823,1.727979644777082,0.10322882930830876,0.09843975093694748,0.09843975093694744,0.09843975093694748,0.09843975093694761,0.11529211811523507,-0.016852367178287624
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,6.003951830292473,3.808306447406344,0.12022179953954426,1.010967510945205,3.884911506922521,0.027272973189336518,12.806429254013848,6.60208280643627,7.409596231367359,5.0475664506668965,0.104730578374392,1.487690360899426,0.03226461180730147,2.769479461597923,0.8398312365755853,0.839831236575585,1.9296482250223388,1.9296482250223388,-1.710907240866496e-15,0.0,0.20166858024525616,1.727979644777082,1.727979644777083,1.7279796447770819,1.7279796447770825,0.10322882930830879,0.09843975093694751,0.09843975093694753,0.09843975093694748,0.09843975093694751,0.11529211811523511,-0.016852367178287624
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.4622330100170242,2.048164876333625,0.08132761037713356,0.000724704797699333,1.6771740474315349,0.01188224176406207,2.3176311443881596,3.4201935848981773,3.824550759500597,1.7336550467152119,0.061541417456231165,0.5527078078593617,0.010096558702457981,3.5273447481822022,0.8156827771664557,0.8156827771664555,2.7116619710157455,2.7116619710157472,1.5370088112485318,1.537008811248532,0.0,1.1746531597672143,1.174653159767214,1.174653159767214,1.1746531597672139,0.00018663108517036613,-0.00018663108517036602,-0.0001866310851703842,-0.000186631085170351,-0.00018663108517038649,0.019081493736887754,-0.019268124822058134
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,6.352611989085099,3.8987150387794394,0.12090196663889194,1.0627261670734873,0.1913774983410107,0.02755210394431607,9.830463663066206,6.765797324208023,0.7161345987920621,5.269845939640831,0.10549892257886424,0.045061807944669345,0.03266682293334801,2.736118370526968,0.8404784217303127,0.840478421730313,1.8956399487966553,1.8956399487966549,1.6902751841555144,1.6902751841555133,0.20536476464114214,0.0,0.0,-2.1344389627327444e-16,0.0,0.10525926125913605,0.10010550338200597,0.10010550338200598,0.10010550338200593,0.10010550338200591,0.1169157821886883,-0.016810278806682327
