,r,p-value,lower,upper
0.1x-prior,0.24642857142857136,0.37595051597380524,-0.38526976820647707,0.7080951940972267
0.2x-prior,0.3,0.27731678036838386,-0.3541316248809901,0.7536582942532393
0.3x-prior,0.24285714285714283,0.38312834183934175,-0.38560624775607133,0.7531983603705903
0.4x-prior,0.25,0.36884629178393047,-0.38725967291583563,0.7613817582619178
0.5x-prior,0.32499999999999996,0.23722543823723408,-0.26857407382514253,0.7909825821034434
1.5x-prior,0.28928571428571426,0.29566536100437785,-0.2737714539356875,0.7640866680012997
3x-prior,0.17857142857142855,0.5242843600465525,-0.3659706934507431,0.7003753500455482
5x-prior,0.15357142857142855,0.5847640949410158,-0.5420705414803776,0.6594802371541504
7x-prior,0.18928571428571428,0.49926303323854526,-0.4270593895155938,0.6925930027670244
10x-prior,0.25,0.36884629178393047,-0.33228259715438524,0.6930116813635875
0.1x-post,0.6749999999999999,0.00576349921805083,0.2608259282767376,0.8899431591543676
0.2x-post,0.6142857142857142,0.014833955405976968,0.12562069375148488,0.8881522360971374
0.3x-post,0.7357142857142855,0.0017698686421442707,0.3040233030966532,0.9709104108232967
0.4x-post,0.5964285714285712,0.018931924687865174,0.1386608670152974,0.8878614128146838
0.5x-post,0.657142857142857,0.007770251358668445,0.19916066631907553,0.9236569653368215
1.5x-post,0.5249999999999999,0.04448390580010643,0.0228176043557169,0.8971007073715562
3x-post,0.5785714285714285,0.02384665876299661,0.03964433747827251,0.9301629634094075
5x-post,0.6392857142857141,0.010288446619594207,0.1381568756153594,0.9570563921862854
7x-post,0.7214285714285712,0.002398868072673344,0.2325101838052658,0.963374967473328
10x-post,0.8714285714285712,2.3236477821632676e-05,0.5379906315058989,0.9891304347826091
