,r,p-value,lower,upper
0.1x-prior,0.2964285714285714,0.28335542843426287,-0.4285714285714284,0.7952342845638934
0.2x-prior,0.2178571428571428,0.43539267351553756,-0.4611873312891474,0.76008014571949
0.3x-prior,0.2321428571428571,0.40509874069364893,-0.4199034018616486,0.7445275166727932
0.4x-prior,0.175,0.5327481481378592,-0.5537316230752131,0.7361252209602371
0.5x-prior,0.09999999999999999,0.7228973252791182,-0.5604507116499735,0.6370841643398479
1.5x-prior,0.05714285714285713,0.8396998687415758,-0.5038307738332669,0.6131730187537808
3x-prior,0.039285714285714285,0.8894459296739485,-0.5896699185947886,0.612607614592342
5x-prior,0.11428571428571425,0.6850657626568972,-0.5725914262494923,0.6516617617295459
7x-prior,0.07142857142857141,0.8002959873970544,-0.5560865387112693,0.5966156377779991
10x-prior,-0.028571428571428564,0.9194899083821857,-0.6241217650962176,0.5661977885156967
0.1x-post,0.6035714285714285,0.01720013806879533,0.03706652104306299,0.9057971014492757
0.2x-post,0.5857142857142856,0.021776517619042774,0.06920912342038192,0.9133613035418089
0.3x-post,0.7642857142857141,0.0009073101116849778,0.3188573383510092,0.9775803824058991
0.4x-post,0.6785714285714285,0.005416550219591705,0.04968257435725096,0.9782608695652177
0.5x-post,0.8214285714285712,0.0001731477175071704,0.4581434576983711,0.9891505800327718
1.5x-post,0.7892857142857141,0.0004673267561781759,0.36342969869190483,0.9672146050670639
3x-post,0.7285714285714285,0.0020652097446907914,0.22462835677749363,1.0
5x-post,0.7964285714285713,0.00038046767853463354,0.34634004289721165,0.9963236980572047
7x-post,0.7999999999999999,0.00034226983303569167,0.3491730332472702,0.9963240334982257
10x-post,0.8571428571428571,4.446004447004746e-05,0.5502536311951304,0.9855398886827459
