,r,p-value,lower,upper
0.1x-prior,0.3214285714285714,0.2427190468016684,-0.33579617581720084,0.7927460474308302
0.2x-prior,0.13928571428571426,0.6205460876279014,-0.48995336813827345,0.7438159769022069
0.3x-prior,0.1714285714285714,0.5412721760996331,-0.49189984244430707,0.7029119820740626
0.4x-prior,0.2071428571428571,0.4588428049634704,-0.5430634481436302,0.7595737704918032
0.5x-prior,0.15,0.5936302027425882,-0.5156728259700821,0.7200147058823531
1.5x-prior,0.07857142857142857,0.7807545523090464,-0.6400845588235295,0.6522053052895935
3x-prior,0.38214285714285706,0.1598236299869673,-0.16049907235621522,0.8336422271691657
5x-prior,0.175,0.5327481481378592,-0.5388586956521738,0.7154452554744524
7x-prior,0.1928571428571428,0.4910487016052232,-0.41330899435778296,0.7039061879023926
10x-prior,0.05357142857142857,0.8496099367776072,-0.64859506302521,0.6631565126050417
0.1x-post,0.28928571428571426,0.29566536100437785,-0.2701229696850135,0.8430138914802314
0.2x-post,0.2964285714285714,0.28335542843426287,-0.2541587471291677,0.766287020723215
0.3x-post,0.15,0.5936302027425882,-0.41956385590038686,0.6945671392827357
0.4x-post,-0.17857142857142855,0.5242843600465525,-0.8014899094513819,0.46574020395794347
0.5x-post,0.33571428571428563,0.22121153763932594,-0.28321286427415004,0.7898550724637684
1.5x-post,0.2678571428571428,0.3344436005123538,-0.37717505319627176,0.7337154871469374
3x-post,0.0964285714285714,0.7324528633867308,-0.5748214578214579,0.6857683739423183
5x-post,0.7499999999999999,0.001280898450935536,0.32459093253317073,0.9601467293026182
7x-post,0.3428571428571428,0.21092379341475206,-0.32499801278442025,0.7794459970409338
10x-post,0.11785714285714284,0.6757115292213043,-0.3916666666666667,0.6123569533539243
