,r,p-value,lower,upper
0.1x-prior,0.17857142857142855,0.5242843600465525,-0.5178139944626227,0.7007841426002326
0.2x-prior,0.10714285714285714,0.7039010016261615,-0.5617164607586919,0.6413301332910188
0.3x-prior,0.2964285714285714,0.28335542843426287,-0.269832831049468,0.728781629070366
0.4x-prior,0.3107142857142856,0.2596673973372179,-0.27738741468813405,0.8040016176122466
0.5x-prior,0.25,0.36884629178393047,-0.35254704674321585,0.7396809563120789
1.5x-prior,0.1607142857142857,0.5671967045803448,-0.4166895604395605,0.6977326932946893
3x-prior,0.2928571428571428,0.289471667212401,-0.3082439953868525,0.7865386172689545
5x-prior,0.2785714285714285,0.3147094732307908,-0.2968311688311688,0.7367698624389368
7x-prior,0.2714285714285714,0.3277893068411728,-0.330969696969697,0.7365165631469975
10x-prior,0.17857142857142855,0.5242843600465525,-0.4573701904365681,0.6770272232304899
0.1x-post,0.010714285714285713,0.9697698761545686,-0.6089455505891915,0.6021704768944444
0.2x-post,0.1464285714285714,0.602549920983054,-0.41212040772987896,0.6734391950713184
0.3x-post,0.23571428571428568,0.39770294590327293,-0.33708040281329926,0.753669470009521
0.4x-post,0.08928571428571427,0.751672517350277,-0.5191944764096663,0.747360108303249
0.5x-post,0.36428571428571427,0.18191025904581395,-0.23917407172326255,0.8430941235586586
1.5x-post,0.15714285714285714,0.5759526006037947,-0.4384168751954959,0.6271744797682139
3x-post,-0.0964285714285714,0.7324528633867308,-0.6667572463768118,0.45291488477072955
5x-post,0.4678571428571427,0.0786302311543806,-0.14804135214965541,0.8856401675330623
7x-post,-0.15714285714285714,0.5759526006037947,-0.6239602169981916,0.46143042272332035
10x-post,0.25357142857142856,0.3618161038158896,-0.44130370727525986,0.7835060295523538
