,r,p-value,lower,upper
0.1x-prior,0.2678571428571428,0.3344436005123538,-0.49547606375065717,0.8109347361499261
0.2x-prior,0.35357142857142854,0.1960716784341988,-0.2541579710481525,0.8238693121781862
0.3x-prior,0.24285714285714283,0.38312834183934175,-0.42160940325497287,0.7564870951832977
0.4x-prior,0.12857142857142856,0.6479163294665075,-0.5516675626802209,0.7338992386635893
0.5x-prior,0.38214285714285706,0.1598236299869673,-0.3099726428298766,0.8429118552287505
1.5x-prior,0.37857142857142856,0.16409082655922064,-0.3128566731640873,0.8172012933603728
3x-prior,0.3071428571428571,0.2654726857102779,-0.3632274945194823,0.757433850612068
5x-prior,0.25,0.36884629178393047,-0.4111067371499269,0.7436600754776314
7x-prior,0.2285714285714285,0.41256617049636035,-0.4448826967837495,0.7472129171943299
10x-prior,0.18214285714285713,0.5158816817070392,-0.4026427616501145,0.6813291139240504
0.1x-post,0.42857142857142855,0.11096021426087677,-0.08695652173913046,0.7468121362561427
0.2x-post,0.6714285714285713,0.0061277667888201,0.21311475409836061,0.89031579017601
0.3x-post,0.7428571428571428,0.00150948887823503,0.4072260442260443,0.9143468662223649
0.4x-post,0.8857142857142855,1.1199821851208484e-05,0.6129137726411694,0.9817518248175181
0.5x-post,0.932142857142857,4.2412182315433434e-07,0.7410839593684818,0.981997149713963
1.5x-post,0.9749999999999999,7.14370596522927e-10,0.8724339626363654,1.0
3x-post,0.9714285714285713,1.6870764886091287e-09,0.8158761530477018,1.0
5x-post,0.9571428571428571,2.2736751556259742e-08,0.7784338616365387,1.0
7x-post,0.9214285714285713,1.0713172981620745e-06,0.6880053751845646,0.9891701629427262
10x-post,0.9035714285714285,3.880504128799775e-06,0.637179487179487,0.9819176333879528
