,r,p-value,lower,upper
0.1x-prior,0.2607142857142857,0.34797945986279355,-0.3933547641260699,0.768542064137233
0.2x-prior,0.3,0.27731678036838386,-0.30692762171545807,0.8012270072435589
0.3x-prior,0.2928571428571428,0.289471667212401,-0.336061736770692,0.7912883845126832
0.4x-prior,0.24285714285714283,0.38312834183934175,-0.4519218540940825,0.7808766751085989
0.5x-prior,0.25357142857142856,0.3618161038158896,-0.4545948616600792,0.8209134520537136
1.5x-prior,0.07857142857142857,0.7807545523090464,-0.6416846298671178,0.6520935960591131
3x-prior,0.3,0.27731678036838386,-0.43740696180590954,0.7884500952078702
5x-prior,0.3071428571428571,0.2654726857102779,-0.25776167076167067,0.7769855778996547
7x-prior,0.16428571428571426,0.5584973732486012,-0.5673983504176658,0.7680999717707787
10x-prior,0.2928571428571428,0.289471667212401,-0.39689213893967107,0.7573585386909434
0.1x-post,0.37499999999999994,0.16843274984674558,-0.1936528028933092,0.7273441438413712
0.2x-post,0.5892857142857142,0.020794358483161638,0.07964753836317139,0.855894378365346
0.3x-post,0.7607142857142856,0.0009911286119823719,0.33574912366033244,0.9561401255002717
0.4x-post,0.8964285714285712,6.066143021729969e-06,0.6442410255066272,0.9746835443037976
0.5x-post,0.9178571428571428,1.4176968515006258e-06,0.6939890710382512,0.9891304347826091
1.5x-post,0.982142857142857,8.15733350897873e-11,0.8989169675090253,1.0
3x-post,0.9714285714285713,1.6870764886091287e-09,0.83454322839244,1.0
5x-post,0.9428571428571427,1.4247676947645743e-07,0.7433184467655604,0.9963833634719711
7x-post,0.907142857142857,3.0633105354938657e-06,0.661818181818182,0.9818511796733211
10x-post,0.8928571428571428,7.4947360645682566e-06,0.6453279416050658,0.9669754960334098
