e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270191757,0.359790484,0.111696184,0.358053294,0.426030436,44.19363181,0.554582448,0.369998478,0.285025912,0.282233962,0.348386797,2.138985218,0.774516843,0.121586291,0.621441042,0.774516843,0.774516843,1.347551014,1.347551014,1.347551014,1.347551014,1.347551014,1.347551014,0.189883512,2.138985218,0.96778399,0.201482671
1.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270854524,0.360532897,0.111806985,0.358756782,0.426765947,44.07989603,0.555907477,0.370748288,0.28542009,0.282843133,0.34904361,2.143120723,0.775305375,0.121884536,0.622965406,0.775305375,0.775305375,1.348712328,1.348712328,1.348712328,1.348712328,1.348712328,1.348712328,0.190071875,2.143120723,0.968568578,0.201898422
1,1.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270023354,0.361227901,0.11191051,0.35941517,0.42745398,44.17504653,0.557147924,0.37145014,0.285788631,0.283413556,0.349658189,2.139660311,0.776042373,0.121510509,0.621053715,0.776042373,0.776042373,1.34979712,1.34979712,1.34979712,1.34979712,1.34979712,1.34979712,0.190247868,2.139660311,0.969301385,0.202287625
1,1,1.01,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270073184,0.359657637,0.111676333,0.357927391,0.425898765,44.18054615,0.554345351,0.369864298,0.284955323,0.282124975,0.348269233,2.139460515,0.774375605,0.122748262,0.621168324,0.774375605,0.774375605,1.347342932,1.347342932,1.347342932,1.347342932,1.347342932,1.347342932,0.189849767,2.139460515,0.967643399,0.201408277
1,1,1,1.01,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.268985602,0.358438772,0.111493874,0.356771944,0.42468984,44.06046013,0.55217005,0.368633074,0.284306899,0.28112527,0.347190104,2.14382842,0.773077794,0.121043521,0.624853553,0.773077794,0.773077794,1.345429875,1.345429875,1.345429875,1.345429875,1.345429875,1.345429875,0.189539587,2.14382842,0.966350702,0.200725712
1,1,1,1,1.01,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.269946487,0.361885652,0.112008308,0.360038108,0.428104679,44.16656245,0.552871168,0.372114302,0.286137001,0.283953539,0.350239564,2.139968576,0.776738816,0.121475919,0.62087692,0.776738816,0.776738816,1.350821667,1.350821667,1.350821667,1.350821667,1.350821667,1.350821667,0.190414123,2.139968576,0.969993421,0.202655965
1,1,1,1,1,1.01,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270149147,0.360153721,0.111750423,0.358397511,0.426390367,44.18892949,0.554284948,0.370365345,0.285218834,0.280244599,0.348708194,2.139156,0.774902808,0.121567116,0.621343038,0.774902808,0.774902808,1.348119531,1.348119531,1.348119531,1.348119531,1.348119531,1.348119531,0.189975719,2.139156,0.968168094,0.201686084
1,1,1,1,1,1,1.01,1,1,1,1,1,1,1,1,1,50,50,0.15,0.270196301,0.357262109,0.111823424,0.35886126,0.426875149,44.19413316,0.554614173,0.370859655,0.285478597,0.280949748,0.349141144,2.13896701,0.774475692,0.121588335,0.621451491,0.774475692,0.774475692,1.348884603,1.348884603,1.348884603,1.348884603,1.348884603,1.348884603,0.190099821,2.13896701,0.96868496,0.200066781
1,1,1,1,1,1,1,1.01,1,1,1,1,1,1,1,1,50,50,0.15,0.27019464,0.358184442,0.111777009,0.358566343,0.426566875,44.19394992,0.554602577,0.366950686,0.285313424,0.281418219,0.34886582,2.138973665,0.774490733,0.121587588,0.621447672,0.774490733,0.774490733,1.348398178,1.348398178,1.348398178,1.348398178,1.348398178,1.348398178,0.190020916,2.138973665,0.968356346,0.200583287
1,1,1,1,1,1,1,1,1.01,1,1,1,1,1,1,1,50,50,0.15,0.270193473,0.358833725,0.111744334,0.354905621,0.426349952,44.19382116,0.55459443,0.368182494,0.285197174,0.281748003,0.348672103,2.138978341,0.7745013,0.121587063,0.621444989,0.7745013,0.7745013,1.348055715,1.348055715,1.348055715,1.348055715,1.348055715,1.348055715,0.189965368,2.138978341,0.968124979,0.200946886
1,1,1,1,1,1,1,1,1,1.01,1,1,1,1,1,1,50,50,0.15,0.270192654,0.359290191,0.111721362,0.356406938,0.426197492,44.19373077,0.55458871,0.369048769,0.28511546,0.281979852,0.345585507,2.138981624,0.77450872,0.121586694,0.621443105,0.77450872,0.77450872,1.347814933,1.347814933,1.347814933,1.347814933,1.347814933,1.347814933,0.189926315,2.138981624,0.967962303,0.201202507
1,1,1,1,1,1,1,1,1,1,1.01,1,1,1,1,1,50,50,0.15,0.270192574,0.359334845,0.111719115,0.356553845,0.421232722,44.19372193,0.554588151,0.369133524,0.285107467,0.282002533,0.34583544,2.138981945,0.774509445,0.121586658,0.621442921,0.774509445,0.774509445,1.347791378,1.347791378,1.347791378,1.347791378,1.347791378,1.347791378,0.189922495,2.138981945,0.967946388,0.201227513
1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,1,1,50,50,0.15,0.269981584,0.361335026,0.11197703,0.358923087,0.425148938,44.17043629,0.553115871,0.371333074,0.282454989,0.283580821,0.348559942,2.139827815,0.776420816,0.121491713,0.620957643,0.776420816,0.776420816,1.350494018,1.350494018,1.350494018,1.350494018,1.350494018,1.350494018,0.190360951,2.139827815,0.969772116,0.202347614
1,1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,1,50,50,0.15,0.270175784,0.359907695,0.111356462,0.35811936,0.425963354,44.19186911,0.554470917,0.370099798,0.284830094,0.282336128,0.348399946,2.139049235,0.774661523,0.121579103,0.621404304,0.774661523,0.774661523,1.347774737,1.347774737,1.347774737,1.347774737,1.347774737,1.347774737,0.191199046,2.139049235,0.965376645,0.201548309
1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,50,50,0.15,0.271602767,0.361370771,0.111931768,0.359550491,0.427595355,44.53804562,0.557402922,0.371594408,0.285864335,0.283530834,0.349784491,2.147787707,0.776193733,0.122221245,0.624686365,0.776193733,0.776193733,1.350019834,1.350019834,1.350019834,1.350019834,1.350019834,1.350019834,0.190284005,2.147787707,0.969451824,0.202367632
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,1,50,50,0.15,0.270151192,0.360088214,0.110833787,0.35822109,0.4258601,44.18915514,0.554299222,0.37025583,0.284528743,0.28249349,0.348420193,2.139147804,0.774884286,0.121568036,0.621347741,0.774884286,0.774884286,1.348119172,1.348119172,1.348119172,1.348119172,1.348119172,1.348119172,0.188417439,2.139147804,0.971284295,0.2016494
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,50,50,0.15,0.270153278,0.359172721,0.111603816,0.357467769,0.425417986,44.18938538,0.554313786,0.369374492,0.28469752,0.282027155,0.347840014,2.139139442,0.774865388,0.121568975,0.621352539,0.774865388,0.774865388,1.346582685,1.346582685,1.346582685,1.346582685,1.346582685,1.346582685,0.189726486,2.139139442,0.967129713,0.203148091
