e_v1,e_v2,e_v3,e_v4,e_v5,e_v6,e_v7,e_v8,e_v9,e_v10,e_v11,e_v12,e_v13,e_v14,e_v15,e_v16,e_v17,e_v18,e_v19,A,J,P,Q,D,B,O,F,H,M,E,R,I,C,N,G,L,v_v1,v_v2,v_v3,v_v4,v_v5,v_v6,v_v7,v_v8,v_v9,v_v10,v_v11,v_v12,v_v13,v_v14,v_v15,v_v16,v_v17,v_v18,v_v19
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.7031845545428707,2.8238978649718387,0.09571445836710794,0.1458234953278161,1.1027973646311313,0.01744420352289328,1.1431679951507936,4.820768865930121,2.7663243750566213,2.9734023327925887,0.07734343301161636,0.3386790212995642,0.01810750880332944,3.1656298888532004,0.8300707151527561,0.8300707151527563,2.335559173700444,2.335559173700444,1.370010187075739,1.370010187075738,0.06790180383443392,0.8976471827902726,0.8976471827902727,0.8976471827902722,0.8976471827902724,0.030816589497594492,0.03708521433683943,0.037085214336839444,0.03708521433683943,0.037085214336839464,0.055457689444636235,-0.018372475107796823
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,2.8512196068984577,16.380940631001675,0.11109118430465406,0.5226105260002045,2.4799623349155864,0.023559045477756693,4.454465448957109,29.40182689948799,5.188680330506377,12.118603291316079,0.0944590574165693,0.8758070563640964,0.026914164088540513,4.078696562719088,0.861079963205098,0.8610799632050982,3.2176165995139927,3.2176165995139927,1.6297688733785016,1.6297688733785018,0.1512311449292689,1.4366165812062217,1.4366165812062213,1.4366165812062215,1.4366165812062215,0.07534369831991637,0.07588744660935244,0.07588744660935241,0.07588744660935243,0.07588744660935244,0.09330533398508632,-0.0174178873757339
1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6947186623004322,2.779307668188479,0.09560411548877078,0.14417810916468737,1.0952584966465184,0.01740095845866251,1.1299825952217062,19.727402608289314,2.751737667800112,2.936380288500206,0.07722145047919578,0.33598887480875783,0.018045230013467067,3.1851359116918196,0.8579972508793501,0.8579972508793504,2.3271386608124685,2.3271386608124676,1.366591167228466,1.3665911672284652,0.06733394169287606,0.893213551891127,0.8932135518911271,0.8932135518911268,0.8932135518911266,0.030530982355627956,0.03680295933724804,0.036802959337248024,0.036802959337248045,0.036802959337248,0.05518229455312385,-0.018379335215875828
1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.3986513784433992,1.3175122146346183,0.09109453076894193,0.08521845438190832,0.8019024962068845,0.01564133410737234,0.6657438183875196,0.06454190110660868,2.1641803652711165,1.6334202336493338,0.07224650267036678,0.23415819656825357,0.015511078436238957,3.9175744099839993,1.9885464293713002,1.9885464293712996,1.9290279806127004,1.9290279806127,1.187432516275908,1.1874325162759078,0.0446879816635351,0.6969074826732575,0.6969074826732576,0.6969074826732573,0.6969074826732573,0.019467763663201316,0.025220218000333704,0.0252202180003337,0.0252202180003337,0.02522021800033382,0.04388004019622108,-0.018659822195887382
1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.7884954320045863,1.6270010692837793,0.1055138072949579,0.3440315113558997,1.885375983643128,0.02132080882682888,2.820240381932178,2.662468814150016,4.188366898051781,7.636167178708212,0.0882242778317378,0.6341403427603968,0.023690413644502993,3.7457571463354706,0.8020642718747778,0.8020642718747777,2.9436928744606914,2.943692874460694,1.5702106407380325,1.5702106407380314,0.12032779547874785,1.2531544382439148,1.253154438243914,1.2531544382439141,1.2531544382439144,0.05839369952097644,0.061934095957771496,0.06193409595777148,0.06193409595777161,0.06193409595777143,0.07969790700907776,-0.01776381105130626
1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,1.8182838763298377,1.609741480368554,0.10570600237377216,0.3492005640246294,1.9036228448843595,0.021397554014445118,2.8660985513761,2.6314865747995233,4.2198651558664695,1.1661914280588512,0.08843862439444239,0.6413625933233221,0.023800943979885997,3.755076209076023,0.8013532499336365,0.8013532499328317,2.953722959143338,2.953722959143605,1.572717187076101,1.5727171870754248,0.12138557165321484,1.2596202004144335,1.2596202004145027,1.2596202004147274,1.2596202004150687,0.05896837898518513,0.062417192668097685,0.062417192668081836,0.06241719266808193,0.0624171926680817,0.08016907721608935,-0.017751884548007562
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6578359505656804,2.7742675550323432,0.09511329752783891,0.1369857248158546,1.061971947743526,0.017208709123670445,1.3668199380656814,4.731048708037771,2.6870610726382114,2.8843759391675916,0.07667900404459584,0.32415241876635104,0.01776836427303672,3.1873499734992943,0.82939320691575,0.82939320691575,2.3579567665835452,2.357956766583544,1.4198225209448434,1.419822520944839,0.06481552030332126,0.8733187253353845,0.8733187253353841,0.8733187253353848,0.8733187253353845,0.029268731624429438,0.0355467886788918,0.035546788678891814,0.03554678867889179,0.0355467886788918,0.05395664018599663,-0.018409851507104842
1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.078884626289599,1.6334086278212043,0.08380330770145916,0.017607176388821963,0.33845321086226055,0.01282836087558421,0.057131267027710896,2.673972601257556,1.1114078294736371,1.1945469876696382,0.06424583387116911,0.08707432416778739,0.01145948247020901,3.7423051479527967,0.8023243963610549,0.8023243963610691,2.9399807515917313,2.93998075159173,2.6991057224943207,2.6991057224943207,0.010717265183853983,0.23015776391355514,0.23015776391355539,0.23015776391355527,0.2301577639135552,0.004421850129141005,0.006295415054713003,0.006295415054712992,0.0062954150547129785,0.006295415054713093,0.025409242394032507,-0.01911382733931952
1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.6963980310547921,2.816617441584445,0.09755485711190987,0.17488205763190748,1.0967569077915846,0.01816681903450371,1.1325984383124688,4.8076068316277265,2.7546386758550976,2.960255493055017,0.07937974331724575,0.33652328939637005,0.01914816977457371,3.1688046976085573,0.8299728384229899,0.8299728384229892,2.338831859185568,2.3388318591855675,1.3672744272302917,1.367274427230292,0.07746057121837802,0.8940968607368969,0.8940968607368964,0.8940968607368973,0.8940968607368969,0.035675756558749806,0.04178481465962896,0.041784814659628945,0.04178481465962896,0.041784814659629015,0.06004289172746762,-0.018258077067838645
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.32,0.53,2.26,0.32115578505526493,2.9997860680902675,0.08963817217112303,0.06926426544082999,1.5294026081688807,0.015076301833261647,0.5425538513929894,5.138819668151519,3.5608358946086955,3.3002753793735002,0.07064418113977859,0.4960648152205595,0.014697304262403838,3.0900960715346035,0.832289570886879,0.8322895708868792,2.2578065006477246,2.2578065006477246,1.1072107367007566,1.1072107367007578,0.037627611800712085,1.1129681521462547,1.1129681521462549,1.1129681521462549,1.1129681521462549,0.016167848076587235,0.02145976372412487,0.02145976372412489,0.02145976372412484,0.021459763724125037,0.04021021951734716,-0.01875045579322231
