e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_EX_GLCo,v_EX_ETOH,v_EX_GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.19363181,0.270191757,0.554582448,0.282233962,0.359790484,0.369998478,0.358053294,0.348386797,0.426030436,0.285025912,0.111696184,50,50,0.15,-2.2281067467092375,4.436213493418475,-2.8378931437427144,2.2281067467092375,0.8091601748378804,0.01,0.7044732859356786,0.8091601748378804,0.8091601748378804,4.456213493418475,4.456213493418475,4.456213493418475,4.456213493418475,4.456213493418475,4.456213493418475,0.01,2.2281067467092375,4.436213493418475,-2.8378931437427144
1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.48114156,0.292815849,0.599594559,0.303015586,0.385002335,0.395413019,0.381833078,0.370511973,0.450697161,0.298130501,0.115339155,50,50,0.15,-2.3742815302159577,4.728563060431916,-3.07575736464149,2.3742815302159577,0.8364028478952127,0.01,0.7639393411603725,0.8364028478952127,0.8364028478952127,4.748563060431915,4.748563060431915,4.748563060431915,4.748563060431915,4.748563060431915,4.748563060431915,0.01,2.3742815302159577,4.728563060431916,-3.07575736464149
1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.51598667,0.264067067,0.653815538,0.328302326,0.415358002,0.425878535,0.410163971,0.396667692,0.479575924,0.3131832,0.119423406,50,50,0.15,-2.2539269188283795,4.487853837656759,-2.7731149898681653,2.2539269188283795,0.8673694238942969,0.01,0.6882787474670413,0.8673694238942969,0.8673694238942969,4.507853837656759,4.507853837656759,4.507853837656759,4.507853837656759,4.507853837656759,4.507853837656759,0.01,2.2539269188283795,4.487853837656759,-2.7731149898681653
1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.55442394,0.264413611,0.543013911,0.276921802,0.353307812,0.363447552,0.35190213,0.342637804,0.419583966,0.281561853,0.11071913,50,50,0.15,-2.2524523978013478,4.484904795602696,-2.901088560142897,2.2524523978013478,0.8019081177298995,0.01,0.7202721400357243,0.8019081177298995,0.8019081177298995,4.5049047956026955,4.5049047956026955,4.5049047956026955,4.5049047956026955,4.5049047956026955,4.5049047956026955,0.01,2.2524523978013478,4.484904795602696,-2.901088560142897
1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.79296892,0.222319445,0.457812139,0.238116581,0.305489101,0.314927046,0.306067035,0.299459828,0.370653305,0.254703976,0.102933652,50,50,0.15,-2.444771529464607,4.869543058929215,-3.399893803219443,2.444771529464607,0.7448246278548858,0.01,0.8449734508048607,0.7448246278548858,0.7448246278548858,4.889543058929214,4.889543058929214,4.889543058929214,4.889543058929214,4.889543058929214,4.889543058929214,0.01,2.444771529464607,4.869543058929215,-3.399893803219443
1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.11659056,0.260472371,0.488869948,0.358614961,0.451280909,0.461740052,0.443271177,0.426959341,0.512659868,0.330067,0.123883101,50,50,0.15,-2.269320107434959,4.518640214869919,-2.7350940573340954,2.269320107434959,0.9017730787679117,0.01,0.6787735143335238,0.9017730787679117,0.9017730787679117,4.538640214869918,4.538640214869918,4.538640214869918,4.538640214869918,4.538640214869918,4.538640214869918,0.01,2.269320107434959,4.518640214869919,-2.7350940573340954
1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.03965415,0.26879727,0.544890359,0.217200256,0.371843469,0.382160878,0.369449989,0.359010218,0.437902136,0.29136227,0.113468039,50,50,0.15,-2.2339412277738715,4.447882455547743,-2.8231445210912143,2.2339412277738715,0.8223689672282647,0.01,0.7007861302728036,0.8223689672282647,0.8223689672282647,4.467882455547743,4.467882455547743,4.467882455547743,4.467882455547743,4.467882455547743,4.467882455547743,0.01,2.2339412277738715,4.447882455547743,-2.8231445210912143
1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.21192937,0.270357577,0.555740988,0.239568986,0.27577494,0.399597221,0.385735376,0.374127725,0.45470719,0.300238963,0.115917592,50,50,0.15,-2.22741468092947,4.434829361858941,-2.8396469036679926,2.22741468092947,0.8075912290954741,0.01,0.7049117259169981,0.8075912290954741,0.8075912290954741,4.45482936185894,4.45482936185894,4.45482936185894,4.45482936185894,4.45482936185894,4.45482936185894,0.01,2.22741468092947,4.434829361858941,-2.8396469036679926
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.20464496,0.27029156,0.55527959,0.255628231,0.307403892,0.27201292,0.375109462,0.364272184,0.443763192,0.294470357,0.114330016,50,50,0.15,-2.2276901659930957,4.435380331986192,-2.838948689289938,2.2276901659930957,0.808215821348127,0.01,0.7047371723224845,0.808215821348127,0.808215821348127,4.455380331986191,4.455380331986191,4.455380331986191,4.455380331986191,4.455380331986191,4.455380331986191,0.01,2.2276901659930957,4.435380331986192,-2.838948689289938
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.19993913,0.270248914,0.554981642,0.266611301,0.329031063,0.312110458,0.258545415,0.357648584,0.436383418,0.290554743,0.113243319,50,50,0.15,-2.2278681553483315,4.435736310696663,-2.8384976524901013,2.2278681553483315,0.808619329103281,0.01,0.7046244131225253,0.808619329103281,0.808619329103281,4.455736310696663,4.455736310696663,4.455736310696663,4.455736310696663,4.455736310696663,4.455736310696663,0.01,2.2278681553483315,4.435736310696663,-2.8384976524901013
