e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_EX_GLCo,v_EX_ETOH,v_EX_GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.19363181,0.270191757,0.554582448,0.282233962,0.359790484,0.369998478,0.358053294,0.348386797,0.426030436,0.285025912,0.111696184,50,50,0.15,-2.2587492849758672,1.2455836593896612,0.2029576077124131,2.2587492849758672,0.7342706335510372,0.3619446652528149,0.5812669930860077,0.7342706335510372,0.7342706335510372,1.2655836593896612,1.2655836593896612,1.2655836593896612,1.2655836593896612,1.2655836593896612,1.2655836593896612,0.01,2.2587492849758672,1.2455836593896612,0.2029576077124131
0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.45047351,0.208310118,0.429085273,0.225137351,0.289317337,0.298441693,0.290384503,0.284547654,0.353533524,0.245057159,0.100041947,50,50,0.15,-1.8425642890751937,1.1293456725821445,0.16444630715448816,1.8425642890751937,0.6568959898683163,0.28938784091349523,0.44814022914669105,0.6568959898683163,0.6568959898683163,1.1493456725821445,1.1493456725821445,1.1493456725821445,1.1493456725821445,1.1493456725821445,1.1493456725821445,0.01,1.8425642890751937,1.1293456725821445,0.16444630715448816
1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.73729298,0.284260964,0.369725276,0.198415894,0.255755353,0.26411453,0.257555282,0.25310152,0.317035364,0.224019535,0.093548147,50,50,0.15,-2.2004988545728508,1.0632309642128326,0.1460042349419406,2.2004988545728508,0.6146175995773866,0.36281273994695473,0.6115342575242548,0.6146175995773866,0.6146175995773866,1.0832309642128326,1.0832309642128326,1.0832309642128326,1.0832309642128326,1.0832309642128326,1.0832309642128326,0.01,2.2004988545728508,1.0632309642128326,0.1460042349419406
1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.86450809,0.276286497,0.566752569,0.287834828,0.366608734,0.376881426,0.364506666,0.354406779,0.432764193,0.288626733,0.112705506,50,50,0.15,-2.2332019137677968,1.2555090735952992,0.20667109574609088,2.2332019137677968,0.741090084670695,0.3033544582619464,0.5943786854175778,0.741090084670695,0.741090084670695,1.2755090735952992,1.2755090735952992,1.2755090735952992,1.2755090735952992,1.2755090735952992,1.2755090735952992,0.01,2.2332019137677968,1.2555090735952992,0.20667109574609088
1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.22604981,0.354613253,0.720352632,0.359735822,0.452599502,0.463052433,0.444477864,0.428057952,0.513852738,0.330668875,0.124039794,50,50,0.15,-1.9425166093101356,1.3654787045294312,0.25336155111219205,1.9425166093101356,0.8194201278208116,0.3602124420383709,0.3814420197254765,0.8194201278208116,0.8194201278208116,1.3854787045294312,1.3854787045294312,1.3854787045294312,1.3854787045294312,1.3854787045294312,1.3854787045294312,0.01,1.9425166093101356,1.3654787045294312,0.25336155111219205
1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.1132061,0.287711128,0.684485748,0.181676291,0.2345561,0.242358376,0.236631193,0.232898679,0.293288556,0.209962694,0.089057232,50,50,0.15,-2.186595521995735,1.01692281257417,0.13431248141985153,2.186595521995735,0.5856176469970108,0.3630645961961213,0.6189566394013016,0.5856176469970108,0.5856176469970108,1.03692281257417,1.03692281257417,1.03692281257417,1.03692281257417,1.03692281257417,1.03692281257417,0.01,2.186595521995735,1.01692281257417,0.13431248141985153
1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.70947599,0.274875344,0.587808477,0.501800868,0.321741589,0.331456577,0.321736082,0.314288298,0.387562259,0.264101555,0.105701183,50,50,0.15,-2.239073642278818,1.1861700337157666,0.18219667425712793,2.239073642278818,0.6941833539864473,0.3622045807402583,0.5913428537760563,0.6941833539864473,0.6941833539864473,1.2061700337157666,1.2061700337157666,1.2061700337157666,1.2061700337157666,1.2061700337157666,1.2061700337157666,0.01,2.239073642278818,1.1861700337157666,0.18219667425712793
1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.1583439,0.26987203,0.552352233,0.415218306,0.621818387,0.289684432,0.282031474,0.276575952,0.3443329,0.239815771,0.098448577,50,50,0.15,-2.260103094036912,1.1132144185603337,0.3408191094670592,2.260103094036912,0.7370167640136964,0.3619280111265095,0.5805791594483531,0.7370167640136964,0.7370167640136964,1.1332144185603337,1.1332144185603337,1.1332144185603337,1.1332144185603337,1.1332144185603337,1.1332144185603337,0.01,2.260103094036912,1.1132144185603337,0.3408191094670592
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.16605153,0.269941858,0.552838899,0.372645988,0.537848911,0.726135108,0.304808693,0.29826592,0.36928696,0.25393901,0.102706249,50,50,0.15,-2.259807306714777,1.156188573324567,0.29664524420137384,2.259807306714777,0.7364169087629704,0.36193163418868446,0.5807293818815612,0.7364169087629704,0.7364169087629704,1.176188573324567,1.176188573324567,1.176188573324567,1.176188573324567,1.176188573324567,1.176188573324567,0.01,2.259807306714777,1.156188573324567,0.29664524420137384
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.17446162,0.270018055,0.553370213,0.339263865,0.472080215,0.590255715,0.752297742,0.316105276,0.389626476,0.265240179,0.106033266,50,50,0.15,-2.259484618020182,1.189482002285202,0.26204281882469616,2.259484618020182,0.7357624105549491,0.3619355985931222,0.5808933044360556,0.7357624105549491,0.7357624105549491,1.209482002285202,1.209482002285202,1.209482002285202,1.209482002285202,1.209482002285202,1.209482002285202,0.01,2.259484618020182,1.189482002285202,0.26204281882469616
