e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_EX_GLCo,v_EX_ETOH,v_EX_GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.19363181,0.270191757,0.554582448,0.282233962,0.359790484,0.369998478,0.358053294,0.348386797,0.426030436,0.285025912,0.111696184,50,50,0.15,-2.0878221959529095,1.3093150546142607,0.32072139435124947,2.0878221959529095,0.8250182244827551,0.03251196641191977,0.6151460025291174,0.8250182244827551,0.8250182244827551,1.3293150546142607,1.3293150546142607,1.3293150546142607,1.3293150546142607,1.3293150546142607,1.3293150546142607,0.01,2.0878221959529095,1.3093150546142607,0.32072139435124947
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35.7344511,0.325011153,0.662895171,0.332565105,0.420440426,0.430964899,0.414875493,0.400996335,0.484326846,0.315630881,0.12007774,50,50,0.15,-2.4171008172239588,1.395192579882316,0.36375438261396087,2.4171008172239588,0.8894734812481384,0.04772051890750694,0.7399534085341568,0.8894734812481384,0.8894734812481384,1.415192579882316,1.415192579882316,1.415192579882316,1.415192579882316,1.415192579882316,1.415192579882316,0.01,2.4171008172239588,1.395192579882316,0.36375438261396087
1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.31908334,0.253328776,0.859609877,0.427023809,0.530504228,0.54009559,0.514725219,0.491376894,0.58182387,0.364224477,0.13253954,50,50,0.15,-2.1556137250389593,1.5200461772121747,0.4393743713518381,2.1556137250389593,0.9897102742820064,0.012395398253346781,0.5767540262518032,0.9897102742820064,0.9897102742820064,1.5400461772121747,1.5400461772121747,1.5400461772121747,1.5400461772121747,1.5400461772121747,1.5400461772121747,0.01,2.1556137250389593,1.5200461772121747,0.4393743713518381
1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,39.78647397,0.230958058,0.475432434,0.246100356,0.315393032,0.325004428,0.315626466,0.30851485,0.380992141,0.260465096,0.104635948,50,50,0.15,-2.251674272123117,1.2357330969075204,0.2883646321471136,2.251674272123117,0.772048864527317,0.4279802545732415,0.5258225765112793,0.772048864527317,0.772048864527317,1.2557330969075204,1.2557330969075204,1.2557330969075204,1.2557330969075204,1.2557330969075204,1.2557330969075204,0.01,2.251674272123117,1.2357330969075204,0.2883646321471136
1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,24.45168441,0.10826238,0.218496603,0.129819851,0.168143511,0.173902496,0.170263149,0.16804566,0.215342898,0.161485617,0.072522017,50,50,0.15,-2.9719695044547056,0.8855098409915875,0.17257461702218635,2.9719695044547056,0.5390422290068869,0.01,1.2114636377239094,0.5390422290068869,0.5390422290068869,0.9055098409915875,0.9055098409915875,0.9055098409915875,0.9055098409915875,0.9055098409915875,0.9055098409915875,0.01,2.9719695044547056,0.8855098409915875,0.17257461702218635
1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,40.5017431,0.237226163,0.347724641,0.629262441,0.750692189,0.752831956,0.703123192,0.655594618,0.75185719,0.442642707,0.150781919,50,50,0.15,-2.2240026965301327,1.6970784777829482,0.5848496944872803,2.2240026965301327,1.1509640861351143,0.01,0.5315193051975093,1.1509640861351143,1.1509640861351143,1.7170784777829482,1.7170784777829482,1.7170784777829482,1.7170784777829482,1.7170784777829482,1.7170784777829482,0.01,2.2240026965301327,1.6970784777829482,0.5848496944872803
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,43.83877458,0.266980491,0.532398293,0.132684235,0.388067833,0.398496298,0.384708975,0.3731771,0.453653469,0.299685502,0.115765958,50,50,0.15,-2.1004485934038226,1.3512104189127605,0.3409331719706117,2.1004485934038226,0.8560717954416861,0.028706982089249815,0.6078349079364435,0.8560717954416861,0.8560717954416861,1.3712104189127605,1.3712104189127605,1.3712104189127605,1.3712104189127605,1.3712104189127605,1.3712104189127605,0.01,2.1004485934038226,1.3512104189127605,0.3409331719706117
1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,44.24193649,0.270629563,0.557644083,0.182077771,0.16244335,0.442940192,0.425947552,0.411145235,0.495435086,0.321323224,0.121589137,50,50,0.15,-2.086110750688938,1.4105125842739297,0.21107828193389255,2.086110750688938,0.8207954331039111,0.0330298068816186,0.6161427553517042,0.8207954331039111,0.8207954331039111,1.4305125842739297,1.4305125842739297,1.4305125842739297,1.4305125842739297,1.4305125842739297,1.4305125842739297,0.01,2.086110750688938,1.4105125842739297,0.21107828193389255
1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,44.22081711,0.270438129,0.556304253,0.221263753,0.239710267,0.149633623,0.398162658,0.385614561,0.467408329,0.306877932,0.11772533,50,50,0.15,-2.08685879941834,1.371247994192493,0.25403512376721404,2.08685879941834,0.8226415589798536,0.032803403542150604,0.6157069184481679,0.8226415589798536,0.8226415589798536,1.3912479941924931,1.3912479941924931,1.3912479941924931,1.3912479941924931,1.3912479941924931,1.3912479941924931,0.01,2.08685879941834,1.371247994192493,0.25403512376721404
1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,44.20846294,0.270326161,0.555521393,0.247079559,0.290568188,0.241138111,0.13888929,0.369493017,0.449566041,0.297534671,0.115175314,50,50,0.15,-2.0872965394031104,1.3451533486950942,0.28228980641682977,2.0872965394031104,0.823721577555962,0.03267096356472054,0.6154519991412141,0.823721577555962,0.823721577555962,1.3651533486950942,1.3651533486950942,1.3651533486950942,1.3651533486950942,1.3651533486950942,1.3651533486950942,0.01,2.0872965394031104,1.3451533486950942,0.28228980641682977
