e_vKIL,e_vLIM,e_vMIK,e_vNOV,e_vOSC,e_vPAP,e_vQUE,e_vROM,e_vSIE,e_vTAN,e_vUNI,e_vVIC,e_vWHI,e_vXRA,e_vYAN,e_vZUL,Ao__,L__,M__,B__,E__,K__,G__,I__,Ai__,C__,F__,J__,D__,H__,v_vKIL,v_vLIM,v_vMIK,v_vNOV,v_vOSC,v_vPAP,v_vQUE,v_vROM,v_vSIE,v_vTAN,v_vUNI,v_vVIC,v_vWHI,v_vXRA,v_vYAN,v_vZUL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2936658945062302,0.20133700081530684,0.08130529057804925,0.20357584803239562,0.25497407614782014,46.7596739894177,0.27484028095481344,0.20816675530310427,0.1866096091320168,0.15563788649224453,0.20073763800075622,2.04825304920755,0.5652402819510877,0.13214965252780358,0.6754315573643295,0.5652402819510876,0.5652402819510878,1.0177318434456033,1.0177318434456033,1.017731843445603,1.0177318434456037,1.0177318434456033,1.0177318434456033,0.13821899398268372,2.0482530492075495,0.741293855480236,0.11274872045657185
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.3398384660725792,0.22293114364984834,0.08645004856261503,0.22509910456231136,0.28003440858234324,39.55276831920369,0.31221340448932,0.23040608008621166,0.20198154505383906,0.1725388318921084,0.22171198066468592,2.316213094590177,0.6000288409236538,0.15292730973266067,0.7816284719669322,0.6000288409236538,0.6000288409236538,1.0752162414033928,1.0752162414033928,1.0752162414033928,1.0752162414033928,1.0752162414033923,1.0752162414033926,0.14696508255644555,2.316213094590179,0.7812860762905015,0.12484144044391508
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2734327643522005,0.33307221269211007,0.10755421126125084,0.33260486766642916,0.399178907746067,44.550805578380164,0.506924518911027,0.342957115651534,0.2704854572976088,0.26042026014379654,0.32453254615099375,2.1260624938256263,0.7452270338470119,0.12304474395849022,0.628895358010061,0.7452270338470125,0.7452270338470123,1.3039336285864427,1.3039336285864431,1.3039336285864427,1.3039336285864433,1.3039336285864431,1.3039336285864431,0.1828421591441264,2.1260624938256276,0.93824931029819,0.18652043910758165
1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.26884673153135735,0.18936266368487056,0.07826749908913032,0.1915880589591095,0.24083132677803534,44.0451187721512,0.2543347862262284,0.19581603738486542,0.17776310458854724,0.1463033571278994,0.18900378022645098,2.1443872325601214,0.5447491799510646,0.36294308756733246,0.6183474825221219,0.5447491799510735,0.5447491799510771,0.9834552682386265,0.9834552682386263,0.9834552682386262,0.9834552682386266,0.9834552682386288,0.9834552682386302,0.13305474845152154,2.144387232563529,0.7173457713355829,0.10604309166352753
1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.15853422876773138,0.13160750791895337,0.06136812856062231,0.13334871924447297,0.17022909819005855,31.11687514587325,0.15887584434851806,0.1361111485920607,0.1315169958537979,0.10157755623593616,0.1315479347726961,2.6899836820096477,0.4308709219856602,0.07134040294547912,1.0938861784973464,0.4308709219855746,0.4308709219856292,0.788041639536654,0.7880416395366557,0.7880416395366578,0.7880416395366358,0.7880416395366201,0.7880416395366839,0.10432581855305793,2.689983681903627,0.5793900024307744,0.07370020443461389
1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2883314675486205,0.23090250919253935,0.0882493810308069,0.2330110920467135,0.28914073950565927,46.18068898208666,0.132610866770208,0.23860350932319851,0.20747574231529964,0.17880140196771763,0.22939093867547572,2.0683045024672673,0.6122305913467339,0.12974916039687923,0.6631623753618271,0.6122305913467339,0.612230591346734,1.0951557775456457,1.095155777545646,1.0951557775456455,1.0951557775456455,1.0951557775456455,1.0951557775456457,0.15002394775237174,2.0683045024672677,0.7951078820409022,0.12930540514782204
1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.29287710575724407,0.20550782647325452,0.08233133287182393,0.20774281205554856,0.2598589831947536,46.674207776462595,0.2545996322330882,0.21246570962411165,0.18963586978295158,0.08411593089254993,0.20480782251120294,2.05119788935268,0.5721685052785956,0.13179469759075985,0.6736173432416613,0.5721685052785956,0.5721685052785958,1.0292526277321685,1.0292526277321687,1.0292526277321687,1.029252627732169,1.0292526277321687,1.0292526277321687,0.13996326588210067,2.0511978893526774,0.7493260959679676,0.11508438282502255
1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2948435083466407,0.10196991672384971,0.08442882112216982,0.2164533796888235,0.2700187745691222,46.88717614729516,0.2625213158529357,0.22146234954276442,0.19588319118087583,0.11156842421011605,0.2133014842447994,2.043869417750282,0.5549097005997462,0.13267957875598832,0.6781400691972735,0.5549097005997463,0.5549097005997463,1.052716247834137,1.0527162478341368,1.052716247834137,1.0527162478341368,1.0527162478341368,1.0527162478341368,0.1435289959076887,2.0438694177502823,0.7656582560187595,0.057103153365355847
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2942673164132945,0.15031692073923775,0.0829108660743824,0.2101234708207822,0.26264263857276465,46.82480490276595,0.2684951660286591,0.0999327658426327,0.1913537946598144,0.13292388440012934,0.20713117406877712,2.046012358569292,0.5599624106821542,0.13242029238598255,0.6768148277505773,0.5599624106821544,0.5599624106821544,1.0357473457503357,1.0357473457503357,1.0357473457503354,1.0357473457503357,1.0357473457503352,1.0357473457503357,0.14094847232645008,2.0460123585692913,0.7538504010974356,0.08417747561397315
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.28490511899536036,0.21791703497476972,0.0944414162594403,0.12107368484247469,0.3219012842849232,45.80755357968226,0.3625312276015005,0.19020503238797565,0.2268629443788802,0.17989679745086537,0.2572664269030491,2.081354710983973,0.6425838600574035,0.12820730354791215,0.6552817736893288,0.6425838600574036,0.6425838600574035,1.1631341805289364,1.163134180528936,1.1631341805289355,1.1631341805289361,1.163134180528936,1.1631341805289357,0.1605504076410485,2.081354710983973,0.8420333652468391,0.12203353958587106
