,r,p-value,lower,upper
0.1x-prior,0.3085655314757482,0.21282870595868372,-0.245890367581544,0.7479818527253669
0.2x-prior,0.32920536635706915,0.18221199775917413,-0.16010316310000855,0.7683254020258576
0.3x-prior,0.2280701754385965,0.3627002084947103,-0.3830454182883316,0.6882016632016631
0.4x-prior,0.24458204334365324,0.3280041243603068,-0.33548041950057905,0.6981603773584906
0.5x-prior,0.23219814241486067,0.3538383254251315,-0.3489380701493606,0.6892838715831415
1.5x-prior,0.1496388028895769,0.5534228921214379,-0.4041689287884076,0.6608825796002246
3x-prior,0.1929824561403509,0.4429441508248102,-0.37580253491845805,0.6839668393438635
5x-prior,0.1929824561403509,0.4429441508248102,-0.363170421654614,0.7283557911667679
7x-prior,0.1826625386996904,0.46816133789331504,-0.37897264036919015,0.6754483719790824
10x-prior,0.09184726522187822,0.7170028416617739,-0.4466903882850515,0.5846599277884227
0.1x-post,0.894736842105263,5.422110534660314e-07,0.6864068768667927,0.974871077397283
0.2x-post,0.894736842105263,5.422110534660314e-07,0.6871413830943008,0.9852650868007715
0.3x-post,0.6367389060887513,0.004489848099432227,0.18262166093048443,0.9302544059814536
0.4x-post,0.4757481940144479,0.0459785720312123,-0.020884225571725572,0.7956640110047574
0.5x-post,0.7007223942208461,0.0011989848082819942,0.24881547852617383,0.9417616330898728
1.5x-post,0.869969040247678,2.7112999008437107e-06,0.622364939706385,0.9854329752462208
3x-post,0.6470588235294118,0.0037015338197611426,0.19495906386821904,0.9292403746097815
5x-post,0.7481940144478844,0.00035556828754260204,0.3479991456361725,0.927248854321694
7x-post,0.7316821465428276,0.0005580324697729898,0.26741298945159336,0.9497973258330107
10x-post,0.6615067079463364,0.002791461831762223,0.2538857729988678,0.9060640454168638
