,r,p-value,lower,upper
0.1x,0.479876160990712,0.04386464036882083,-0.07668215715605613,0.7910353308824729
0.2x,0.42002063983488136,0.08267356720316324,-0.013665449399435252,0.7469202421405781
0.3x,0.7275541795665634,0.0006215020932519374,0.4105655058704642,0.9104480481072557
0.4x,0.7977296181630547,7.304134709663055e-05,0.4729000327225132,0.9332655543969411
0.5x,0.8472652218782251,9.11494735308722e-06,0.6148148148148148,0.9374364572471323
1.5x,0.6243550051599587,0.0056112726298920695,0.15681328833643834,0.9033764758513008
3x,0.4447884416924664,0.0643852241036506,-0.017856545446645805,0.7681473680773249
5x,0.4984520123839009,0.03525363586497097,0.07930380463295753,0.7912946894572025
7x,0.6346749226006192,0.004662842748871141,0.2569595916121405,0.8326577527767015
10x,0.40763673890608876,0.09312305169960118,-0.041882909084576175,0.7340975561719378
