,r,p-value,lower,upper
0.1x,0.18928571428571428,0.49926303323854526,-0.3983709804695205,0.6407762640997954
0.2x,0.2178571428571428,0.43539267351553756,-0.3699973739495797,0.7080557398805573
0.3x,0.42857142857142855,0.11096021426087677,-0.08337477396021702,0.7673147358057106
0.4x,0.682142857142857,0.0050863264689772515,0.3146843435604888,0.8261542725904808
0.5x,0.782142857142857,0.0005697096277734958,0.41662906137184125,0.9201631435323611
1.01x,0.04285714285714285,0.8794603130258999,-0.6851223362273083,0.6058633551977471
1.5x,0.6678571428571428,0.006509956694715437,0.11056994297215701,0.9566806517709046
3x,0.6071428571428571,0.01638130676830708,0.17304393779254112,0.8043566711219436
5x,0.4142857142857142,0.12471544223657097,-0.16636197440585013,0.8047571286936299
7x,0.23928571428571427,0.3903793119202358,-0.3117398954107814,0.7011007456391916
10x,0.6107142857142855,0.01559283142117561,0.12109914013970663,0.8917016294272612
