,r,p-value,lower,upper
0.5x-pr,0.32520552318620805,0.007247756228925986,0.07653899030150495,0.536289677808603
1.5x-pr,-0.005347593582887701,0.965742596230482,-0.24060943756531053,0.22895565554858086
0.5x-post,0.436746747545694,0.00021984872461975873,0.21653888373205504,0.6279264858552563
1.5x-post,0.16250299305610985,0.1888917008726809,-0.09416756048346958,0.4031343972705361
