,r,p-value,lower,upper
0.1x-prior,0.2821428571428571,0.30828445682005556,-0.31524372068992934,0.7718092885375496
0.2x-prior,0.2607142857142857,0.34797945986279355,-0.30915349143610016,0.7482094599070037
0.3x-prior,0.2678571428571428,0.3344436005123538,-0.35872826086956533,0.7546481092436972
0.4x-prior,0.3,0.27731678036838386,-0.34561243144424136,0.757820304245006
0.5x-prior,0.27499999999999997,0.3212111733193767,-0.3186872586872586,0.7423774954627949
1.5x-prior,0.25,0.36884629178393047,-0.30813596598406723,0.7289471830158989
3x-prior,0.2071428571428571,0.4588428049634704,-0.38414286860259916,0.6948591131098538
5x-prior,0.2071428571428571,0.4588428049634704,-0.38319958011648386,0.696581585085452
7x-prior,0.2071428571428571,0.4588428049634704,-0.4150556481909316,0.7045416196595868
10x-prior,0.2071428571428571,0.4588428049634704,-0.39453357001841494,0.7034940691077872
0.1x-post,0.3107142857142856,0.2596673973372179,-0.32144160583941606,0.7689705581478231
0.2x-post,0.6678571428571428,0.006509956694715437,0.25669475226669103,0.8694129375725351
0.3x-post,0.6392857142857141,0.010288446619594207,0.14498006572921723,0.8866648018834311
0.4x-post,0.6321428571428571,0.011457541540078888,0.2057171781756181,0.869885768011112
0.5x-post,0.6607142857142856,0.007330569830891703,0.19837995961035876,0.8985507246376813
1.5x-post,0.5607142857142856,0.02967649609447467,0.06327136075949367,0.8844121782392386
3x-post,0.5821428571428571,0.022793687126414258,0.00536320707324425,0.9270172347556531
5x-post,0.5642857142857142,0.028432522148708533,0.0054249547920434,0.9597230841878034
7x-post,0.7214285714285712,0.002398868072673344,0.24636341718235155,0.9589101652444806
10x-post,0.825,0.00015323557090564586,0.4126332298974635,0.9891505800327718
