,r,p-value,lower,upper
0.1x-prior,0.06428571428571428,0.8199479653196377,-0.6197025819806079,0.6752295252126163
0.2x-prior,0.06428571428571428,0.8199479653196377,-0.6462434446683302,0.646845615569648
0.3x-prior,0.06428571428571428,0.8199479653196377,-0.6838721186256388,0.641394927536232
0.4x-prior,0.06428571428571428,0.8199479653196377,-0.6337676702365439,0.6927758181235142
0.5x-prior,0.06428571428571428,0.8199479653196377,-0.620253164556962,0.6886314170934802
1.5x-prior,0.06428571428571428,0.8199479653196377,-0.6325636506071287,0.6591897233201579
3x-prior,0.06428571428571428,0.8199479653196377,-0.6493930644500614,0.6871739019014914
5x-prior,0.06428571428571428,0.8199479653196377,-0.6503207412687099,0.670404459424423
7x-prior,0.06428571428571428,0.8199479653196377,-0.695131315838298,0.6929616087751371
10x-prior,0.06428571428571428,0.8199479653196377,-0.6288275515902564,0.6691594761433785
0.1x-post,0.05714285714285713,0.8396998687415758,-0.43078562848959223,0.587594045749132
0.2x-post,0.05714285714285713,0.8396998687415758,-0.47928845164822403,0.581727578081917
0.3x-post,0.05714285714285713,0.8396998687415758,-0.5009635561863247,0.5412067477909015
0.4x-post,0.05714285714285713,0.8396998687415758,-0.47495325039607306,0.5661844484629294
0.5x-post,0.05714285714285713,0.8396998687415758,-0.46912834224598937,0.5911176290031037
1.5x-post,0.05714285714285713,0.8396998687415758,-0.5127493812902162,0.575488065007618
3x-post,0.05714285714285713,0.8396998687415758,-0.4706125202374528,0.5613345521023766
5x-post,0.05714285714285713,0.8396998687415758,-0.49833131307807843,0.6032597464084901
7x-post,0.05714285714285713,0.8396998687415758,-0.4359204144117089,0.5914081570805816
10x-post,0.05714285714285713,0.8396998687415758,-0.5254796269897839,0.613795159292735
