,r,p-value,lower,upper
0.1x-prior,0.32507739938080493,0.18808478142236895,-0.2790011102403344,0.7412317327766178
0.2x-prior,0.29411764705882354,0.23614329729664102,-0.25043083393716187,0.7469338593636154
0.3x-prior,0.28792569659442724,0.2466148887955486,-0.2705614721060844,0.7448810351385737
0.4x-prior,0.283797729618163,0.253756417908756,-0.25387840670859535,0.7337167696025777
0.5x-prior,0.2776057791537668,0.26470972815378374,-0.3196076327239381,0.7045012331256487
1.5x-prior,0.25696594427244585,0.30330908061762435,-0.325584420298623,0.7048399864299446
3x-prior,0.24458204334365324,0.3280041243603068,-0.3195363296751594,0.7041448058761804
5x-prior,0.24664602683178533,0.32380881293776365,-0.2816901710223434,0.772427741519042
7x-prior,0.24664602683178533,0.32380881293776365,-0.3305353716736841,0.7732510605518479
10x-prior,0.24458204334365324,0.3280041243603068,-0.340295042915937,0.7232971388347221
0.1x-post,0.0608875128998968,0.8103299008966292,-0.5169139807821862,0.5937704088296761
0.2x-post,-0.06501547987616099,0.7977151313810279,-0.6978671140266104,0.49426661409420036
0.3x-post,-0.052631578947368425,0.8356904320597222,-0.6706043223486104,0.507479110663824
0.4x-post,-0.009287925696594427,0.9708223763257615,-0.6092831565508617,0.5213963603401688
0.5x-post,0.040247678018575844,0.8740147776078566,-0.5325636178976471,0.5833441727367326
1.5x-post,0.5521155830753354,0.017512914698683386,0.04364086599688695,0.8690958933900104
3x-post,0.44685242518059853,0.06301029106386723,-0.14751425056118744,0.8561075912625773
5x-post,0.1929824561403509,0.4429441508248102,-0.35068325365798936,0.6405241319997241
7x-post,0.17234262125902994,0.49407642787678374,-0.34250029297002155,0.6671962269643442
10x-post,0.17440660474716205,0.48883870995933687,-0.3701337274774775,0.6749544144268605
