,r,p-value,lower,upper
0.1x-prior,0.33571428571428563,0.22121153763932594,-0.3768441558441558,0.8119349005424954
0.2x-prior,0.2714285714285714,0.3277893068411728,-0.43945042993014666,0.7739401374061793
0.3x-prior,0.2178571428571428,0.43539267351553756,-0.4728321678321679,0.7346004653481802
0.4x-prior,0.22142857142857136,0.42771371901637,-0.49362272887412556,0.7363433813892527
0.5x-prior,0.1928571428571428,0.4910487016052232,-0.5067060160168482,0.7484238715117655
1.5x-prior,0.08214285714285713,0.7710285652881772,-0.5926991091610158,0.6596620553359684
3x-prior,0.0857142857142857,0.7613341261907667,-0.6459047195732989,0.6383779385171789
5x-prior,0.0857142857142857,0.7613341261907667,-0.7067934782608697,0.669136945321589
7x-prior,0.07142857142857141,0.8002959873970544,-0.7614939240905865,0.6848019831491934
10x-prior,0.07857142857142857,0.7807545523090464,-0.661397862921289,0.669799000152902
0.1x-post,-0.18214285714285713,0.5158816817070392,-0.7268130791161795,0.4297591099656014
0.2x-post,-0.05357142857142857,0.8496099367776072,-0.637904886354637,0.56846150816573
0.3x-post,-0.25,0.36884629178393047,-0.8442099418193256,0.4131454423061693
0.4x-post,0.7964285714285713,0.00038046767853463354,0.3562753864051854,0.9672146050670639
0.5x-post,0.7321428571428571,0.0019129636009785611,0.3747265181086023,0.9565237046937656
1.5x-post,0.825,0.00015323557090564586,0.48333444537114273,0.9777466873485606
3x-post,0.8142857142857142,0.000219365827727102,0.4508432601880878,0.9565237046937656
5x-post,0.8142857142857142,0.000219365827727102,0.4393448956107184,0.9600072202166067
7x-post,0.6178571428571428,0.014103928406489474,0.09721001412651077,0.8913141579029982
10x-post,0.3214285714285714,0.2427190468016684,-0.2582727272727273,0.7895550239234448
