,r,p-value,lower,upper
0.1x-prior,0.2821428571428571,0.30828445682005556,-0.31524372068992934,0.7718092885375496
0.2x-prior,0.2607142857142857,0.34797945986279355,-0.30915349143610016,0.7482094599070037
0.3x-prior,0.2678571428571428,0.3344436005123538,-0.35872826086956533,0.7546481092436972
0.4x-prior,0.3,0.27731678036838386,-0.34561243144424136,0.757820304245006
0.5x-prior,0.27499999999999997,0.3212111733193767,-0.3186872586872586,0.7423774954627949
1.5x-prior,0.25,0.36884629178393047,-0.30813596598406723,0.7289471830158989
3x-prior,0.2071428571428571,0.4588428049634704,-0.38414286860259916,0.6948591131098538
5x-prior,0.2071428571428571,0.4588428049634704,-0.38319958011648386,0.696581585085452
7x-prior,0.2071428571428571,0.4588428049634704,-0.4150556481909316,0.7045416196595868
10x-prior,0.2071428571428571,0.4588428049634704,-0.39453357001841494,0.7034940691077872
0.1x-post,0.021428571428571425,0.9395779040128779,-0.48670309653916205,0.5604882459312838
0.2x-post,0.30357142857142855,0.27135583600386853,-0.23224504475703328,0.7133522054762091
0.3x-post,0.35,0.2009453508162933,-0.19147540983606556,0.7717471227621485
0.4x-post,0.42499999999999993,0.11429547548052224,-0.21301882932173524,0.8494098998294971
0.5x-post,0.5357142857142856,0.03956697222954947,-0.07613578079381364,0.841371845287796
1.5x-post,0.5964285714285712,0.018931924687865174,0.16359827786057293,0.8529727872457394
3x-post,0.35,0.2009453508162933,-0.21855296080066725,0.7879968612216368
5x-post,0.6071428571428571,0.01638130676830708,0.10142675462999765,0.8881017117228058
7x-post,-0.03214285714285714,0.9094621170945906,-0.5775956284153004,0.5381818181818183
10x-post,0.2178571428571428,0.43539267351553756,-0.4530625734430084,0.8344975119523853
