,r,p-value,lower,upper
0.1x-prior,0.27499999999999997,0.3212111733193767,-0.40854866784960087,0.7734510947198918
0.2x-prior,0.1928571428571428,0.4910487016052232,-0.4438517608517609,0.694967702990287
0.3x-prior,0.10357142857142855,0.7133796306287292,-0.6182848266841073,0.6727272727272728
0.4x-prior,0.08928571428571427,0.751672517350277,-0.6183471193465051,0.706676375210185
0.5x-prior,0.08928571428571427,0.751672517350277,-0.5732442027443889,0.7001828153564901
1.5x-prior,0.075,0.7905107941552678,-0.625528564331843,0.6642335766423356
3x-prior,0.1464285714285714,0.602549920983054,-0.5200395683453238,0.7101314203442041
5x-prior,0.1464285714285714,0.602549920983054,-0.6043955228412011,0.7080311698559872
7x-prior,0.16785714285714282,0.5498555542278019,-0.5467901063836965,0.7338629444384038
10x-prior,0.1714285714285714,0.5412721760996331,-0.49364577662170067,0.6882167468897126
0.1x-post,0.5428571428571428,0.036521822554837366,-4.5372050816694337e-05,0.8548420791497472
0.2x-post,0.6178571428571428,0.014103928406489474,0.11371231300345225,0.8586956521739133
0.3x-post,0.7392857142857142,0.0016355111435407642,0.3281250440941993,0.9312044571289777
0.4x-post,0.8535714285714284,5.17314356670977e-05,0.5767958244287358,0.9636412954134475
0.5x-post,0.9392857142857142,2.0945801936685517e-07,0.7516859134982024,0.9855334538878842
1.5x-post,0.9785714285714284,2.6454560123987495e-10,0.8639041702447404,1.0
3x-post,0.9749999999999999,7.14370596522927e-10,0.8191681735985533,1.0
5x-post,0.9607142857142855,1.3027489790343411e-08,0.7612803287135341,1.0
7x-post,0.932142857142857,4.2412182315433434e-07,0.7062341738052909,0.9963099630996312
10x-post,0.8964285714285712,6.066143021729969e-06,0.6260263982841114,0.9745477602108039
