,r,p-value,lower,upper
0.1x-prior,-0.06906047031701276,0.5786826871698149,-0.3243629998617915,0.19915202539434526
0.2x-prior,-0.007323083677071277,0.9530996651447079,-0.28121587526303043,0.252426421749244
0.3x-prior,0.003052947690986118,0.9804384481672015,-0.2444235421899103,0.2566262533661996
0.4x-prior,-0.06506968902160609,0.600869874514837,-0.3258215047087779,0.18444840113052863
0.5x-prior,-0.04938591853065779,0.6914588362419153,-0.30712303985948025,0.2143051731919339
1.5x-prior,0.04266145204789752,0.7317612717600626,-0.2463184882230886,0.30747255928005135
3x-prior,0.15308637049180063,0.21616511923776807,-0.11704661513186139,0.41385831319084515
5x-prior,0.021649988527581297,0.8619454889169842,-0.2382575567645258,0.2949131233068476
7x-prior,0.4010136584689412,0.0007709949641073073,0.15116980439141786,0.5999372889019721
10x-prior,0.09188773932673905,0.4595756091652473,-0.18663647323489524,0.3407085930887627
0.1x-post,0.21131186959178427,0.08606068581127196,-0.07562041234624443,0.46095054487672743
0.2x-post,0.3111213097899056,0.01038750404850183,0.04905937179177711,0.5592004815172772
0.3x-post,0.39997605533213554,0.0007979796821180855,0.14813808809554596,0.6211586123915633
0.4x-post,0.252317147402088,0.039408488150422874,-0.0020019993975642506,0.4780121342831809
0.5x-post,0.3533637298017854,0.003354454196967632,0.09405133745652271,0.586363696817888
1.5x-post,0.3846913629707279,0.0013079215892003373,0.16801921263218947,0.6031267530216808
3x-post,0.4229629555936781,0.0003626498805789951,0.17293384485522192,0.5985607121989017
5x-post,0.4221847532410737,0.00037280825465677784,0.1814720453579276,0.6139731403874812
7x-post,0.31902305675481085,0.008505480424971314,0.07302298495491559,0.5589837112053662
10x-post,0.313755225444874,0.009723484737832813,0.052963519994095654,0.53891585423131
