,r,p-value,lower,upper
0.1x,0.28998968008255926,0.2430922860390451,-0.2606653827604635,0.7166819371727748
0.2x,0.09184726522187822,0.7170028416617739,-0.38306143975166146,0.5607559521991614
0.3x,0.2528379772961816,0.31141340050989863,-0.26177415780141844,0.6698358227943071
0.4x,0.2776057791537668,0.26470972815378374,-0.18917617294709868,0.7196271458178547
0.5x,0.3519091847265222,0.152106939189977,-0.12185223725286161,0.7253668763102724
1.5x,0.347781217750258,0.15730765714242578,-0.19078685357149897,0.722634960462287
3x,0.04643962848297213,0.8548139516870752,-0.5148684840209513,0.5410751565762
5x,0.4324045407636739,0.0731081920707255,-0.059847873017845214,0.7994148927440136
7x,0.632610939112487,0.004841232347066894,0.23899352477477478,0.8834766733303351
10x,0.38080495356037153,0.11898433684768554,-0.16286842842406674,0.7748291285038286
