,r,p-value,lower,upper
0.1x-prior,0.15714285714285714,0.5759526006037947,-0.5351061076604554,0.7127791270101741
0.2x-prior,0.15714285714285714,0.5759526006037947,-0.5683317678631332,0.7022467133562749
0.3x-prior,0.15714285714285714,0.5759526006037947,-0.5624619209904019,0.6916603673054827
0.4x-prior,0.15714285714285714,0.5759526006037947,-0.564067513368984,0.7079352662697849
0.5x-prior,0.15714285714285714,0.5759526006037947,-0.5772977941176471,0.7340939734422882
1.5x-prior,0.15714285714285714,0.5759526006037947,-0.5365383177697127,0.7185454138444476
3x-prior,0.15714285714285714,0.5759526006037947,-0.5539548446505919,0.7012417549905148
5x-prior,0.15714285714285714,0.5759526006037947,-0.5892370540851554,0.7153672155470477
7x-prior,0.15714285714285714,0.5759526006037947,-0.6583185927996055,0.7329183670799979
10x-prior,0.15714285714285714,0.5759526006037947,-0.5805379333600008,0.704958125445474
0.1x-post,-0.10714285714285714,0.7039010016261615,-0.6234290749014975,0.5661651204235133
0.2x-post,-0.10714285714285714,0.7039010016261615,-0.6189263695152233,0.5363506771204563
0.3x-post,-0.10714285714285714,0.7039010016261615,-0.6116709476725543,0.532237869325006
0.4x-post,-0.10714285714285714,0.7039010016261615,-0.6257330324999584,0.5000905797101449
0.5x-post,-0.10714285714285714,0.7039010016261615,-0.6104526779066057,0.47136599610642416
1.5x-post,-0.10714285714285714,0.7039010016261615,-0.6137913644642613,0.4829322702613841
3x-post,-0.10714285714285714,0.7039010016261615,-0.6241276032947164,0.5074620921885711
5x-post,-0.10714285714285714,0.7039010016261615,-0.6344441207786731,0.5279650238473766
7x-post,-0.10714285714285714,0.7039010016261615,-0.6394417368187859,0.5144927536231885
10x-post,-0.10714285714285714,0.7039010016261615,-0.608020925294467,0.5345876152832675
