,r,p-value,lower,upper
0.1x-prior,0.2528379772961816,0.31141340050989863,-0.33824004411706776,0.6802995988523458
0.2x-prior,0.2528379772961816,0.31141340050989863,-0.27856376931636767,0.6821768761356686
0.3x-prior,0.2528379772961816,0.31141340050989863,-0.292541569112036,0.6982595765110716
0.4x-prior,0.2528379772961816,0.31141340050989863,-0.2823079846742623,0.6966813124816151
0.5x-prior,0.2528379772961816,0.31141340050989863,-0.36679305734833123,0.6670762808720924
1.5x-prior,0.2528379772961816,0.31141340050989863,-0.3195882507551179,0.6768625393494228
3x-prior,0.2528379772961816,0.31141340050989863,-0.2754682287941737,0.6767718127207177
5x-prior,0.2528379772961816,0.31141340050989863,-0.32423026315789477,0.6827814310404119
7x-prior,0.2528379772961816,0.31141340050989863,-0.29728126886559464,0.7134050880626224
10x-prior,0.2528379772961816,0.31141340050989863,-0.331945889698231,0.7047949707647037
0.1x-post,0.31888544891640863,0.1971279138888988,-0.21646469563435128,0.7021860243966422
0.2x-post,0.31888544891640863,0.1971279138888988,-0.18311145130439405,0.7063541666666666
0.3x-post,0.31888544891640863,0.1971279138888988,-0.17408745636091255,0.7052746111700249
0.4x-post,0.31888544891640863,0.1971279138888988,-0.20955708009344823,0.7179087865649525
0.5x-post,0.31888544891640863,0.1971279138888988,-0.1299881624595851,0.7119295215818294
1.5x-post,0.31888544891640863,0.1971279138888988,-0.20915712799167538,0.6887568592105613
3x-post,0.31888544891640863,0.1971279138888988,-0.15643652942201988,0.6991882480744365
5x-post,0.31888544891640863,0.1971279138888988,-0.19850716538844176,0.726154924748576
7x-post,0.31888544891640863,0.1971279138888988,-0.16093936892839644,0.715213963963964
10x-post,0.31888544891640863,0.1971279138888988,-0.2515376458112408,0.7178757010752548
