,r,p-value,lower,upper
0.1x-prior,0.16821465428276572,0.5046325110850312,-0.4340814464653642,0.6500091050988553
0.2x-prior,0.11867905056759545,0.6390493358496443,-0.48048077582981524,0.6265789007819483
0.3x-prior,0.1475748194014448,0.5589695952802587,-0.42808709243734216,0.6580556994790571
0.4x-prior,0.23013415892672856,0.35825371050744337,-0.3327798217065233,0.7405239427103127
0.5x-prior,0.23632610939112486,0.34510124880977866,-0.35031003548895906,0.692802152208846
1.5x-prior,0.15583075335397317,0.5369306230900768,-0.4309992121848739,0.6365016658733935
3x-prior,0.16615067079463364,0.509950460343896,-0.422580973031576,0.6921773209804212
5x-prior,0.16202270381836945,0.5206651056985048,-0.38474316842724543,0.6109532186155909
7x-prior,0.1847265221878225,0.4630613329179911,-0.413517745302714,0.6515449555614221
10x-prior,0.1867905056759546,0.4579894347688285,-0.4179359582464836,0.6621744107145566
0.1x-post,0.29205366357069146,0.23960176390544208,-0.2799418953439922,0.7056749523605123
0.2x-post,0.24871001031991744,0.31964521777772886,-0.275089656964657,0.7125394611713248
0.3x-post,0.2714138286893705,0.27595238461589006,-0.213082226627603,0.6594576577631227
0.4x-post,0.3312693498452013,0.17932214439926797,-0.17593187320034356,0.7380892923207018
0.5x-post,0.33952528379772956,0.1680708348883216,-0.22085360301768994,0.7285304970043256
1.5x-post,0.2425180598555212,0.3322310909053102,-0.21218473170456473,0.6625175415800416
3x-post,0.23426212590299278,0.3494541429806418,-0.31878019403379093,0.6816254769337495
5x-post,0.28792569659442724,0.2466148887955486,-0.2558836742244068,0.690100734945601
7x-post,0.25696594427244585,0.30330908061762435,-0.25873119622266016,0.6892423202792747
10x-post,0.3003095975232198,0.22595992422709757,-0.21009470038897737,0.7286322945927926
