e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.75967399,0.293665895,0.274840281,0.155637886,0.201337001,0.208166755,0.203575848,0.200737638,0.254974076,0.186609609,0.081305291,50,50,0.15,2.156061247608736,0.5760739945697929,0.01,0.7849936265194715,0.5760739945697929,0.5760739945697929,0.7277607152417521,0.7277607152417521,0.7277607152417521,0.7277607152417521,0.7277607152417521,0.7277607152417521,0.01,2.1560612476087355,0.7077607152417521,0.4243872738978337
0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.12064796,0.168205859,0.167574957,0.105789481,0.137067993,0.141762609,0.138878217,0.137029592,0.177065364,0.136160568,0.063148589,50,50,0.15,1.3603493185910474,0.4513776846903329,0.01,0.4494858169503572,0.4513776846903329,0.4513776846903329,0.5874303703676829,0.5874303703676829,0.5874303703676829,0.5874303703676829,0.5874303703676829,0.5874303703676829,0.01,1.3603493185910474,0.5674303703676828,0.31532499901298294
1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.40059014,0.318263186,0.109209756,0.076558765,0.099118562,0.102476038,0.100394861,0.098814241,0.128950009,0.102614606,0.049810764,50,50,0.15,2.0628899129189335,0.3592678476983953,0.01,0.8468110326102692,0.3592678476983953,0.3592678476983953,0.4784393492598505,0.4784393492598505,0.4784393492598505,0.4784393492598505,0.4784393492598505,0.4784393492598505,0.01,2.0628899129189335,0.45843934925985047,0.24009634613694014
1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.84514546,0.303724075,0.283064458,0.159367467,0.2061121,0.213088413,0.208346148,0.205396774,0.260564944,0.190072001,0.082478659,50,50,0.15,2.1171602047970177,0.5841492334232129,0.01,0.7615054856869024,0.5841492334232129,0.5841492334232129,0.73652854446672,0.73652854446672,0.73652854446672,0.73652854446672,0.73652854446672,0.73652854446672,0.01,2.1171602047970173,0.71652854446672,0.4317699223797058
1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.50067791,0.465941262,0.409981851,0.216526819,0.278541266,0.287436336,0.279884684,0.274523913,0.341958916,0.238456744,0.098032828,50,50,0.15,1.6123434515461443,0.6920649801375802,0.01,0.45513923570428205,0.6920649801375802,0.6920649801375802,0.8495038961604021,0.8495038961604021,0.8495038961604021,0.8495038961604021,0.8495038961604021,0.8495038961604021,0.01,1.6123434515461443,0.8295038961604021,0.5346260641147583
1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.25932689,0.307581239,0.593584271,0.106228743,0.137637266,0.142351742,0.139454476,0.137600613,0.177776247,0.136641247,0.063331755,50,50,0.15,2.1025421986671065,0.45263717072690907,0.01,0.8199525139700988,0.45263717072690907,0.45263717072690907,0.5888911994477646,0.5888911994477646,0.5888911994477646,0.5888911994477646,0.5888911994477646,0.5888911994477646,0.01,2.1025421986671065,0.5688911994477646,0.31638314200605355
1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.17807348,0.297534102,0.370424621,0.500832856,0.181822955,0.188033321,0.184022164,0.181580047,0.231836691,0.172069213,0.076281206,50,50,0.15,2.140964277119875,0.5415481628817509,0.01,0.7947080571190619,0.5415481628817509,0.5415481628817509,0.6898152263259713,0.6898152263259713,0.6898152263259713,0.6898152263259713,0.6898152263259713,0.6898152263259713,0.01,2.1409642771198745,0.6698152263259712,0.39328109943753053
1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.23685827,0.288848032,0.330474024,0.356011499,0.635776966,0.155988505,0.152783913,0.150794083,0.194136192,0.147592483,0.067448471,50,50,0.15,2.1751093806371418,0.6193130409570259,0.01,0.7728981698400579,0.6193130409570259,0.6193130409570259,0.6214750285414273,0.6214750285414273,0.6214750285414273,0.6214750285414273,0.6214750285414273,0.6214750285414273,0.01,2.1751093806371413,0.6014750285414273,0.6171510533726244
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.42951948,0.290621403,0.308892247,0.278039196,0.469779968,0.817294939,0.171206083,0.168974539,0.216478873,0.162220612,0.072785969,50,50,0.15,2.168066102975363,0.603366528034952,0.01,0.7773497874702056,0.603366528034952,0.603366528034952,0.6630240547274793,0.6630240547274793,0.6630240547274793,0.6630240547274793,0.6630240547274793,0.6630240547274793,0.01,2.168066102975363,0.6430240547274793,0.5437090013424248
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.78961626,0.312534918,0.14123927,0.110329543,0.169171949,0.254584923,0.443194808,0.111999183,0.145671473,0.114508186,0.05466974,50,50,0.15,2.084004341655115,0.4091931587333467,0.01,0.8324055914608841,0.4091931587333467,0.4091931587333467,0.5187517812933057,0.5187517812933057,0.5187517812933057,0.5187517812933057,0.5187517812933057,0.5187517812933057,0.01,2.0840043416551146,0.49875178129330566,0.29963453617338776
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,47.90028947,0.304237008,0.191930377,0.129006114,0.182299469,0.231576679,0.322919398,0.530277458,0.188837602,0.14406859,0.066135416,50,50,0.15,2.1152068662145993,0.4821112495809062,0.01,0.8115478083168467,0.4821112495809062,0.4821112495809062,0.6111336612963129,0.6111336612963129,0.6111336612963129,0.6111336612963129,0.6111336612963129,0.6111336612963129,0.01,2.1152068662145993,0.5911336612963128,0.3530888378654995
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,47.90117699,0.304245266,0.191874091,0.128986519,0.182285418,0.231596882,0.323024964,0.530587782,1.106392895,0.144037607,0.066123823,50,50,0.15,2.1151754461358108,0.48203830783010687,0.01,0.811568569152852,0.48203830783010687,0.48203830783010687,0.6110421423893343,0.6110421423893343,0.6110421423893343,0.6110421423893343,0.6110421423893343,0.6110421423893343,0.01,2.1151754461358108,0.5910421423893343,0.35303447327087945
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,48.50124611,0.309839011,0.549843874,0.102624642,0.13727324,0.154503218,0.180645288,0.245593881,0.458408554,0.711770509,0.060050712,50,50,0.15,2.094060552135305,0.43280491101202195,0.01,0.8256278205616415,0.43280491101202195,0.43280491101202195,0.5625786844788703,0.5625786844788703,0.5625786844788703,0.5625786844788703,0.5625786844788703,0.5625786844788703,0.01,2.094060552135305,0.5425786844788703,0.30303113754517363
