e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,GLCo,ETOH,GLY,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.92814553,0.240981824,0.369112823,0.575383123,0.693960413,0.698693477,0.655901142,0.615137418,0.710718556,0.424314824,0.146704067,50,50,0.15,2.1117747809557867,1.0046973391031662,0.01,0.5485387209263102,1.0046973391031662,1.0046973391031662,1.646188435388236,1.646188435388236,1.646188435388236,1.646188435388236,1.646188435388236,1.646188435388236,0.01,2.1117747809557863,1.6261884353882359,0.3632062428180964
7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.02140639,0.299534927,0.463751105,0.717307025,0.84063689,0.837779549,0.776313348,0.717459868,0.81392245,0.469605255,0.156593809,50,50,0.15,2.4707083666616922,1.089215299472834,0.01,0.6857465335944293,1.089215299472834,1.089215299472834,1.7384565582357607,1.7384565582357607,1.7384565582357607,1.7384565582357607,1.7384565582357607,1.7384565582357607,0.01,2.4707083666616922,1.7184565582357607,0.4399740407099071
1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37.76306164,0.213450042,0.724812261,1.088107189,1.187149306,1.156119789,1.042023682,0.934585831,1.024801984,0.555867018,0.173846182,50,50,0.15,2.2310274810629442,1.2582755603022326,0.01,0.4813759603803557,1.2582755603022326,1.2582755603022326,1.895218791346471,1.895218791346471,1.895218791346471,1.895218791346471,1.895218791346471,1.895218791346471,0.01,2.231027481062944,1.875218791346471,0.6213323292579942
1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.35385498,0.193060661,0.291070616,0.455009812,0.562192698,0.571158737,0.542728621,0.516282246,0.608161399,0.376858709,0.135625184,50,50,0.15,2.3276942420019333,0.9174300673452467,0.01,0.7001320873283434,0.9174300673452467,0.9174300673452467,1.5406187140270653,1.5406187140270653,1.5406187140270653,1.5406187140270653,1.5406187140270653,1.5406187140270653,0.01,2.3276942420019333,1.5206187140270653,0.2942414206634282
1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.03283662,0.078244571,0.108028683,0.16377882,0.21175302,0.2188997,0.213973595,0.210885482,0.267133495,0.194115361,0.083838078,50,50,0.15,3.0969635019097153,0.5615915002905026,0.01,1.2626860008096064,0.5615915002905026,0.5615915002905026,1.0123553261423446,1.0123553261423446,1.0123553261423446,1.0123553261423446,1.0123553261423446,1.0123553261423446,0.01,3.0969635019097153,0.9923553261423446,0.11082767443866072
1.0,1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.74459296,0.221900863,0.265568216,0.899465841,1.016873854,1.001335274,0.914395847,0.831649494,0.926071093,0.516430844,0.166197599,50,50,0.15,2.193140922783071,1.179286465940575,0.01,0.5019272284212478,1.179286465940575,1.179286465940575,1.8263596742904116,1.8263596742904116,1.8263596742904116,1.8263596742904116,1.8263596742904116,1.8263596742904116,0.01,2.1931409227830705,1.8063596742904116,0.5322132575907385
1.0,1.0,1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.92652823,0.223476091,0.27364981,0.309915285,0.986956835,0.973823925,0.891413307,0.81285766,0.907814896,0.508962898,0.164705357,50,50,0.15,2.186209689359619,1.1646816197421845,0.01,0.5057640348087171,1.1646816197421845,1.1646816197421845,1.8128080042483492,1.8128080042483492,1.8128080042483492,1.8128080042483492,1.8128080042483492,1.8128080042483492,0.01,2.1862096893596186,1.7928080042483492,0.5165552352360199
1.0,1.0,1.0,1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.95885939,0.232465033,0.321339184,0.438452695,0.421855434,1.301826288,1.159787944,1.027608884,1.112327301,0.589591006,0.180096502,50,50,0.15,2.1474086422500154,1.0857756475930624,0.01,0.5258164973284764,1.0857756475930624,1.0857756475930624,1.9507598430950532,1.9507598430950532,1.9507598430950532,1.9507598430950532,1.9507598430950532,1.9507598430950532,0.01,2.147408642250015,1.9307598430950532,0.22079145209107173
1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.23033287,0.234842986,0.334417167,0.475127725,0.492522852,0.326771434,0.990010908,0.892916728,0.985085791,0.540189998,0.170851147,50,50,0.15,2.1373517057218043,1.0630755446090465,0.01,0.5321380805563788,1.0630755446090465,1.0630755446090465,1.8683735974809206,1.8683735974809206,1.8683735974809206,1.8683735974809206,1.8683735974809206,1.8683735974809206,0.01,2.137351705721804,1.8483735974809206,0.2577774917371723
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.47374314,0.236980037,0.346340882,0.509098314,0.559438455,0.442622152,0.260061244,0.785717154,0.881313319,0.498018306,0.162492015,50,50,0.15,2.1283854274299223,1.0427179654735292,0.01,0.5378337309781964,1.0427179654735292,1.0427179654735292,1.7926360308400375,1.7926360308400375,1.7926360308400375,1.7926360308400375,1.7926360308400375,1.7926360308400375,0.01,2.128385427429922,1.7726360308400375,0.29279990010702117
