e_vKIL,e_vLIM,e_vMIK,e_vNOV,e_vOSC,e_vPAP,e_vQUE,e_vROM,e_vSIE,e_vTAN,e_vUNI,e_vVIC,e_vWHI,e_vALP,e_vYAN,e_vZUL,Ao__,L__,Z__,B__,E__,K__,G__,I__,Ai__,C__,F__,J__,D__,H__,v_vKIL,v_vLIM,v_vMIK,v_vNOV,v_vOSC,v_vPAP,v_vQUE,v_vROM,v_vSIE,v_vTAN,v_vUNI,v_vVIC,v_vWHI,v_vALP,v_vYAN,v_vZUL
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2936658945062302,0.20133700081530684,0.08130529057804925,0.20357584803239562,0.25497407614782014,46.7596739894177,0.27484028095481344,0.20816675530310427,0.1866096091320168,0.15563788649224453,0.20073763800075622,2.04825304920755,0.5652402819510877,0.13214965252780358,0.6754315573643295,0.5652402819510876,0.5652402819510878,1.0177318434456033,1.0177318434456033,1.017731843445603,1.0177318434456037,1.0177318434456033,1.0177318434456033,0.13821899398268372,2.0482530492075495,0.741293855480236,0.11274872045657185
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.35623720453136604,0.23041607186675522,0.08814103648672157,0.23252881318899624,0.288587271091601,37.26461422617087,0.32526412074838346,0.23810347574756602,0.2071431616965104,0.178418856771614,0.22892335556016274,2.4104931511553613,0.6114952682719695,0.1603067420391147,0.8193455704221418,0.6114952682719694,0.6114952682719695,1.0939575362985563,1.0939575362985565,1.0939575362985559,1.0939575362985563,1.0939575362985563,1.093957536298556,0.14983976202742666,2.4104931511553684,0.7942780122437029,0.12903300024538294
1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2584522884663345,0.4726028573162676,0.12636054347475661,0.46271023521707694,0.5317689879695445,42.89158881146991,0.7560973022558669,0.48292723448047437,0.33965304666569057,0.37681203589043283,0.4446115221825345,2.1869307198252232,0.8817466630702324,0.11630352980985052,0.5944402634725693,0.8817466630702335,0.881746663070233,1.4988357260433574,1.498835726043357,1.498835726043357,1.4988357260433576,1.498835726043357,1.4988357260433567,0.21481292390708623,2.186930719825223,1.0692098782291841,0.26465760009710987
1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.21038890779252328,0.1598607956381604,0.07014222064571426,0.16191392421585452,0.20524839441905882,37.40516892707363,0.20471755434523764,0.1653407146539905,0.15491366018947092,0.12340349144167476,0.15981275320408483,2.4045603116940755,0.49002125078211123,0.9467500850663548,0.48389448792280354,0.49002125078211095,0.49002125078211106,0.8905204560068523,0.8905204560068527,0.8905204560068521,0.8905204560068523,0.8905204560068523,0.8905204560068521,0.11924177509771425,2.4045603116940724,0.6520369058114238,0.08952204555736984
1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.06778132312039498,0.07316688970117405,0.03919797677857649,0.07404878995916742,0.0953679633150237,18.373810724564684,0.07295821528589137,0.07561261812736718,0.07788417000765764,0.05659345284673558,0.0726309626130164,3.4282123142905023,0.27976985534815535,0.03050159540417774,1.5589704317690845,0.27976985534815535,0.27976985534815546,0.5185662524636532,0.5185662524636534,0.5185662524636533,0.5185662524636533,0.5185662524636532,0.5185662524636534,0.06663656052358004,3.428212314290502,0.38529313141649335,0.040973458232657474
1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2862866524146209,0.2431253338195343,0.09091200033498337,0.24510602306472737,0.30295313609082136,45.95812412907962,0.07458071767622838,0.2511591615580079,0.21572037257573523,0.18843058662770074,0.2410962171198725,2.076076436695134,0.6303288420012979,0.12882899358657943,0.6584593005536281,0.6303288420012986,0.6303288420012979,1.1245074970636564,1.1245074970636566,1.1245074970636564,1.1245074970636566,1.1245074970636564,1.1245074970636564,0.15455040056947172,2.076076436695133,0.8154066959247133,0.1361501869389392
1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.29262644352308154,0.20684735665656212,0.0826574716125903,0.20908013173590875,0.2614233250966796,46.647037631984006,0.24811212302211139,0.21384604810836325,0.1906018833396694,0.06130322811415098,0.20611313171808188,2.0521351544824182,0.5743716146908564,0.1316818995853867,0.6730408201030875,0.5743716146908566,0.5743716146908574,1.0329087096540381,1.0329087096540381,1.0329087096540381,1.032908709654038,1.0329087096540384,1.0329087096540384,0.1405177017414035,2.0521351544824182,0.7518733061712313,0.11583451972767479
1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.29522635689417837,0.07011905933893228,0.08542708618298545,0.22069195654279986,0.2749374454545326,46.92860370492044,0.25860663282009844,0.22584523959877117,0.1988854606650199,0.09759020627022413,0.2174272498726883,2.0424475730586056,0.5515544707430051,0.13285186060238027,0.6790206208566102,0.5515544707430049,0.5515544707430051,1.0638422682562074,1.063842268256208,1.063842268256208,1.063842268256208,1.0638422682562079,1.0638422682562083,0.14522604651107526,2.0424475730586056,0.7733901752340575,0.03926667322980208
1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2944553854777038,0.13448070794298142,0.0834084417262155,0.21218323707769793,0.2650468795542801,46.845165821266455,0.26653422750735123,0.06679431964968559,0.19283375710694958,0.1259106634934965,0.2091401641919401,2.045312499625503,0.5583128029630997,0.1325049234649667,0.6772473865987186,0.5583128029630996,0.5583128029630994,1.0413164094781295,1.04131640947813,1.0413164094781293,1.0413164094781295,1.0413164094781293,1.0413164094781295,0.14179435093456635,2.0453124996255037,0.7577277076089965,0.0753091964480696
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,0.15,0.2812272108036598,0.22482247473919828,0.10013031638573924,0.0890907594973135,0.35404858278532475,45.405910403765226,0.40541734341673213,0.18242587476770583,0.24534938361963662,0.1905967253918419,0.28499479862505117,2.095515444553257,0.6753180299953215,0.12655224486164693,0.6468225848484175,0.6753180299953251,0.6753180299953299,1.2247354741367096,1.2247354741367098,1.2247354741367071,1.2247354741367042,1.224735474136707,1.2247354741367116,0.17022153785575672,2.095515444554031,0.8842923984251976,0.12590058585395106
