e_vGLK,e_vPGI,e_vGLYCO,e_vTreha,e_vPFK,e_vALD,e_vGAPDH,e_vPGK,e_vPGM,e_vENO,e_vPYK,e_vPDC,e_vSUC,e_vGLT,e_vADH,e_vG3PDH,GLCo,ETOH,GLY,G6P,TRIO,ACE,P3G,PEP,GLCi,F6P,BPG,PYR,F16P,P2G,v_vGLK,v_vPGI,v_vGLYCO,v_vTreha,v_vPFK,v_vALD,v_vGAPDH,v_vPGK,v_vPGM,v_vENO,v_vPYK,v_vPDC,v_vSUC,v_vGLT,v_vADH,v_vG3PDH
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.240981824,0.693960413,0.146704067,0.655901142,0.710718556,40.92814553,0.369112823,0.698693477,0.424314824,0.575383123,0.615137418,2.261813467,1.044855255,0.108441821,0.554258196,1.044855255,1.044855255,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,1.701092678,0.249396914,2.261813467,1.20229885,0.388617831
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.286015245,0.808089906,0.154574231,0.750056992,0.791882926,33.88273444,0.44199904,0.807162426,0.460121816,0.685071576,0.695379514,2.559201793,1.114824804,0.12870686,0.657835064,1.114824804,1.114824804,1.77711926,1.77711926,1.77711926,1.77711926,1.77711926,1.77711926,0.262776193,2.559201793,1.251566874,0.452530348
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.220942158,1.03536481,0.167095466,0.928513186,0.937209481,38.63371046,0.603535815,1.018290244,0.520959199,0.919339022,0.843152481,2.353499875,1.237741976,0.099423971,0.508166964,1.237741976,1.237741976,1.895679659,1.895679659,1.895679659,1.895679659,1.895679659,1.895679659,0.284062292,2.353499875,1.327555074,0.579804293
1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.223314911,0.646652496,0.143012493,0.615852222,0.675096979,38.90792668,0.340375012,0.653200611,0.408129318,0.531409859,0.580471389,2.342294504,1.013570785,0.30147513,0.513624295,1.013570785,1.013570785,1.665016172,1.665016172,1.665016172,1.665016172,1.665016172,1.665016172,0.243121238,2.342294504,1.178773696,0.362125398
1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.139799261,0.403469323,0.117860649,0.399107252,0.468369478,28.71473691,0.204613734,0.413964419,0.307377933,0.318363706,0.386485944,2.810977486,0.818838011,0.062909668,0.964614904,0.818838011,0.818838011,1.4117332,1.4117332,1.4117332,1.4117332,1.4117332,1.4117332,0.200363103,2.810977486,1.011006995,0.225942821
1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.227115187,0.920067969,0.16117697,0.839370165,0.865886958,39.34564762,0.292629948,0.911947468,0.491589445,0.797799721,0.769995486,2.324549531,1.177617837,0.102201834,0.52236493,1.177617837,1.177617837,1.839997612,1.839997612,1.839997612,1.839997612,1.839997612,1.839997612,0.27400085,2.324549531,1.291995913,0.515238063
1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,50,50,0.15,0.228193988,0.900839209,0.160109223,0.824234038,0.853533364,39.46958066,0.298341017,0.894063048,0.486409561,0.375444405,0.757446549,2.319556717,1.167177076,0.102687295,0.524846173,1.167177076,1.167177076,1.829884195,1.829884195,1.829884195,1.829884195,1.829884195,1.829884195,0.272185679,2.319556717,1.285512838,0.504469957
1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,50,50,0.15,0.234794134,0.491031532,0.171041666,0.993239069,0.987570918,40.22476247,0.334146497,1.096560082,0.541178134,0.474362481,0.895513876,2.28942797,1.103717591,0.105657361,0.540026509,1.103717591,1.103717591,1.932457524,1.932457524,1.932457524,1.932457524,1.932457524,1.932457524,0.290770832,2.28942797,1.35091586,0.274977658
1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,50,50,0.15,0.236453661,0.542648558,0.164555489,0.889137744,0.905998846,40.41383769,0.343388812,0.412853771,0.508216864,0.500640633,0.810992564,2.281962969,1.087871982,0.106404147,0.54384342,1.087871982,1.087871982,1.871860773,1.871860773,1.871860773,1.871860773,1.871860773,1.871860773,0.279744331,2.281962969,1.312372111,0.303883192
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,50,50,0.15,0.237960913,0.591274574,0.15863878,0.345076765,0.83676869,40.58528935,0.351868534,0.500377789,0.479334259,0.525018585,0.740475901,2.275220569,1.073517957,0.107082411,0.5473101,1.073517957,1.073517957,1.815922153,1.815922153,1.815922153,1.815922153,1.815922153,1.815922153,0.269685926,2.275220569,1.276550302,0.331113762
