,r,p-value,lower,upper
0.1x-prior,0.19091847265221878,0.4479306707266415,-0.37739330894431317,0.6578669482576558
0.2x-prior,0.1826625386996904,0.46816133789331504,-0.35375870082352234,0.730515756475829
0.3x-prior,0.24871001031991744,0.31964521777772886,-0.30682685264906356,0.6897994655203357
0.4x-prior,0.21362229102167182,0.3946884572555506,-0.4276613763560866,0.6871822862356621
0.5x-prior,0.25902992776057787,0.2993048420526305,-0.3277824870495028,0.7105972914480586
1.5x-prior,0.19711042311661509,0.433057670392028,-0.37329443357425235,0.6988048862597991
3x-prior,0.2652218782249742,0.2874842429174512,-0.33543439136125663,0.7215269139432318
5x-prior,0.2260061919504644,0.36717772555501726,-0.3493743482794578,0.7047953910022876
7x-prior,0.20123839009287925,0.42328766928815786,-0.3801370994654981,0.667753762573972
10x-prior,0.14344685242518057,0.5701354475609233,-0.4113165968584096,0.640256929916318
0.1x-post,0.3106295149638803,0.20962534083657888,-0.2703850698938435,0.7209845430107527
0.2x-post,0.26109391124871,0.29533260163380953,-0.3158983742157556,0.7163786061870002
0.3x-post,0.3003095975232198,0.22595992422709757,-0.19876166315284627,0.6999631365267027
0.4x-post,0.32507739938080493,0.18808478142236895,-0.21902634323033862,0.7367475830457575
0.5x-post,0.3766769865841073,0.12337214538125069,-0.20143289962664265,0.7627684180965608
1.5x-post,0.27554179566563464,0.2684251313890622,-0.2516838828357153,0.6709896571690992
3x-post,0.2631578947368421,0.29139239227836833,-0.32150497232304504,0.7278170059075512
5x-post,0.3023735810113519,0.22262935502892162,-0.24820013725468495,0.7232121880144773
7x-post,0.28792569659442724,0.2466148887955486,-0.23404099640529608,0.6725936703263106
10x-post,0.28792569659442724,0.2466148887955486,-0.26204234139701094,0.70617451694094
