,r,p-value,lower,upper
0.1x-prior,0.21775025799793604,0.3853959643781133,-0.3389127122947582,0.6682320738514382
0.2x-prior,0.1929824561403509,0.4429441508248102,-0.39108915318868587,0.6436860471993848
0.3x-prior,0.1867905056759546,0.4579894347688285,-0.40109401130190514,0.7023739506855082
0.4x-prior,0.21568627450980388,0.3900270258208054,-0.3195346032851792,0.7547502047502048
0.5x-prior,0.16408668730650156,0.5152947310342115,-0.4361311698471895,0.6688722820672892
1.5x-prior,0.09597523219814243,0.7048123642968973,-0.46191614319725866,0.6165178911574989
3x-prior,0.15376676986584106,0.5424031647570589,-0.4246611053180396,0.7147231649278166
5x-prior,0.1455108359133127,0.5645405304670836,-0.4027441491733694,0.6649750195924762
7x-prior,0.15583075335397317,0.5369306230900768,-0.405731191278778,0.7183480614065164
10x-prior,0.1826625386996904,0.46816133789331504,-0.41525723536936354,0.7545219987058299
0.1x-post,-0.021671826625386997,0.9319797351987382,-0.6050722163865546,0.5525549187377743
0.2x-post,0.2528379772961816,0.31141340050989863,-0.2330847091194968,0.6966733764635562
0.3x-post,0.41589267285861714,0.08605648033750418,-0.08993195377398869,0.8342985167749071
0.4x-post,0.2053663570691434,0.4136353714020945,-0.3548420874852221,0.7576757848618048
0.5x-post,0.17027863777089783,0.49934109695673956,-0.3271839328443102,0.6412619431900618
1.5x-post,0.5913312693498451,0.009747493195938688,0.07704411264289589,0.8534853441760132
3x-post,0.413828689370485,0.08778525139466084,-0.07830645432557978,0.7456574827383178
5x-post,0.6594427244582043,0.0029088627228155833,0.2761415987667915,0.8415056916927354
7x-post,0.3106295149638803,0.20962534083657888,-0.20274677034993102,0.6996868475991647
10x-post,0.36016511867905054,0.1420624863236748,-0.12997149794497237,0.7627244060629949
