,r,p-value,lower,upper
0.1x-prior,0.23013415892672856,0.35825371050744337,-0.31859220477021527,0.6732921259680186
0.2x-prior,0.19504643962848298,0.43798642970216684,-0.3875883081334724,0.6457423210417808
0.3x-prior,0.12693498452012383,0.6157269826949079,-0.4515305927059819,0.656038382506287
0.4x-prior,0.11042311661506708,0.6626984309773885,-0.41028817717803245,0.659410645435882
0.5x-prior,0.1413828689370485,0.5757540929543488,-0.4576004305915742,0.6587832854345227
1.5x-prior,0.03199174406604747,0.8997186782888817,-0.5244756080002094,0.5486480075901327
3x-prior,0.17234262125902994,0.49407642787678374,-0.41818005385870416,0.7220583058817279
5x-prior,0.17440660474716205,0.48883870995933687,-0.36891280136268345,0.6955477809287754
7x-prior,0.1496388028895769,0.5534228921214379,-0.3773050885686174,0.7088301962133203
10x-prior,0.15995872033023736,0.5260613631447346,-0.42632020591173025,0.7341634228499363
0.1x-post,0.3931888544891641,0.106484795695208,-0.16946888320731587,0.7542250910509886
0.2x-post,0.6780185758513931,0.0019851971899574545,0.30476322925324556,0.9062657076719577
0.3x-post,0.6367389060887513,0.004489848099432227,0.23333333333333336,0.8976073121324117
0.4x-post,0.6780185758513931,0.0019851971899574545,0.2970792774004453,0.8930929215740339
0.5x-post,0.8637770897832818,3.854410891744889e-06,0.6248612579281185,0.958120636998255
1.5x-post,0.7007223942208461,0.0011989848082819942,0.23216490511451474,0.9202539261429756
3x-post,0.2961816305469556,0.23271685741068457,-0.25020245559038656,0.7656427946289017
5x-post,0.4303405572755417,0.07464277608599114,-0.07444699775432219,0.8069005382089494
7x-post,0.43859649122807015,0.06864406996213139,-0.04175365344467641,0.8361770383829206
10x-post,0.5541795665634675,0.017009913077973247,0.06520014106859462,0.8320603797074383
