,r,p-value,lower,upper
0.1x-prior,0.31475748194014447,0.20331354771785815,-0.24678530606196317,0.736933710859427
0.2x-prior,0.27966976264189886,0.2610264770684414,-0.2860611658232137,0.7288913147375737
0.3x-prior,0.2714138286893705,0.27595238461589006,-0.3091633966924986,0.7232138751627613
0.4x-prior,0.24871001031991744,0.31964521777772886,-0.32366535867699947,0.7638269337491082
0.5x-prior,0.2115583075335397,0.3993801361693994,-0.39268903410636663,0.681366692297076
1.5x-prior,0.17853457172342618,0.4784449329228029,-0.41048697193654765,0.6663147880414855
3x-prior,0.2198142414860681,0.3807953913501375,-0.3432221063607924,0.7346463701153788
5x-prior,0.23632610939112486,0.34510124880977866,-0.2879987456369983,0.7060925938423155
7x-prior,0.19711042311661509,0.433057670392028,-0.3542205459770116,0.7212031092028728
10x-prior,0.21775025799793604,0.3853959643781133,-0.3552099122029343,0.7288869379868734
0.1x-post,0.5273477812177503,0.024513917732196133,0.10565716214869994,0.7850097396074457
0.2x-post,0.3312693498452013,0.17932214439926797,-0.11564923836339945,0.6792270421436005
0.3x-post,0.5190918472652218,0.027278528700016964,0.026955978060079013,0.8556057635435607
0.4x-post,0.7007223942208461,0.0011989848082819942,0.3490167326716625,0.8904366974576031
0.5x-post,0.7151702786377709,0.0008492395538531108,0.2774058383241706,0.9490999694447941
1.5x-post,0.44685242518059853,0.06301029106386723,-0.09868657244433572,0.7523423021654031
3x-post,0.2961816305469556,0.23271685741068457,-0.2458920690550364,0.7589599759411079
5x-post,0.42002063983488136,0.08267356720316324,-0.07369299160309532,0.7592209029770641
7x-post,0.32507739938080493,0.18808478142236895,-0.16759256605720185,0.698555337176078
10x-post,0.45098039215686275,0.060326235785684724,-0.023082611797197623,0.753527550352459
