,r,p-value,lower,upper
0.1x-prior,0.23013415892672856,0.35825371050744337,-0.34934046153527654,0.6813020833333333
0.2x-prior,0.27554179566563464,0.2684251313890622,-0.36529656607700317,0.7576713764682234
0.3x-prior,0.25696594427244585,0.30330908061762435,-0.3588214956040699,0.6982985986170946
0.4x-prior,0.24458204334365324,0.3280041243603068,-0.37540072282749637,0.6915086090267741
0.5x-prior,0.22187822497420018,0.3762254210655622,-0.3625484938569051,0.6838137574500314
1.5x-prior,0.1991744066047472,0.428158031919205,-0.3946341950141225,0.6985966735966737
3x-prior,0.25902992776057787,0.2993048420526305,-0.28825644342062,0.7297886671718448
5x-prior,0.46955624355005166,0.04929337692796817,-0.059029478201942626,0.7970757136608451
7x-prior,0.3498452012383901,0.1546923218138582,-0.1867260275460549,0.7664573343920837
10x-prior,0.42002063983488136,0.08267356720316324,-0.11256406903765692,0.7990362896415711
0.1x-post,0.17234262125902994,0.49407642787678374,-0.4131978764414387,0.6596660448411729
0.2x-post,0.653250773993808,0.0032856411027831485,0.1094652073254213,0.9475732157978545
0.3x-post,0.43859649122807015,0.06864406996213139,-0.09610910591016651,0.792892439763382
0.4x-post,0.653250773993808,0.0032856411027831485,0.10913720737499666,0.9624236691022963
0.5x-post,0.7007223942208461,0.0011989848082819942,0.2787217297931798,0.918528695951219
1.5x-post,0.4055727554179567,0.0949534247922293,-0.13097209874104077,0.8732263513513515
3x-post,0.3023735810113519,0.22262935502892162,-0.25996017657930776,0.7467480048260517
5x-post,0.5376676986584108,0.021371414657806453,0.12432694567566942,0.8439125910509886
7x-post,0.5067079463364293,0.031873132260511465,0.03240733438485806,0.7869762874126874
10x-post,0.5025799793601652,0.03353054708616268,-0.030515948742205035,0.8248266328413983
