,r,p-value,lower,upper
0.1x-prior,0.31888544891640863,0.1971279138888988,-0.19249117788590067,0.7502927860896466
0.2x-prior,0.28586171310629516,0.25016959354548063,-0.2561561983094829,0.7265301640572458
0.3x-prior,0.23426212590299278,0.3494541429806418,-0.3672761038658205,0.6819756276652829
0.4x-prior,0.2507739938080495,0.31551339595948574,-0.31924112139570415,0.6998512447862354
0.5x-prior,0.17027863777089783,0.49934109695673956,-0.37530500156070473,0.6337696335078532
1.5x-prior,0.1826625386996904,0.46816133789331504,-0.3683165515293709,0.6768237877726928
3x-prior,0.22187822497420018,0.3762254210655622,-0.3175460945502526,0.7063096709157128
5x-prior,0.1393188854489164,0.5813962095847576,-0.4012892851097445,0.6886905818102955
7x-prior,0.19711042311661509,0.433057670392028,-0.3662285709257536,0.72362407043052
10x-prior,0.2115583075335397,0.3993801361693994,-0.4027852821554834,0.7263984819610291
0.1x-post,0.8431372549019607,1.1129003812786908e-05,0.5839191170214855,0.950001300728408
0.2x-post,0.9009287925696594,3.4061802943964603e-07,0.7123947402938091,0.9688854274835584
0.3x-post,0.8823529411764706,1.2678715297879366e-06,0.6666407061266874,0.9665996841320911
0.4x-post,0.8039215686274509,5.816363864327564e-05,0.5160323948516835,0.935217588854639
0.5x-post,0.6573787409700722,0.0030302895427941658,0.27438574938574944,0.9178146943708992
1.5x-post,0.9318885448916409,1.8782879349938028e-08,0.7907756243530303,0.9813370295794221
3x-post,0.7894736842105263,9.781072774060512e-05,0.3757567300296671,0.9605030137631791
5x-post,0.8307533539731682,1.9612643482449587e-05,0.4915553999377528,0.9768943746600937
7x-post,0.7234262125902993,0.0006909021305997825,0.25957395164151936,0.935086987347295
10x-post,0.6883384932920537,0.0015871002439845348,0.1557619200064027,0.9174646754161009
