ENZYME_ADH,ENZYME_AK,ENZYME_ATPase,ENZYME_ENO,ENZYME_FBA,ENZYME_GPD,ENZYME_GPM,ENZYME_GPP,ENZYME_HXK_GLK1,ENZYME_HXK_HXK1,ENZYME_HXK_HXK2,ENZYME_PDC_PDC1,ENZYME_PDC_PDC5,ENZYME_PDC_PDC6,ENZYME_PFK,ENZYME_PGI,ENZYME_PGK,ENZYME_PGM,ENZYME_PYK,ENZYME_TDH_TDH1,ENZYME_TDH_TDH2,ENZYME_TDH_TDH3,ENZYME_TPI,ENZYME_TPP,ENZYME_TPS,ENZYME_UGP,ENZYME_acetate_branch,ENZYME_succinate_branch,ENZYME_udp_to_utp,ENZYME_HXT,ACE,EtOH,F26bP,GLCx,GLY,SUC,TRH,ADH1,ADH5,CDC19,ENO1,ENO2,FBA1,GLK1,GPD1,GPD2,GPM1,HOR2,HXK1,HXK2,PDC1,PDC5,PDC6,PFK1,PFK2,PGI1,PGK1,PGM1,PGM2,PYK2,RHR2,TDH1,TDH2,TDH3,TPI1,TPS1,TPS2,UGP1,ADP,ATP,AcAld,BPG,DHAP,F16bP,F6P,G1P,G3P,G6P,GAP,GLC,NAD,P2G,P3G,PEP,PYR,T6P,UDP,UTP,EX_ADH,EX_AK,ATPase,ENO,FBA,EX_GPD,GPM,EX_GPP,HXK_GLK1,HXK_HXK1,HXK_HXK2,PDC_PDC1,PDC_PDC5,PDC_PDC6,PFK,PGI,PGK,PGM,PYK,EX_TDH_TDH1,EX_TDH_TDH2,EX_TDH_TDH3,TPI,EX_TPP,EX_TPS,EX_UGP,EX_acetate_branch,EX_succinate_branch,udp_to_utp,EX_HXT
1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.115109823,2.361297719,0.566195947,0.02483808,0.034302595,0.762327295,2.525898247,4.774197844,0.014868159,5.87E-05,0.391058549,0.006800554,0.149167443,0.265284447,0.063454032,0.013364009,0.105691475,0.153517269,0.761730684,2.744473253,0.757642281,6.66E-16,0.541460093,0.77327794,0.417756751,0.062235562,0.77327794,0.062235562,0.000178164,0.018802588,0.511830856,0.742428896,0.008381685,0.006985236,0.417756751,0.417756751,0.77327794,0.056527428,0.77327794,0.054273933,0,0.719004007,0.355521189,0.056527428,0.056527428,0.056527428,0.000153536,0.015482122,0.056527428,0.530811608
1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.120381368,2.462725568,0.519690524,0.02399028,0.031026719,0.689527023,2.317008409,5.154642002,0.013448042,4.71E-05,0.381792883,0.00631143,0.137252837,0.243120295,0.05995987,0.01169952,0.09591065,0.160564087,0.673294338,2.437646013,0.708555727,-6.66E-16,0.508062767,0.722973624,0.390173608,0.057373593,0.722973624,0.057373593,0.000157332,0.017248707,0.477792412,0.694182144,0.007859437,0.006663143,0.390173608,0.390173608,0.722973624,0.052512421,0.722973624,0.050746945,0,0.672226679,0.332800015,0.052512421,0.052512421,0.052512421,0.000148997,0.0142689,0.052512421,0.495198451
1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.16587979,2.36365759,0.555149379,0.026930729,0.031766488,0.705969146,2.520595224,4.780874504,0.014849919,5.85E-05,0.390481223,0.006693771,0.14607888,0.277820365,0.062611814,0.01333506,0.105568774,0.151485967,0.734820827,2.738179564,0.756398719,-2.00E-15,0.540810921,0.772725796,0.418843001,0.064960206,0.772725796,0.064960206,0.000177719,0.018771046,0.511197349,0.741226697,0.008368708,0.006977365,0.418843001,0.418843001,0.772725796,0.055651557,0.772725796,0.054196659,0,0.718529137,0.353882795,0.055651557,0.055651557,0.055651557,0.000174052,0.016153026,0.055651557,0.530146115
1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146128486,2.417276349,0.536246857,0.025529281,0.031352434,0.696766524,2.417970161,4.96296363,0.014135265,5.35E-05,0.386144685,0.006492161,0.141346806,0.260796975,0.061210633,0.01248238,0.103630519,0.155639167,0.702247104,2.58587008,0.732506026,0,0.524654658,0.747901078,0.404578443,0.061255809,0.747901078,0.061255809,0.000167187,0.017998801,0.494406196,0.717731537,0.008114721,0.006821966,0.404578443,0.404578443,0.747901078,0.05399687,0.747901078,0.052472045,0,0.695429032,0.343322634,0.05399687,0.05399687,0.05399687,0.000162199,0.015232853,0.05399687,0.512572184
1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.142670106,2.413495763,0.538571927,0.025424044,0.031462906,0.699221597,2.425800915,4.948875328,0.014187406,5.19E-05,0.386507706,0.006516176,0.141958143,0.260845311,0.061388672,0.012543786,0.098581038,0.155521068,0.706909779,2.597283221,0.734347165,-6.66E-16,0.525895784,0.74974428,0.405505327,0.061266375,0.74974428,0.061266375,0.000167962,0.018056559,0.495668886,0.719539878,0.008134295,0.006834034,0.405505327,0.405505327,0.74974428,0.05419404,0.74974428,0.052610223,0,0.697134056,0.344238953,0.05419404,0.05419404,0.05419404,0.000161043,0.015236072,0.05419404,0.513893408
1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.141905071,2.420314144,0.535687485,0.025320764,0.03137389,0.697243247,2.411753633,4.974525462,0.014091552,5.21E-05,0.385895337,0.006485552,0.141225293,0.290207717,0.061170977,0.012431835,0.100354096,0.156041413,0.701599211,2.57661208,0.731045357,-6.66E-16,0.523644162,0.74634334,0.403607355,0.06087137,0.74634334,0.06087137,0.000166561,0.017951903,0.493374097,0.716294118,0.00809916,0.006812361,0.403607355,0.403607355,0.74634334,0.053942603,0.74634334,0.052369689,0,0.693973651,0.342735985,0.053942603,0.053942603,0.053942603,0.000160281,0.015137702,0.053942603,0.511492561
1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.146151889,2.410943514,0.539036453,0.025596307,0.031444913,0.698821809,2.43092184,4.939433061,0.014223541,5.31E-05,0.38671208,0.006521646,0.142059204,0.236841226,0.061421493,0.012585819,0.101263402,0.1551935,0.707436694,2.604922081,0.735547399,1.33E-15,0.526723652,0.751024786,0.406304539,0.061584293,0.751024786,0.061584293,0.000168481,0.018095265,0.496518687,0.720721043,0.008147078,0.006841907,0.406304539,0.406304539,0.751024786,0.054238947,0.751024786,0.052694311,0,0.698330475,0.344720247,0.054238947,0.054238947,0.054238947,0.000162628,0.015314759,0.054238947,0.514782434
1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.1442647,2.415247486,0.537445648,0.025471994,0.031409849,0.698042487,2.422126866,4.955541949,0.014162959,5.26E-05,0.38633822,0.006504579,0.141661565,0.260816362,0.061302374,0.012515101,0.10084608,0.155563696,0.704680739,2.592009706,0.73348368,-1.33E-15,0.525322944,0.748879478,0.405069762,0.061260047,0.748879478,0.061260047,0.000150843,0.018029892,0.495086685,0.71869176,0.008125115,0.006828377,0.405069762,0.405069762,0.748879478,0.054098829,0.748879478,0.052545525,0,0.696333953,0.343809715,0.054098829,0.054098829,0.054098829,0.000161572,0.015234226,0.054098829,0.51326742
1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.144204914,2.415177956,0.537590053,0.025470797,0.031415809,0.698174943,2.422384035,4.954948128,0.014164615,5.27E-05,0.386348425,0.006506008,0.1417004,0.260831247,0.06131368,0.012516786,0.100857579,0.155584824,0.704908346,2.592219506,0.733544119,0,0.525345754,0.748940722,0.405102011,0.0612633,0.748940722,0.0612633,0.00018438,0.018030911,0.495107832,0.718751144,0.008125758,0.006828773,0.405102011,0.405102011,0.748940722,0.054110556,0.748940722,0.052549865,0,0.696390857,0.343838711,0.054110556,0.054110556,0.054110556,0.000161556,0.015235047,0.054110556,0.513323123
1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.147485739,2.418995082,0.529756872,0.025537493,0.031090679,0.690949613,2.408320186,4.987551376,0.014074076,5.21E-05,0.385790336,0.006428314,0.139593916,0.26001569,0.060697469,0.012424645,0.100228878,0.154440229,0.692556068,2.58064178,0.730234675,0,0.524084409,0.745587144,0.403336068,0.061084991,0.745587144,0.061084991,0.000166835,0.016177135,0.49393726,0.715499516,0.008090556,0.006807046,0.403336068,0.403336068,0.745587144,0.053472581,0.745587144,0.052312247,0,0.693274897,0.342251076,0.053472581,0.053472581,0.053472581,0.000162443,0.015190026,0.053472581,0.51028123
1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.75006335,55.47257785,0.003,74,0.15,0,0.003846971,0.040977128,0.001062496,0.512097527,0.171592989,0.493611573,0.334598664,0.011271741,0.001708778,0.000198351,0.182500075,0.001368367,0.004195186,0.015332838,0.266952695,0.003088686,0.001635216,0.011696257,0.009759155,0.034572677,0.064414228,0.000815574,0.000314672,0.001517484,0.012795119,0.087716161,0,1.051101187,0.073589455,0.00084812,0.000664963,0.001550529,1.141053787,2.411515936,0.545290625,0.025408642,0.031731846,0.705198176,2.435985969,4.923663996,0.014252235,5.32E-05,0.38688806,0.006581958,0.143771488,0.261617085,0.061913641,0.012605861,0.101465937,0.156712879,0.717039185,2.603213379,0.736736683,-1.33E-15,0.526538666,0.752175802,0.40680542,0.061435039,0.752175802,0.061435039,0.000168364,0.019892715,0.496212407,0.721888019,0.008159705,0.006849677,0.40680542,0.40680542,0.752175802,0.054734032,0.752175802,0.052779133,0,0.699396669,0.345370382,0.054734032,0.054734032,0.054734032,0.000160718,0.015278401,0.054734032,0.516273485
