,0
gt,0.0
0.1x,24.556670792959373
0.2x,23.10381487966178
0.3x,22.735481546328458
0.4x,22.624814879661784
0.5x,23.078481546328444
1.5x,21.68814821299513
3x,18.233552830277624
5x,19.870450205583776
7x,16.90593394759579
10x,17.836600768057036
