,0
gt,0.0
0.1x,84.12108247152464
0.2x,79.95446826233572
0.3x,80.06739023076344
0.4x,83.27026726403794
0.5x,80.05462481099396
1.5x,79.13360343380654
3x,80.43625191612004
5x,81.97946181275326
7x,82.42600766477187
10x,82.667641992656
