,0
gt,0.0
0.1x,0.5202145339427229
0.2x,0.5209014435243693
0.3x,0.5168123746984583
0.4x,0.515099233451262
0.5x,0.5160533495106413
1.5x,0.5146646855430297
3x,0.5094587984501453
5x,0.5037206068172166
7x,0.48450174053371153
10x,0.46987584375260905
