,0
gt,0.0
0.1x,0.15034262542455526
0.2x,0.11632354806006569
0.3x,0.12236535269728256
0.4x,0.11602823148516138
0.5x,0.10983126178819157
1.5x,0.09957368603061584
3x,0.12484830724273711
5x,0.13532179209122194
7x,0.14013618603061595
10x,0.16176497390940375
