,0
gt,0.0
knockout,25.27636918194907
0.1x,26.737064069980494
0.2x,24.177936792942287
0.3x,22.559603459608965
0.4x,21.173936792942293
0.5x,20.215270126275623
1.5x,18.35627012627562
3x,22.73627012627564
5x,24.47627012627564
7x,25.885270126275636
10x,30.453270126275623
