,0
gt,0.0
0.1x,0.13117027693970681
0.2x,0.127727095121525
0.3x,0.12621004966697946
0.4x,0.1245547466366765
0.5x,0.12690512542455532
1.5x,0.11853391330334313
3x,0.09494679209122191
5x,0.0886802510374486
7x,0.0808460915776536
10x,0.07754195231055278
