,0
gt,0.0
0.1x,0.1680199137533755
0.2x,0.16371896736094393
0.3x,0.15898063708574256
0.4x,0.16199278283473043
0.5x,0.17165119742624135
1.5x,0.1635272340646462
3x,0.07964697588782518
5x,0.07156477904518381
7x,0.07851206517536237
10x,0.11448384383915625
