,0
gt,0.0
0.1x,0.062243515078513445
0.2x,0.05127671297407144
0.3x,0.0388980322759847
0.4x,0.032693486821439244
0.5x,0.02853604115640308
1.5x,0.026571396881284928
3x,0.028521358708887903
5x,0.03622022234525151
7x,0.040958673090180246
10x,0.04590185490836208
