,0
gt,0.0
0.1x,0.05485797043353752
0.2x,0.0684720037981908
0.3x,0.0822234697746255
0.4x,0.10011415803373479
0.5x,0.12222355206549965
1.5x,0.14387946078529398
3x,0.04426640908620571
5x,0.0350743969393123
7x,0.0367347306678774
10x,0.039791410829820725
