,0
gt,0.0
0.1x,14.643618794602668
0.2x,11.555490269580623
0.3x,9.434823602913948
0.4x,8.349156936247283
0.5x,7.315921982705272
1.5x,6.392821064813837
3x,7.297368704239773
5x,8.159512790942191
7x,8.437846124275532
10x,8.935512790942195
