,0
gt,0.0
0.1x,102.00500388218077
0.2x,100.26400388218073
0.3x,98.99900388218073
0.4x,98.58215308398339
0.5x,98.28181975065013
1.5x,96.62267054884738
3x,95.78891240133065
5x,97.15324573466398
7x,97.7785002922781
10x,98.5081346201623
